respondent_id,dataset_type,target_week,current_week,weeks_observed,target_date,next_week_income,next_week_direction,current_income,lag_1_income,lag_2_income,lag_3_income,has_lag_2,has_lag_3,rolling_mean_income,rolling_std_income,rolling_min_income,rolling_max_income,rolling_range_income,income_trend_abs,income_trend_pct,last_income_change_abs,last_income_change_pct,previous_direction,is_previous_week_up,is_previous_week_down,is_previous_week_stable,target_month,target_week_of_month,target_quarter,target_is_month_start,target_is_month_end,target_is_payday_period,target_is_weekend,target_is_christmas_year_end,target_is_new_year,usia,gig_type_enc,domisili_code_enc,experience_months_log,hari_kerja_per_minggu,jam_kerja_per_hari,total_jam_seminggu,bps_jasa_weekly,status_income,peak_week,src_fiverr,src_gojek,src_grab,src_instagram,src_langsung,src_shopee,src_tiktok,src_tokopedia,src_upwork,src_whatsapp,ramai_akhir_bulan_gajian,ramai_akhir_pekan,ramai_awal_bulan,ramai_harbolnas_flashsale,ramai_promo_aplikasi,ramai_ramadan_lebaran,fluk_akhir_pekan_hari_libur,fluk_cuaca,fluk_jam_kerja,fluk_jumlah_pesanan_project,fluk_kondisi_fisik,fluk_promo_aplikasi,fluk_rating_ulasan,fluk_tanggal_gajian_akhir_bulan,pref_awal_bulan,pref_harbolnas,pref_payday,pref_promo_aplikasi,pref_ramadan_lebaran,pref_weekend,gig_jualan_online,gig_pekerja_harian,gig_freelance_desain,gig_ojek_online,gig_kurir,gig_freelance_it,gig_tutor,gig_content_creator,previous_direction_enc
R0113,real_4w,2,1,1,2026-04-27 13:49:51,625000.0,Down,820000.0,820000.0,0.0,0.0,0,0,820000.0,0.0,820000.0,820000.0,0.0,0.0,0.0,0.0,0.0,Stable,0,0,1,4,4,2,0,1,1,0,0,0,35,4,4,4.02535169073515,7,11,77,442180.75,2,3,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
R0113,real_4w,3,2,2,2026-04-20 13:49:51,1290000.0,Up,625000.0,625000.0,820000.0,0.0,1,0,722500.0,97500.0,625000.0,820000.0,195000.0,-195000.0,-0.23780487804878048,-195000.0,-0.23780487804878048,Down,0,1,0,4,3,2,0,0,0,0,0,0,35,4,4,4.02535169073515,7,11,77,442180.75,2,3,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
R0113,real_4w,4,3,3,2026-04-13 13:49:51,605000.0,Down,1290000.0,1290000.0,625000.0,820000.0,1,1,911666.6666666666,279115.66698334145,625000.0,1290000.0,665000.0,665000.0,1.064,665000.0,1.064,Up,1,0,0,4,2,2,0,0,0,0,0,0,35,4,4,4.02535169073515,7,11,77,442180.75,2,3,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2
R0114,real_4w,2,1,1,2026-04-27 14:57:27,1170000.0,Up,970000.0,970000.0,0.0,0.0,0,0,970000.0,0.0,970000.0,970000.0,0.0,0.0,0.0,0.0,0.0,Stable,0,0,1,4,4,2,0,1,1,0,0,0,42,5,0,3.9512437185814275,5,9,45,548095.6666666666,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
R0114,real_4w,3,2,2,2026-04-20 14:57:27,1075000.0,Down,1170000.0,1170000.0,970000.0,0.0,1,0,1070000.0,100000.0,970000.0,1170000.0,200000.0,200000.0,0.20618556701030927,200000.0,0.20618556701030927,Up,1,0,0,4,3,2,0,0,0,0,0,0,42,5,0,3.9512437185814275,5,9,45,548095.6666666666,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2
R0114,real_4w,4,3,3,2026-04-13 14:57:27,1060000.0,Stable,1075000.0,1075000.0,1170000.0,970000.0,1,1,1071666.6666666667,81683.67169895231,970000.0,1170000.0,200000.0,-95000.0,-0.0811965811965812,-95000.0,-0.0811965811965812,Down,0,1,0,4,2,2,0,0,0,0,0,0,42,5,0,3.9512437185814275,5,9,45,548095.6666666666,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
R0115,real_4w,2,1,1,2026-04-27 15:14:13,510000.0,Stable,500000.0,500000.0,0.0,0.0,0,0,500000.0,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,Stable,0,0,1,4,4,2,0,1,1,0,0,0,32,5,2,3.332204510175204,7,8,56,739240.8333333334,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
R0115,real_4w,3,2,2,2026-04-20 15:14:13,550000.0,Up,510000.0,510000.0,500000.0,0.0,1,0,505000.0,5000.0,500000.0,510000.0,10000.0,10000.0,0.02,10000.0,0.02,Stable,0,0,1,4,3,2,0,0,0,0,0,0,32,5,2,3.332204510175204,7,8,56,739240.8333333334,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
R0115,real_4w,4,3,3,2026-04-13 15:14:13,565000.0,Stable,550000.0,550000.0,510000.0,500000.0,1,1,520000.0,21602.468994692867,500000.0,550000.0,50000.0,40000.0,0.0784313725490196,40000.0,0.0784313725490196,Up,1,0,0,4,2,2,0,0,0,0,0,0,32,5,2,3.332204510175204,7,8,56,739240.8333333334,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
R0116,real_4w,2,1,1,2026-04-27 15:54:58,170000.0,Down,340000.0,340000.0,0.0,0.0,0,0,340000.0,0.0,340000.0,340000.0,0.0,0.0,0.0,0.0,0.0,Stable,0,0,1,4,4,2,0,1,1,0,0,0,27,6,2,2.8903717578961645,3,6,18,739240.8333333334,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
R0116,real_4w,3,2,2,2026-04-20 15:54:58,200000.0,Up,170000.0,170000.0,340000.0,0.0,1,0,255000.0,85000.0,170000.0,340000.0,170000.0,-170000.0,-0.5,-170000.0,-0.5,Down,0,1,0,4,3,2,0,0,0,0,0,0,27,6,2,2.8903717578961645,3,6,18,739240.8333333334,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
R0116,real_4w,4,3,3,2026-04-13 15:54:58,340000.0,Up,200000.0,200000.0,170000.0,340000.0,1,1,236666.66666666666,74087.03590297623,170000.0,340000.0,170000.0,30000.0,0.17647058823529413,30000.0,0.17647058823529413,Up,1,0,0,4,2,2,0,0,0,0,0,0,27,6,2,2.8903717578961645,3,6,18,739240.8333333334,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,2
R0118,real_4w,2,1,1,2026-04-27 16:08:00,975000.0,Up,600000.0,600000.0,0.0,0.0,0,0,600000.0,0.0,600000.0,600000.0,0.0,0.0,0.0,0.0,0.0,Stable,0,0,1,4,4,2,0,1,1,0,0,0,19,1,4,1.9459101490553132,3,6,18,442180.75,2,2,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
R0118,real_4w,3,2,2,2026-04-20 16:08:00,950000.0,Stable,975000.0,975000.0,600000.0,0.0,1,0,787500.0,187500.0,600000.0,975000.0,375000.0,375000.0,0.625,375000.0,0.625,Up,1,0,0,4,3,2,0,0,0,0,0,0,19,1,4,1.9459101490553132,3,6,18,442180.75,2,2,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,2
R0118,real_4w,4,3,3,2026-04-13 16:08:00,700000.0,Down,950000.0,950000.0,975000.0,600000.0,1,1,841666.6666666666,171188.6548681178,600000.0,975000.0,375000.0,-25000.0,-0.02564102564102564,-25000.0,-0.02564102564102564,Stable,0,0,1,4,2,2,0,0,0,0,0,0,19,1,4,1.9459101490553132,3,6,18,442180.75,2,2,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
R0119,real_4w,2,1,1,2026-04-27 16:33:08,16800.0,Down,155000.0,155000.0,0.0,0.0,0,0,155000.0,0.0,155000.0,155000.0,0.0,0.0,0.0,0.0,0.0,Stable,0,0,1,4,4,2,0,1,1,0,0,0,17,0,4,3.8712010109078907,4,4,16,442180.75,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
R0119,real_4w,3,2,2,2026-04-20 16:33:08,10000.0,Down,16800.0,16800.0,155000.0,0.0,1,0,85900.0,69100.0,16800.0,155000.0,138200.0,-138200.0,-0.8916129032258064,-138200.0,-0.8916129032258064,Down,0,1,0,4,3,2,0,0,0,0,0,0,17,0,4,3.8712010109078907,4,4,16,442180.75,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
R0119,real_4w,4,3,3,2026-04-13 16:33:08,10000.0,Stable,10000.0,10000.0,16800.0,155000.0,1,1,60600.0,66808.58228301711,10000.0,155000.0,145000.0,-6800.0,-0.40476190476190477,-6800.0,-0.40476190476190477,Down,0,1,0,4,2,2,0,0,0,0,0,0,17,0,4,3.8712010109078907,4,4,16,442180.75,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
R0120,real_4w,2,1,1,2026-04-27 16:43:07,350000.0,Up,320000.0,320000.0,0.0,0.0,0,0,320000.0,0.0,320000.0,320000.0,0.0,0.0,0.0,0.0,0.0,Stable,0,0,1,4,4,2,0,1,1,0,0,0,41,6,1,3.9889840465642745,3,7,21,518297.0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1
R0120,real_4w,3,2,2,2026-04-20 16:43:07,180000.0,Down,350000.0,350000.0,320000.0,0.0,1,0,335000.0,15000.0,320000.0,350000.0,30000.0,30000.0,0.09375,30000.0,0.09375,Up,1,0,0,4,3,2,0,0,0,0,0,0,41,6,1,3.9889840465642745,3,7,21,518297.0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,2
R0120,real_4w,4,3,3,2026-04-13 16:43:07,6800.0,Down,180000.0,180000.0,350000.0,320000.0,1,1,283333.3333333333,74087.03590297623,180000.0,350000.0,170000.0,-170000.0,-0.4857142857142857,-170000.0,-0.4857142857142857,Down,0,1,0,4,2,2,0,0,0,0,0,0,41,6,1,3.9889840465642745,3,7,21,518297.0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
R0121,real_4w,2,1,1,2026-04-27 17:32:04,830000.0,Up,525000.0,525000.0,0.0,0.0,0,0,525000.0,0.0,525000.0,525000.0,0.0,0.0,0.0,0.0,0.0,Stable,0,0,1,4,4,2,0,1,1,0,0,0,17,2,2,2.1972245773362196,5,6,30,739240.8333333334,1,2,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
R0121,real_4w,3,2,2,2026-04-20 17:32:04,750000.0,Down,830000.0,830000.0,525000.0,0.0,1,0,677500.0,152500.0,525000.0,830000.0,305000.0,305000.0,0.580952380952381,305000.0,0.580952380952381,Up,1,0,0,4,3,2,0,0,0,0,0,0,17,2,2,2.1972245773362196,5,6,30,739240.8333333334,1,2,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2
R0121,real_4w,4,3,3,2026-04-13 17:32:04,525000.0,Down,750000.0,750000.0,830000.0,525000.0,1,1,701666.6666666666,129120.9596549771,525000.0,830000.0,305000.0,-80000.0,-0.0963855421686747,-80000.0,-0.0963855421686747,Down,0,1,0,4,2,2,0,0,0,0,0,0,17,2,2,2.1972245773362196,5,6,30,739240.8333333334,1,2,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
R0122,real_4w,2,1,1,2026-04-27 17:51:28,580000.0,Down,740000.0,740000.0,0.0,0.0,0,0,740000.0,0.0,740000.0,740000.0,0.0,0.0,0.0,0.0,0.0,Stable,0,0,1,4,4,2,0,1,1,0,0,0,18,3,2,2.3978952727983707,6,8,48,739240.8333333334,1,1,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1
R0122,real_4w,3,2,2,2026-04-20 17:51:28,725000.0,Up,580000.0,580000.0,740000.0,0.0,1,0,660000.0,80000.0,580000.0,740000.0,160000.0,-160000.0,-0.21621621621621623,-160000.0,-0.21621621621621623,Down,0,1,0,4,3,2,0,0,0,0,0,0,18,3,2,2.3978952727983707,6,8,48,739240.8333333334,1,1,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
R0122,real_4w,4,3,3,2026-04-13 17:51:28,675000.0,Down,725000.0,725000.0,580000.0,740000.0,1,1,681666.6666666666,72149.53607304454,580000.0,740000.0,160000.0,145000.0,0.25,145000.0,0.25,Up,1,0,0,4,2,2,0,0,0,0,0,0,18,3,2,2.3978952727983707,6,8,48,739240.8333333334,1,1,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,2
R0123,real_4w,2,1,1,2026-04-27 18:01:09,190000.0,Stable,200000.0,200000.0,0.0,0.0,0,0,200000.0,0.0,200000.0,200000.0,0.0,0.0,0.0,0.0,0.0,Stable,0,0,1,4,4,2,0,1,1,0,0,0,21,1,3,2.772588722239781,6,3,18,518297.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
R0123,real_4w,3,2,2,2026-04-20 18:01:09,175000.0,Down,190000.0,190000.0,200000.0,0.0,1,0,195000.0,5000.0,190000.0,200000.0,10000.0,-10000.0,-0.05,-10000.0,-0.05,Stable,0,0,1,4,3,2,0,0,0,0,0,0,21,1,3,2.772588722239781,6,3,18,518297.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
R0123,real_4w,4,3,3,2026-04-13 18:01:09,170000.0,Stable,175000.0,175000.0,190000.0,200000.0,1,1,188333.33333333334,10274.023338281626,175000.0,200000.0,25000.0,-15000.0,-0.07894736842105263,-15000.0,-0.07894736842105263,Down,0,1,0,4,2,2,0,0,0,0,0,0,21,1,3,2.772588722239781,6,3,18,518297.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
R0124,real_4w,2,1,1,2026-04-27 18:29:29,795000.0,Stable,800000.0,800000.0,0.0,0.0,0,0,800000.0,0.0,800000.0,800000.0,0.0,0.0,0.0,0.0,0.0,Stable,0,0,1,4,4,2,0,1,1,0,0,0,21,4,4,1.0986122886681096,5,8,40,442180.75,2,4,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
R0124,real_4w,3,2,2,2026-04-20 18:29:29,820000.0,Stable,795000.0,795000.0,800000.0,0.0,1,0,797500.0,2500.0,795000.0,800000.0,5000.0,-5000.0,-0.00625,-5000.0,-0.00625,Stable,0,0,1,4,3,2,0,0,0,0,0,0,21,4,4,1.0986122886681096,5,8,40,442180.75,2,4,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
R0124,real_4w,4,3,3,2026-04-13 18:29:29,925000.0,Up,820000.0,820000.0,795000.0,800000.0,1,1,805000.0,10801.234497346433,795000.0,820000.0,25000.0,25000.0,0.031446540880503145,25000.0,0.031446540880503145,Stable,0,0,1,4,2,2,0,0,0,0,0,0,21,4,4,1.0986122886681096,5,8,40,442180.75,2,4,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
R0125,real_4w,2,1,1,2026-04-27 18:37:34,365000.0,Down,520000.0,520000.0,0.0,0.0,0,0,520000.0,0.0,520000.0,520000.0,0.0,0.0,0.0,0.0,0.0,Stable,0,0,1,4,4,2,0,1,1,0,0,0,20,0,2,2.639057329615259,4,4,16,739240.8333333334,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
R0125,real_4w,3,2,2,2026-04-20 18:37:34,410000.0,Up,365000.0,365000.0,520000.0,0.0,1,0,442500.0,77500.0,365000.0,520000.0,155000.0,-155000.0,-0.2980769230769231,-155000.0,-0.2980769230769231,Down,0,1,0,4,3,2,0,0,0,0,0,0,20,0,2,2.639057329615259,4,4,16,739240.8333333334,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
R0125,real_4w,4,3,3,2026-04-13 18:37:34,245000.0,Down,410000.0,410000.0,365000.0,520000.0,1,1,431666.6666666667,65106.7499487487,365000.0,520000.0,155000.0,45000.0,0.1232876712328767,45000.0,0.1232876712328767,Up,1,0,0,4,2,2,0,0,0,0,0,0,20,0,2,2.639057329615259,4,4,16,739240.8333333334,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
R0126,real_4w,2,1,1,2026-04-27 19:12:23,1240000.0,Up,420000.0,420000.0,0.0,0.0,0,0,420000.0,0.0,420000.0,420000.0,0.0,0.0,0.0,0.0,0.0,Stable,0,0,1,4,4,2,0,1,1,0,0,0,30,4,2,3.1780538303479458,7,10,70,739240.8333333334,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
R0126,real_4w,3,2,2,2026-04-20 19:12:23,565000.0,Down,1240000.0,1240000.0,420000.0,0.0,1,0,830000.0,410000.0,420000.0,1240000.0,820000.0,820000.0,1.9523809523809523,820000.0,1.9523809523809523,Up,1,0,0,4,3,2,0,0,0,0,0,0,30,4,2,3.1780538303479458,7,10,70,739240.8333333334,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2
R0126,real_4w,4,3,3,2026-04-13 19:12:23,1240000.0,Up,565000.0,565000.0,1240000.0,420000.0,1,1,741666.6666666666,357312.49939264957,420000.0,1240000.0,820000.0,-675000.0,-0.5443548387096774,-675000.0,-0.5443548387096774,Down,0,1,0,4,2,2,0,0,0,0,0,0,30,4,2,3.1780538303479458,7,10,70,739240.8333333334,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
R0127,real_4w,2,1,1,2026-04-27 19:17:16,740000.0,Down,850000.0,850000.0,0.0,0.0,0,0,850000.0,0.0,850000.0,850000.0,0.0,0.0,0.0,0.0,0.0,Stable,0,0,1,4,4,2,0,1,1,0,0,0,19,1,1,3.6109179126442243,5,5,25,518297.0,2,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1
R0127,real_4w,3,2,2,2026-04-20 19:17:16,795000.0,Up,740000.0,740000.0,850000.0,0.0,1,0,795000.0,55000.0,740000.0,850000.0,110000.0,-110000.0,-0.12941176470588237,-110000.0,-0.12941176470588237,Down,0,1,0,4,3,2,0,0,0,0,0,0,19,1,1,3.6109179126442243,5,5,25,518297.0,2,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
R0127,real_4w,4,3,3,2026-04-13 19:17:16,640000.0,Down,795000.0,795000.0,740000.0,850000.0,1,1,795000.0,44907.31195102493,740000.0,850000.0,110000.0,55000.0,0.07432432432432433,55000.0,0.07432432432432433,Up,1,0,0,4,2,2,0,0,0,0,0,0,19,1,1,3.6109179126442243,5,5,25,518297.0,2,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,2
R0128,real_4w,2,1,1,2026-04-27 19:18:27,16800.0,Down,250000.0,250000.0,0.0,0.0,0,0,250000.0,0.0,250000.0,250000.0,0.0,0.0,0.0,0.0,0.0,Stable,0,0,1,4,4,2,0,1,1,0,0,0,35,6,0,2.1972245773362196,3,8,24,548095.6666666666,1,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
R0128,real_4w,3,2,2,2026-04-20 19:18:27,360000.0,Up,16800.0,16800.0,250000.0,0.0,1,0,133400.0,116600.0,16800.0,250000.0,233200.0,-233200.0,-0.9328,-233200.0,-0.9328,Down,0,1,0,4,3,2,0,0,0,0,0,0,35,6,0,2.1972245773362196,3,8,24,548095.6666666666,1,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
R0128,real_4w,4,3,3,2026-04-13 19:18:27,275000.0,Down,360000.0,360000.0,16800.0,250000.0,1,1,208933.33333333334,143088.34877639601,16800.0,360000.0,343200.0,343200.0,20.428571428571427,343200.0,20.428571428571427,Up,1,0,0,4,2,2,0,0,0,0,0,0,35,6,0,2.1972245773362196,3,8,24,548095.6666666666,1,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,2
R0129,real_4w,2,1,1,2026-04-27 19:22:45,300000.0,Down,1110000.0,1110000.0,0.0,0.0,0,0,1110000.0,0.0,1110000.0,1110000.0,0.0,0.0,0.0,0.0,0.0,Stable,0,0,1,4,4,2,0,1,1,0,0,0,26,3,4,4.290459441148391,7,6,42,442180.75,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
R0129,real_4w,3,2,2,2026-04-20 19:22:45,545000.0,Up,300000.0,300000.0,1110000.0,0.0,1,0,705000.0,405000.0,300000.0,1110000.0,810000.0,-810000.0,-0.7297297297297297,-810000.0,-0.7297297297297297,Down,0,1,0,4,3,2,0,0,0,0,0,0,26,3,4,4.290459441148391,7,6,42,442180.75,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
R0129,real_4w,4,3,3,2026-04-13 19:22:45,440000.0,Down,545000.0,545000.0,300000.0,1110000.0,1,1,651666.6666666666,339173.8328481266,300000.0,1110000.0,810000.0,245000.0,0.8166666666666667,245000.0,0.8166666666666667,Up,1,0,0,4,2,2,0,0,0,0,0,0,26,3,4,4.290459441148391,7,6,42,442180.75,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2
R0130,real_4w,2,1,1,2026-04-27 19:23:30,575000.0,Up,435000.0,435000.0,0.0,0.0,0,0,435000.0,0.0,435000.0,435000.0,0.0,0.0,0.0,0.0,0.0,Stable,0,0,1,4,4,2,0,1,1,0,0,0,29,1,2,2.995732273553991,4,5,20,739240.8333333334,2,4,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1
R0130,real_4w,3,2,2,2026-04-20 19:23:30,1350000.0,Up,575000.0,575000.0,435000.0,0.0,1,0,505000.0,70000.0,435000.0,575000.0,140000.0,140000.0,0.3218390804597701,140000.0,0.3218390804597701,Up,1,0,0,4,3,2,0,0,0,0,0,0,29,1,2,2.995732273553991,4,5,20,739240.8333333334,2,4,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,2
R0130,real_4w,4,3,3,2026-04-13 19:23:30,1342800.0,Stable,1350000.0,1350000.0,575000.0,435000.0,1,1,786666.6666666666,402416.31290106627,435000.0,1350000.0,915000.0,775000.0,1.3478260869565217,775000.0,1.3478260869565217,Up,1,0,0,4,2,2,0,0,0,0,0,0,29,1,2,2.995732273553991,4,5,20,739240.8333333334,2,4,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,2
R0133,real_4w,2,1,1,2026-04-27 20:33:37,940000.0,Stable,900000.0,900000.0,0.0,0.0,0,0,900000.0,0.0,900000.0,900000.0,0.0,0.0,0.0,0.0,0.0,Stable,0,0,1,4,4,2,0,1,1,0,0,0,40,5,2,3.4657359027997265,7,8,56,739240.8333333334,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
R0133,real_4w,3,2,2,2026-04-20 20:33:37,930000.0,Stable,940000.0,940000.0,900000.0,0.0,1,0,920000.0,20000.0,900000.0,940000.0,40000.0,40000.0,0.044444444444444446,40000.0,0.044444444444444446,Stable,0,0,1,4,3,2,0,0,0,0,0,0,40,5,2,3.4657359027997265,7,8,56,739240.8333333334,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
