gig_type_encoded,age,is_main_income,tenure_months,days_per_week,hours_per_day,weekly_work_hours,lag_1w,lag_2w,lag_3w,lag_4w,rolling_mean_4w,rolling_std_4w,income_volatility,income_growth_1w,income_trend_slope,income_per_hour,is_payday_week,recent_vs_avg,peak_week,target_income
1,17,1,22,5,8,40,209000,292500,388500,335000,306250.0,75802.92430594834,0.2475,-0.2855,-47400.0,7470.0,0,0.6824,2,280000
2,22,1,19,6,4,24,475000,770000,430000,400000,518750.0,170312.213302511,0.3283,-0.3831,56500.0,20750.0,0,0.9157,2,475000
7,28,0,19,2,8,16,313500,271000,311500,374000,317500.0,42451.9336033904,0.1337,0.1568,-22200.0,18676.0,1,0.9874,4,294000
4,36,2,23,6,7,42,775000,835000,900000,820000,832500.0,51720.402163943,0.0621,-0.0719,-20000.0,19360.0,0,0.9309,2,775000
7,23,0,24,2,4,8,320000,700000,200000,575000,448750.0,229142.42296004464,0.5106,-0.5429,-26500.0,49861.0,0,0.7131,2,320000
2,30,1,17,4,4,16,425000,400000,745000,425000,498750.0,164589.1349188437,0.33,0.0625,-34500.0,29338.0,1,0.8521,1,425000
7,22,2,3,3,3,9,210000,120000,150000,120000,150000.0,42426.40687119285,0.2828,0.75,24000.0,15000.0,0,1.4,0,210000
2,28,1,82,5,6,30,320000,675000,630000,290000,478750.0,201840.48982633124,0.4216,-0.5259,13500.0,15444.0,1,0.6684,4,320000
4,34,2,14,6,11,66,540000,600000,30000,680000,462500.0,293981.291921782,0.6356,-0.1,15000.0,6903.0,1,1.1676,1,540000
2,25,2,40,4,7,28,925000,960000,725000,310000,730000.0,298524.1475436563,0.4089,-0.0365,208000.0,25172.0,0,1.2671,2,925000
3,17,2,49,4,2,8,716500,653000,681500,859000,727500.0,91432.12418692531,0.1257,0.0972,-45600.0,80833.0,1,0.9849,1,729500
5,45,2,19,7,6,42,380000,370000,320000,330000,350000.0,29439.20288775949,0.0841,0.027,20000.0,8140.0,0,1.0857,3,380000
2,23,2,43,3,5,15,210000,220000,205000,200000,208750.0,8539.125638299665,0.0409,-0.0455,4500.0,13047.0,1,1.006,1,210000
7,31,2,16,4,4,16,327500,416000,366000,353500,365750.0,37140.499009392246,0.1015,-0.2127,-2800.0,21515.0,0,0.8954,3,292500
5,34,2,23,5,6,30,500000,500000,525000,575000,525000.0,35355.33905932738,0.0673,0.0,-25000.0,16935.0,0,0.9524,0,500000
2,38,2,44,4,3,12,363500,434500,570000,583000,487750.0,106632.15587554565,0.2186,-0.1634,-79400.0,37519.0,1,0.7453,4,470500
0,20,0,2,4,3,12,175000,220000,490000,490000,343750.0,169871.27479359187,0.4942,-0.2045,-121500.0,26442.0,1,0.5091,4,175000
3,35,2,2,2,6,12,452500,481000,604500,712000,562500.0,119521.96450862076,0.2125,-0.0593,-90200.0,43269.0,1,0.8044,1,744500
2,27,2,14,5,8,40,175000,175000,210000,175000,183750.0,17500.0,0.0952,0.0,-3500.0,4482.0,0,0.9524,3,175000
7,23,1,19,3,4,12,190000,110000,200000,115000,153750.0,47849.59073318531,0.3112,0.7273,13500.0,11827.0,0,1.2358,0,190000
6,27,0,7,6,5,30,625000,0,380000,430000,358750.0,261482.15362939527,0.7289,625000.0,20500.0,11573.0,1,1.7422,1,625000
0,17,0,4,5,6,30,355000,335000,300000,300000,322500.0,27233.55773061365,0.0844,0.0597,20000.0,10403.0,1,1.1008,1,355000
2,21,2,19,5,8,40,330000,325000,290000,200000,286250.0,60190.669265814504,0.2103,0.0154,42500.0,6982.0,1,1.1528,1,330000
1,27,2,66,7,9,63,863000,912500,811500,735500,830625.0,75644.31571506216,0.0911,-0.0542,48350.0,12979.0,1,1.039,1,840000
5,27,1,22,7,1,7,330000,335500,404500,446000,379000.0,56072.869256590275,0.1479,-0.0164,-41700.0,47375.0,0,0.8707,0,461000
7,24,0,67,3,7,21,309000,300500,278500,318500,301625.0,17080.080991220933,0.0566,0.0283,-650.0,13710.0,1,1.0244,1,292000
6,33,0,60,2,6,12,259500,394500,378500,266500,324750.0,71658.33284878086,0.2207,-0.3422,-500.0,24981.0,0,0.7991,2,235000
0,26,1,51,5,7,35,35000,640000,600000,755000,507500.0,321778.9096051304,0.634,-0.9453,-212000.0,14097.0,1,0.069,1,35000
4,50,1,64,4,3,12,766500,654000,715500,856500,748125.0,85647.89839803426,0.1145,0.172,-33150.0,57548.0,0,1.0246,3,749500
6,22,0,30,6,3,18,530000,550000,450000,460000,497500.0,49916.59710623979,0.1003,-0.0364,31000.0,26184.0,0,1.0653,2,530000
3,25,1,6,5,9,45,480000,1100000,800000,1075000,863750.0,289694.5230180693,0.3354,-0.5636,-148500.0,18777.0,0,0.5557,3,480000
3,21,0,24,4,5,20,420000,570000,140000,120000,312500.0,219601.9125599775,0.7027,-0.2632,133000.0,14881.0,0,1.344,2,420000
3,27,2,14,5,5,25,450000,350000,500000,500000,450000.0,70710.67811865476,0.1571,0.2857,-30000.0,17308.0,1,1.0,1,450000
2,26,1,19,4,6,24,710000,620000,600000,625000,638750.0,48712.592485584944,0.0763,0.1452,27500.0,25550.0,1,1.1115,1,710000
4,37,1,19,6,1,6,518500,518500,607000,698500,585625.0,86041.05124880797,0.1469,0.0,-62850.0,83661.0,1,0.8854,4,654000
5,44,1,36,4,7,28,890000,960000,300000,750000,725000.0,296479.34160747187,0.4089,-0.0729,108000.0,25000.0,1,1.2276,1,890000
7,21,0,9,3,4,12,175000,325000,270000,0,192500.0,142507.309754038,0.7403,-0.4615,58000.0,14808.0,0,0.9091,0,175000
3,19,2,59,4,8,32,538500,508000,573500,692000,578000.0,80573.98256674834,0.1394,0.06,-52600.0,17515.0,0,0.9317,2,703000
4,26,1,44,7,1,7,656000,786000,783000,847500,768125.0,80442.91454192843,0.1047,-0.1654,-57150.0,96016.0,0,0.854,0,783500
7,17,1,34,4,2,8,200000,350000,320000,500000,342500.0,123389.62679253066,0.3603,-0.4286,-87000.0,38056.0,0,0.5839,3,200000
6,36,0,17,6,3,18,200000,210000,225000,200000,208750.0,11814.53906563152,0.0566,-0.0476,-1500.0,10987.0,0,0.9581,0,200000
3,34,1,52,2,1,2,360000,428000,407500,330500,381500.0,44352.752639116625,0.1163,-0.1589,10900.0,127167.0,0,0.9436,2,406000
0,20,1,14,4,6,24,150000,150000,360000,140000,200000.0,106770.7825203131,0.5339,0.0,-18000.0,8000.0,0,0.75,3,150000
4,27,2,22,6,7,42,600000,580000,570000,615000,591250.0,20155.644370746373,0.0341,0.0345,-3500.0,13750.0,0,1.0148,0,600000
1,32,2,65,7,7,49,1419600,1040000,1350000,1200000,1252400.0,168662.50324242195,0.1347,0.365,34880.0,25048.0,1,1.1335,1,1419600
0,28,2,10,5,5,25,282500,287000,295000,334000,299625.0,23492.463330466926,0.0784,-0.0157,-16250.0,11524.0,0,0.9428,0,280500
2,31,0,8,6,6,36,550000,250000,580000,280000,415000.0,174068.9518552921,0.4194,1.2,48000.0,11216.0,1,1.3253,4,550000
7,17,0,2,3,2,6,100000,0,175000,130000,101250.0,74204.11039827915,0.7329,100000.0,-26500.0,14464.0,0,0.9876,3,100000
4,51,0,48,5,3,15,899000,763000,1012000,1065000,934750.0,133801.78125371374,0.1431,0.1782,-74700.0,58422.0,0,0.9618,2,1039500
0,31,2,40,4,10,40,277500,265000,275500,285500,275875.0,8439.7373576828,0.0306,0.0472,-3450.0,6729.0,1,1.0059,1,322000
4,24,1,28,6,11,66,620000,275000,560000,650000,526250.0,171628.231943349,0.3261,1.2545,-37500.0,7854.0,1,1.1781,1,620000
1,32,2,24,7,7,49,1419600,900000,1325000,1422300,1266725.0,248634.63656538283,0.1963,0.5773,-43310.0,25334.0,0,1.1207,0,1419600
5,47,1,17,2,4,8,509000,536500,535500,520500,525375.0,13142.64686684789,0.025,-0.0513,-3350.0,58375.0,1,0.9688,1,525000
5,29,2,9,6,9,54,280000,250000,275000,275000,270000.0,13540.0640077266,0.0501,0.12,-1000.0,4909.0,1,1.037,1,280000
0,20,0,13,4,4,16,520000,365000,410000,245000,385000.0,113798.06676741042,0.2956,0.4247,78000.0,22647.0,1,1.3506,1,520000
4,18,0,38,4,7,28,470000,533500,540500,584500,532125.0,47168.8014829011,0.0886,-0.119,-35050.0,18349.0,0,0.8832,0,449000
6,31,2,15,4,8,32,835000,740000,820000,720000,778750.0,57209.410647783,0.0735,0.1284,26500.0,23598.0,0,1.0722,0,835000
4,23,2,18,7,8,56,240000,1070000,525000,600000,608750.0,344392.58122090844,0.5657,-0.7757,-53500.0,10680.0,1,0.3942,4,240000
5,26,2,19,7,7,49,150000,275000,270000,335000,257500.0,77513.4396948899,0.301,-0.4545,-55000.0,5150.0,1,0.5825,4,150000
7,20,0,51,6,9,54,330500,393000,428500,509000,415250.0,74480.98191261086,0.1794,-0.159,-57100.0,7550.0,0,0.7959,2,436000
1,46,1,23,7,8,56,575000,1050000,650000,950000,806250.0,229469.49688357275,0.2846,-0.4524,-72500.0,14145.0,1,0.7132,1,575000
5,48,0,19,7,5,35,561000,487000,547000,566000,540250.0,36399.40475703781,0.0674,0.152,-7500.0,15007.0,0,1.0384,3,526000
2,24,0,20,5,6,30,270000,440000,275000,500000,371250.0,116645.83147288204,0.3142,-0.3864,-52500.0,11976.0,0,0.7273,3,270000
2,27,2,29,4,6,24,250000,360000,200000,395000,301250.0,91503.64291473136,0.3037,-0.3056,-27500.0,12050.0,0,0.8299,0,250000
4,30,2,23,7,10,70,420000,1240000,565000,1240000,866250.0,435610.20419636637,0.5029,-0.6613,-178500.0,12201.0,1,0.4848,4,420000
1,27,2,9,6,7,42,1325000,1175000,1389900,650000,1134975.0,335608.4064799331,0.2957,0.1277,181010.0,26395.0,1,1.1674,1,1325000
3,34,2,20,2,8,16,653000,679000,721500,740000,698375.0,39588.24530926657,0.0567,-0.0383,-30350.0,41081.0,1,0.935,4,700500
5,27,1,17,3,6,18,340000,170000,200000,340000,262500.0,90323.49269892818,0.3441,1.0,-3000.0,13816.0,1,1.2952,1,340000
6,17,0,14,4,7,28,560000,160000,240000,180000,285000.0,186458.21694595995,0.6542,2.5,106000.0,9828.0,0,1.9649,3,560000
6,32,0,51,6,8,48,518500,487000,505500,643000,538500.0,70855.48673179798,0.1316,0.0647,-39200.0,10990.0,0,0.9629,3,546000
6,34,2,31,4,2,8,370000,353500,508500,574500,451625.0,107430.88863698993,0.2379,0.0467,-76850.0,50181.0,1,0.8193,1,534000
5,18,2,24,5,4,20,499500,557000,612500,701500,592625.0,86004.23923660198,0.1451,-0.1032,-66150.0,28220.0,1,0.8429,4,704000
1,34,2,5,5,11,55,730000,650000,550000,920000,712500.0,156710.9866388867,0.2199,0.1231,-47000.0,12723.0,1,1.0246,4,730000
6,23,1,3,5,6,30,170000,145000,475000,195000,246250.0,153860.05546166512,0.6248,0.1724,-40500.0,7944.0,1,0.6904,4,170000
1,40,0,44,6,9,54,682500,706500,881500,1089500,840000.0,188503.75769906197,0.2244,-0.034,-139600.0,15273.0,1,0.8125,1,947000
3,28,1,19,5,8,40,530000,675000,525000,1370000,775000.0,402719.91921598976,0.5196,-0.2148,-237000.0,18902.0,1,0.6839,4,530000
1,43,0,23,2,6,12,750000,604500,708500,716000,694750.0,62817.85839499252,0.0904,0.2407,-200.0,53442.0,1,1.0795,4,820500
0,23,1,31,6,4,24,256000,296500,310500,298000,290250.0,23680.160472429237,0.0816,-0.1366,-14000.0,11610.0,1,0.882,1,245000
6,23,1,12,2,7,14,434000,414500,365000,403000,404125.0,29052.753742115394,0.0719,0.047,14250.0,26942.0,0,1.0739,2,374500
3,17,1,37,6,6,36,428500,412000,597000,742500,545000.0,155960.99939835386,0.2862,0.04,-112700.0,14730.0,0,0.7862,0,668500
6,43,2,14,6,8,48,525000,450000,665000,650000,572500.0,102996.7637032025,0.1799,0.1667,-59000.0,11684.0,1,0.917,4,525000
0,23,0,24,5,3,15,100000,70000,210000,80000,115000.0,64549.72243679028,0.5613,0.4286,-8000.0,7188.0,0,0.8696,3,100000
1,35,2,3,7,1,7,797500,791500,871000,963000,855750.0,80117.10179481033,0.0936,0.0076,-57600.0,106969.0,0,0.9319,0,781500
2,22,0,3,6,6,36,290000,325000,325000,310000,312500.0,16583.123951777,0.0531,-0.1077,-6000.0,8446.0,0,0.928,2,290000
2,19,1,11,6,7,42,175000,215000,150000,200000,185000.0,28577.38033247041,0.1545,-0.186,-1000.0,4302.0,1,0.9459,1,175000
4,34,2,14,7,9,63,920000,400000,940000,570000,707500.0,266254.89040892123,0.3763,1.3,51000.0,11055.0,1,1.3004,1,920000
0,30,2,36,6,9,54,183000,170000,225000,270500,212125.0,45446.626204079585,0.2142,0.0765,-31750.0,3857.0,0,0.8627,2,254500
4,29,2,18,7,9,63,505000,510000,25000,500000,385000.0,240034.7197108507,0.6235,-0.0098,50000.0,6016.0,1,1.3117,1,505000
1,38,2,23,5,9,45,1415000,800000,1040000,1330000,1146250.0,281169.4329047878,0.2453,0.7687,1500.0,24918.0,1,1.2345,1,1415000
2,21,2,4,3,4,12,570000,125000,475000,375000,386250.0,191501.74063612754,0.4958,3.56,23500.0,29712.0,1,1.4757,1,570000
3,18,1,51,6,5,30,735000,741500,812000,914000,800625.0,83237.98712126573,0.104,-0.0088,-60750.0,25827.0,0,0.918,0,931500
2,28,2,14,3,5,15,360000,380000,515000,295000,387500.0,92421.13755341181,0.2385,-0.0526,6000.0,24219.0,0,0.929,3,360000
5,35,0,38,6,8,48,0,260000,250000,150000,165000.0,120692.44660154448,0.7315,-1.0,-44000.0,3367.0,0,0.0,0,0
7,18,0,59,3,3,9,363500,505500,558500,615000,510625.0,107793.30143071662,0.2111,-0.2809,-80750.0,51062.0,0,0.7119,3,499000
4,45,0,55,3,6,18,611500,618000,652500,952500,708625.0,163575.86160555598,0.2308,-0.0105,-105750.0,37296.0,0,0.8629,2,859000
7,28,0,34,4,5,20,190000,340000,540000,440000,377500.0,149303.94055974096,0.3955,-0.4412,-95000.0,17976.0,0,0.5033,3,190000
4,21,2,21,6,9,54,440000,480000,450000,475000,461250.0,19311.05037709411,0.0419,-0.0833,-7500.0,8386.0,1,0.9539,1,440000
2,45,1,57,3,4,12,332000,428500,380500,504500,411375.0,73528.19753899406,0.1787,-0.2252,-46950.0,31644.0,0,0.807,2,495500
7,45,0,48,7,6,42,282500,278500,338500,377500,319250.0,47521.04796824245,0.1489,0.0144,-34500.0,7424.0,0,0.8849,2,367500
5,27,0,28,5,6,30,250000,300000,235000,275000,265000.0,28577.38033247041,0.1078,-0.1667,-1000.0,8548.0,0,0.9434,3,250000
7,28,1,14,4,5,20,850000,850000,850000,370000,730000.0,240000.0,0.3288,0.0,144000.0,34762.0,1,1.1644,1,850000
1,20,2,68,5,5,25,829500,724000,777500,1092000,855750.0,163283.2406178499,0.1908,0.1457,-84100.0,32913.0,0,0.9693,3,906000
5,48,1,36,3,9,27,361000,372500,506500,536000,444000.0,90132.31015198342,0.203,-0.0309,-65900.0,15857.0,0,0.8131,0,540000
2,31,2,62,5,8,40,520000,494500,442000,577500,508500.0,56307.193146169164,0.1107,0.0516,-12000.0,12402.0,0,1.0226,3,504000
6,27,1,10,6,6,36,375000,325000,425000,380000,376250.0,40901.30397269342,0.1087,0.1538,-11500.0,10169.0,0,0.9967,3,375000
3,22,1,17,6,5,30,275000,370000,500000,220000,341250.0,122635.97895125774,0.3594,-0.2568,3500.0,11008.0,1,0.8059,4,275000
1,31,1,10,7,9,63,845000,200000,795000,245000,521250.0,346058.1598517798,0.6639,3.225,120500.0,8145.0,0,1.6211,0,845000
4,42,2,18,5,9,45,430000,930000,470000,910000,685000.0,271968.13538844336,0.397,-0.5376,-98000.0,14891.0,0,0.6277,2,430000
5,20,2,24,7,6,42,140000,310000,340000,240000,257500.0,88835.0531415762,0.345,-0.5484,-33000.0,5988.0,0,0.5437,0,140000
7,29,1,18,6,7,42,357000,376000,334000,500000,391750.0,74181.64642731156,0.1894,-0.0505,-38700.0,9110.0,1,0.9113,1,427000
2,24,0,36,5,6,30,420000,360000,450000,0,307500.0,208386.65984174708,0.6777,0.1667,117000.0,9919.0,0,1.3658,0,420000
4,21,2,2,5,8,40,800000,795000,820000,925000,835000.0,60964.4705272396,0.073,0.0063,-40000.0,20366.0,1,0.9581,4,800000
3,20,2,49,7,9,63,569000,740000,722500,840500,718000.0,112118.24115637918,0.1562,-0.2311,-79700.0,11219.0,1,0.7925,1,851000
5,51,2,51,7,5,35,232000,294500,433500,508000,367000.0,126206.8408077259,0.3439,-0.2122,-96700.0,10194.0,0,0.6322,2,444500
5,26,1,42,3,9,27,440000,440000,450000,540000,467500.0,48562.67428111155,0.1039,0.0,-31000.0,16696.0,0,0.9412,0,440000
4,23,0,10,6,2,12,559500,541000,573000,691000,591125.0,67863.06678402718,0.1148,0.0342,-42650.0,45471.0,0,0.9465,0,626000
6,29,1,1,6,7,42,525000,625000,715000,760000,656250.0,103953.11443145896,0.1584,-0.16,-79500.0,15262.0,0,0.8,2,525000
0,28,0,34,4,3,12,325000,505000,510000,200000,385000.0,150388.3860764077,0.3906,-0.3564,37000.0,29615.0,0,0.8442,3,325000
1,36,2,68,5,8,40,1419600,1293800,1389900,1422300,1381400.0,60216.44293712474,0.0436,0.0972,-10420.0,33693.0,1,1.0277,4,1419600
7,38,1,14,3,4,12,210000,195000,238500,280000,230875.0,37390.67397092489,0.162,0.0769,-25350.0,17760.0,0,0.9096,0,303500
0,25,2,40,4,5,20,268000,311000,384000,339500,325625.0,48767.09102116576,0.1498,-0.1383,-28750.0,15506.0,0,0.823,0,278000
3,30,1,8,3,9,27,425000,500000,900000,390000,553750.0,235349.91679058084,0.425,-0.15,-29500.0,19777.0,1,0.7675,1,425000
2,24,1,21,6,7,42,290000,1060000,470000,650000,617500.0,329583.06995353993,0.5337,-0.7264,-49000.0,14360.0,0,0.4696,2,290000
6,19,0,64,5,4,20,487000,466500,498500,694000,536500.0,105830.83986563966,0.1973,0.0439,-65300.0,25548.0,0,0.9077,0,703500
4,25,2,5,6,7,42,600000,610000,700000,280000,547500.0,183915.7415774952,0.3359,-0.0164,87000.0,12733.0,1,1.0959,4,600000
5,31,2,50,5,8,40,250000,275000,340000,290000,288750.0,37941.8414594407,0.1314,-0.0909,-18500.0,7043.0,0,0.8658,3,250000
7,22,0,20,3,3,9,205000,200000,200000,0,151250.0,100860.87778056796,0.6668,0.025,61500.0,15125.0,0,1.3554,2,205000
6,32,0,25,2,5,10,441000,449000,573000,546000,502250.0,67098.80773903512,0.1336,-0.0178,-43900.0,45659.0,0,0.878,0,501000
5,44,2,25,7,7,49,295000,210000,350000,300000,288750.0,58076.81694675309,0.2011,0.4048,-15500.0,5775.0,1,1.0216,1,295000
7,26,1,2,4,2,8,240000,170000,205000,325000,235000.0,66458.00679125628,0.2828,0.4118,-29000.0,26111.0,1,1.0213,1,240000
2,22,2,20,4,5,20,470000,490000,450000,490000,475000.0,19148.54215512676,0.0403,-0.0408,-2000.0,22619.0,0,0.9895,3,470000
2,28,1,6,4,8,32,410000,360000,400000,315000,371250.0,43277.20724199595,0.1166,0.1389,24500.0,11250.0,1,1.1044,4,410000
3,26,0,35,3,4,12,325000,600000,315000,270000,377500.0,150249.7920131672,0.398,-0.4583,45000.0,29038.0,0,0.8609,2,325000
4,23,2,8,5,10,50,260000,250000,350000,590000,362500.0,158192.92019556375,0.4364,0.04,-109000.0,7108.0,1,0.7172,4,260000
4,41,2,64,3,4,12,734500,761500,999000,1038000,883250.0,157369.25790424677,0.1782,-0.0355,-114800.0,67942.0,0,0.8316,2,841000
6,28,1,57,7,6,42,390000,240000,250000,190000,267500.0,85780.72821638513,0.3207,0.625,59000.0,6221.0,1,1.4579,4,390000
6,26,2,1,5,4,20,815000,665000,680000,720000,720000.0,67453.6878161602,0.0937,0.2256,27000.0,34286.0,0,1.1319,2,815000
6,37,2,18,6,10,60,452500,463500,525500,433000,468625.0,39959.093666732064,0.0853,-0.0237,-350.0,7682.0,0,0.9656,0,543500
4,41,2,21,6,7,42,1040000,1125000,900000,735000,950000.0,170733.71078963872,0.1797,-0.0756,114000.0,22093.0,1,1.0947,4,1040000
7,25,1,29,3,4,12,175000,150000,195000,555000,268750.0,191719.19570037842,0.7134,0.1667,-118500.0,20673.0,1,0.6512,4,175000
2,23,2,3,4,8,32,810000,750000,700000,1422300,920575.0,337492.69992105017,0.3666,0.08,-178690.0,27896.0,1,0.8799,1,810000
6,22,2,4,6,6,36,820000,1010000,830000,50000,677500.0,427346.46365683194,0.6308,-0.1881,249000.0,18311.0,1,1.2103,4,820000
5,37,1,53,4,6,24,500000,350000,1090000,380000,580000.0,346121.3659975356,0.5968,0.4286,-38000.0,23200.0,0,0.8621,3,500000
7,23,1,33,3,2,6,275000,275000,250000,215000,253750.0,28394.54172900137,0.1119,0.0,20500.0,36250.0,1,1.0837,1,275000
2,24,1,32,6,2,12,407500,435500,459000,538500,460125.0,56331.42255142033,0.1224,-0.0643,-41650.0,35394.0,1,0.8856,1,512500
1,31,2,45,7,10,70,325000,720000,490000,765000,575000.0,205629.115966911,0.3576,-0.5486,-109000.0,8099.0,1,0.5652,4,325000
0,45,1,2,2,6,12,335000,268500,294500,336000,308500.0,32936.80818375292,0.1068,0.2477,-2900.0,23731.0,1,1.0859,1,302000
4,33,2,15,6,8,48,500000,930000,775000,760000,741250.0,178249.5909298719,0.2405,-0.4624,-62500.0,15128.0,1,0.6745,1,500000
5,34,2,78,6,10,60,670000,360000,475000,420000,481250.0,134311.51601159645,0.2791,0.8611,63500.0,7889.0,1,1.3922,1,670000
6,30,2,76,6,8,48,320000,910000,1200000,350000,695000.0,432396.4230502684,0.6222,-0.6484,-38000.0,14184.0,1,0.4604,4,320000
4,25,1,19,6,7,42,725000,40000,40000,730000,383750.0,396933.55867197725,1.0344,17.1246,-1500.0,8924.0,1,1.8892,4,725000
4,50,1,59,5,8,40,647500,771000,817000,767500,750750.0,72434.45312832837,0.0965,-0.1602,-40600.0,18311.0,1,0.8625,4,762000
1,17,0,53,4,4,16,655500,858500,1076000,1289000,969750.0,273458.8634511597,0.282,-0.2365,-211800.0,57044.0,0,0.6759,3,1046000
2,22,1,46,5,6,30,486000,391500,450000,549500,469250.0,66172.12404026336,0.141,0.2414,-24900.0,15137.0,0,1.0357,3,484500
4,38,2,60,6,2,12,621500,733000,724000,821500,725000.0,81832.1452731138,0.1129,-0.1521,-59100.0,55769.0,1,0.8572,4,780000
5,44,2,44,6,8,48,225000,300000,230000,275000,257500.0,36170.890690351174,0.1405,-0.25,-8000.0,5255.0,1,0.8738,4,225000
7,18,2,16,3,3,9,25000,465000,510000,570000,392500.0,248746.85927665498,0.6337,-0.9462,-168000.0,39250.0,0,0.0637,3,25000
2,25,1,54,5,6,30,395000,375000,425000,400000,398750.0,20564.93779875511,0.0516,0.0533,-6500.0,12863.0,0,0.9906,3,395000
3,35,1,55,5,4,20,825000,780000,400000,580000,646250.0,195677.24275789797,0.3028,0.0577,111500.0,30774.0,0,1.2766,0,825000
2,19,2,36,5,5,25,850000,740000,795000,640000,756250.0,89570.73554831771,0.1184,0.1486,57500.0,29087.0,1,1.124,1,850000
2,21,0,29,3,5,15,600000,600000,455000,480000,533750.0,77176.74520216566,0.1446,0.0,50500.0,33359.0,1,1.1241,4,600000
5,39,2,14,6,9,54,535000,600000,550000,750000,608750.0,98181.3797689426,0.1613,-0.1083,-59500.0,11068.0,0,0.8788,0,535000
1,47,0,48,6,3,18,705500,587000,653000,800000,686375.0,89936.4358866861,0.131,0.2019,-34950.0,36125.0,0,1.0279,2,971500
7,18,0,25,6,8,48,286000,289000,178500,200000,238375.0,57412.7961927188,0.2408,-0.0104,36850.0,4865.0,1,1.1998,1,219500
5,26,2,44,5,10,50,1050000,1150000,1075000,680000,988750.0,210173.5394065263,0.2126,-0.087,118500.0,19387.0,1,1.0619,4,1050000
1,32,2,27,7,8,56,500000,510000,550000,565000,531250.0,31191.612120354835,0.0587,-0.0196,-23500.0,9320.0,1,0.9412,4,500000
6,18,1,38,6,6,36,240000,260000,270000,190000,240000.0,35590.26084010437,0.1483,-0.0769,14000.0,6486.0,1,1.0,4,240000
1,45,0,35,6,6,36,270000,200000,225000,250000,236250.0,30379.543555930308,0.1286,0.35,3500.0,6385.0,0,1.1429,3,270000
6,23,0,13,6,7,42,75000,105000,90000,70000,85000.0,15811.388300841896,0.186,-0.2857,3000.0,1977.0,0,0.8823,2,75000
3,30,2,3,6,1,6,526500,480000,442500,621500,517625.0,77304.99660435929,0.1493,0.0969,-24750.0,73946.0,0,1.0171,2,656000
2,35,0,42,4,10,40,482500,525000,623000,869000,624875.0,173057.01131900627,0.2769,-0.081,-125750.0,15241.0,1,0.7722,4,753000
2,23,0,40,7,8,56,329500,259500,341500,317500,312000.0,36345.5636907725,0.1165,0.2697,-4600.0,5474.0,1,1.0561,1,378500
1,35,1,71,5,10,50,684000,783000,853000,956500,819125.0,114866.86133665066,0.1402,-0.1264,-88750.0,16061.0,1,0.835,1,885000
1,43,2,23,5,10,50,873000,789500,903500,1189000,938750.0,173653.1504657104,0.185,0.1058,-106200.0,18407.0,1,0.93,1,1058000
1,28,2,28,5,11,55,30000,700000,460000,30000,305000.0,332315.11150312336,1.0896,-0.9571,24000.0,5446.0,1,0.0984,1,30000
7,18,2,35,6,3,18,409500,386000,381500,435000,403000.0,24613.68183213014,0.0611,0.0609,-7200.0,21211.0,0,1.0161,3,369500
1,36,2,34,6,7,42,760000,790000,1130000,1175000,963750.0,219065.24903172874,0.2273,-0.038,-158500.0,22413.0,1,0.7886,4,760000
6,52,2,17,5,8,40,402000,328500,389000,440500,390000.0,46466.83405039197,0.1191,0.2237,-17600.0,9512.0,1,1.0308,4,335500
3,17,0,21,4,4,16,1000000,700000,1180000,650000,882500.0,251445.81921360316,0.2849,0.4286,57000.0,51912.0,0,1.1331,3,1000000
4,38,2,48,4,1,4,761000,907500,918500,991000,894500.0,96401.07191658538,0.1078,-0.1614,-70100.0,178900.0,0,0.8508,0,850000
2,28,1,22,4,3,12,340000,310000,400000,170000,305000.0,97467.94344808965,0.3196,0.0968,42000.0,23462.0,0,1.1148,3,340000
5,27,1,4,3,7,21,260000,275000,10000,15000,140000.0,147365.75812130395,1.0526,-0.0545,100000.0,6364.0,0,1.8571,2,260000
4,22,2,17,6,11,66,905000,725000,810000,830000,817500.0,73993.24293474371,0.0905,0.2483,14000.0,12201.0,0,1.107,0,905000
1,43,2,31,6,9,54,890000,560000,1105000,740000,823750.0,230989.71838590564,0.2804,0.5893,-9500.0,14977.0,0,1.0804,0,890000
7,27,2,12,5,3,15,238500,206500,238500,182500,216500.0,27227.437142216182,0.1258,0.155,13600.0,13531.0,0,1.1016,3,153000
4,21,2,33,6,10,60,569500,556000,647000,741000,628375.0,85118.91192130375,0.1355,0.0243,-60550.0,10301.0,0,0.9063,2,735000
6,28,1,19,5,6,30,320000,300000,220000,330000,292500.0,49916.59710623979,0.1707,0.0667,5000.0,9435.0,1,1.094,4,320000
1,35,1,12,6,6,36,867500,881000,1003500,987000,934750.0,70399.45549031848,0.0753,-0.0153,-48100.0,25264.0,0,0.9281,3,960500
7,18,0,37,5,5,25,195000,170000,160000,180000,176250.0,14930.394055974097,0.0847,0.1471,5500.0,6779.0,0,1.1064,0,195000
3,34,2,21,6,6,36,610000,785000,570000,695000,665000.0,95481.23724935002,0.1436,-0.2229,-4000.0,17973.0,1,0.9173,1,610000
0,38,1,31,3,2,6,246500,214000,201000,225000,221625.0,19267.308236146186,0.0869,0.1519,7750.0,31661.0,0,1.1122,2,238000
4,34,1,17,6,7,42,280000,525000,400000,680000,471250.0,171385.28719428243,0.3637,-0.4667,-107500.0,10959.0,0,0.5942,2,280000
