user_id,gig_type,age,is_main_income,tenure_months,days_per_week,hours_per_day,income_week1,income_week2,income_week3,income_week4,target_income,peak_week,data_source,gig_type_encoded,rolling_mean_4w,rolling_std_4w,income_volatility,income_growth_1w,income_trend_slope,weekly_work_hours,income_per_hour,is_payday_week,lag_1w,lag_2w,lag_3w,lag_4w,recent_vs_avg
REAL_0137,kurir,43,2,42,6,10,305000,725000,380000,60000,305000,0,survey,4,367500.0,274727.1373563231,0.7476,-0.5793,108000.0,60,6025.0,0,305000,725000,380000,60000,0.8299
REAL_0138,kurir,30,2,47,6,9,640000,740000,465000,500000,640000,0,survey,4,586250.0,127369.21396737387,0.2173,-0.1351,69500.0,54,10659.0,0,640000,740000,465000,500000,1.0917
REAL_0139,seller_online,33,0,58,4,4,200000,280000,245000,135000,200000,2,survey,6,215000.0,62583.27785172862,0.2911,-0.2857,23000.0,16,12647.0,0,200000,280000,245000,135000,0.9302
REAL_0140,driver_online,36,2,4,6,10,75000,415000,700000,690000,75000,4,survey,1,470000.0,294590.11071883136,0.6268,-0.8193,-213000.0,60,7705.0,1,75000,415000,700000,690000,0.1596
REAL_0141,freelance_creative,20,1,28,4,7,240000,265000,300000,235000,240000,0,survey,2,260000.0,29720.924166878343,0.1143,-0.0943,-2000.0,28,8966.0,0,240000,265000,300000,235000,0.9231
REAL_0142,pekerja_harian,17,2,25,6,9,725000,560000,270000,465000,725000,4,survey,5,505000.0,189956.1352874219,0.3762,0.2946,107000.0,54,9182.0,1,725000,560000,270000,465000,1.4356
REAL_0143,content_creator,23,0,34,4,4,185000,245000,95000,230000,185000,3,survey,0,188750.0,67500.0,0.3576,-0.2449,1500.0,16,11103.0,0,185000,245000,95000,230000,0.9801
REAL_0144,driver_online,30,0,31,7,10,485000,285000,475000,280000,485000,4,survey,1,381250.0,114117.9944910822,0.2993,0.7018,42500.0,70,5370.0,1,485000,285000,475000,280000,1.2721
REAL_0145,pekerja_harian,32,2,25,6,8,360000,545000,620000,340000,360000,4,survey,5,466250.0,137923.58995714498,0.2958,-0.3394,-1500.0,48,9515.0,1,360000,545000,620000,340000,0.7721
REAL_0146,freelance_creative,24,1,5,4,4,330000,510000,225000,515000,330000,1,survey,2,395000.0,142302.49470757708,0.3603,-0.3529,-27000.0,16,23235.0,1,330000,510000,225000,515000,0.8354
REAL_0147,kurir,42,1,18,5,10,705000,335000,735000,450000,705000,1,survey,4,556250.0,195208.22216289968,0.3509,1.1045,36500.0,50,10907.0,1,705000,335000,735000,450000,1.2674
REAL_0148,pekerja_harian,29,2,40,5,9,555000,350000,290000,700000,555000,4,survey,5,473750.0,188740.34191625981,0.3984,0.5857,-37500.0,45,10299.0,1,555000,350000,290000,700000,1.1715
REAL_0149,pekerja_harian,27,2,35,5,9,580000,715000,525000,645000,580000,4,survey,5,616250.0,82094.96533486895,0.1332,-0.1888,-500.0,45,13397.0,1,580000,715000,525000,645000,0.9412
REAL_0150,freelance_it,18,2,15,5,7,635000,974200,205000,985000,635000,2,survey,3,699800.0,367722.9391811177,0.5255,-0.3482,-28080.0,35,19439.0,0,635000,974200,205000,985000,0.9074
REAL_0151,freelance_creative,26,1,16,6,7,470000,260000,525000,545000,470000,3,survey,2,450000.0,130575.64857200596,0.2902,0.8077,-49000.0,42,10465.0,0,470000,260000,525000,545000,1.0444
REAL_0152,driver_online,50,2,12,5,8,830000,90000,185000,870000,830000,0,survey,1,493750.0,413508.8672971032,0.8375,8.2221,-21500.0,40,12043.0,0,830000,90000,185000,870000,1.681
REAL_0153,driver_online,43,1,32,6,7,705000,870000,585000,750000,705000,0,survey,1,727500.0,117792.18989389746,0.1619,-0.1897,15000.0,42,16919.0,0,705000,870000,585000,750000,0.9691
REAL_0154,seller_online,37,0,16,3,6,55000,240000,195000,290000,55000,3,survey,6,195000.0,101077.52800037537,0.5183,-0.7708,-66000.0,18,10263.0,0,55000,240000,195000,290000,0.282
REAL_0155,pekerja_harian,27,0,17,6,8,45000,365000,285000,45000,45000,0,survey,5,185000.0,164924.22502470642,0.8915,-0.8767,8000.0,48,3776.0,0,45000,365000,285000,45000,0.2432
REAL_0156,pekerja_harian,36,2,13,7,8,600000,930000,425000,400000,600000,0,survey,5,588750.0,244280.40581812258,0.4149,-0.3548,110500.0,56,10329.0,0,600000,930000,425000,400000,1.0191
REAL_0157,freelance_creative,25,0,13,6,7,190000,240000,105000,170000,190000,1,survey,2,176250.0,55883.06243099662,0.3171,-0.2083,19500.0,42,4099.0,1,190000,240000,105000,170000,1.078
REAL_0158,pekerja_harian,17,1,34,6,6,465000,140000,360000,650000,465000,4,survey,5,403750.0,212813.4942463314,0.5271,2.3214,-77500.0,36,10912.0,1,465000,140000,360000,650000,1.1517
REAL_0159,pekerja_harian,24,2,5,4,7,215000,480000,75000,610000,215000,2,survey,5,345000.0,243755.34182180843,0.7065,-0.5521,-78000.0,28,11897.0,0,215000,480000,75000,610000,0.6232
REAL_0160,seller_online,40,1,9,6,7,280000,240000,240000,400000,280000,4,survey,6,290000.0,75718.77794400364,0.2611,0.1667,-36000.0,42,6744.0,1,280000,240000,240000,400000,0.9655
REAL_0161,freelance_creative,17,0,8,4,3,310000,275000,100000,125000,310000,0,survey,2,202500.0,105396.07835841583,0.5205,0.1273,73000.0,12,15577.0,0,310000,275000,100000,125000,1.5309
REAL_0162,pekerja_harian,44,2,22,7,8,670000,355000,525000,755000,670000,1,survey,5,576250.0,175422.10997096877,0.3044,0.8873,-42500.0,56,10110.0,1,670000,355000,525000,755000,1.1627
REAL_0163,tutor,18,2,30,3,3,195000,215000,145000,220000,195000,2,survey,7,193750.0,34247.87098005752,0.1768,-0.093,-500.0,9,19375.0,0,195000,215000,145000,220000,1.0064
REAL_0164,content_creator,19,0,18,5,4,290000,195000,305000,300000,290000,1,survey,0,272500.0,52041.64998665331,0.191,0.4872,-14000.0,20,12976.0,1,290000,195000,305000,300000,1.0642
REAL_0165,seller_online,32,1,18,6,4,100000,965000,675000,650000,100000,0,survey,6,597500.0,361167.08967826323,0.6045,-0.8964,-136000.0,24,23900.0,0,100000,965000,675000,650000,0.1674
REAL_0166,pekerja_harian,33,2,24,6,7,420000,420000,100000,335000,420000,1,survey,5,318750.0,151237.9471781691,0.4745,0.0,57500.0,42,7413.0,1,420000,420000,100000,335000,1.3176
REAL_0167,freelance_creative,21,1,22,4,3,170000,200000,170000,180000,170000,1,survey,2,180000.0,14142.13562373095,0.0786,-0.15,0.0,12,13846.0,1,170000,200000,170000,180000,0.9444
REAL_0168,pekerja_harian,45,2,45,6,8,755000,675000,685000,510000,755000,0,survey,5,656250.0,103792.66191146013,0.1582,0.1185,72500.0,48,13393.0,0,755000,675000,685000,510000,1.1505
REAL_0169,seller_online,20,1,14,4,7,640000,405000,440000,215000,640000,1,survey,6,425000.0,174116.81902293835,0.4097,0.5802,124000.0,28,14655.0,1,640000,405000,440000,215000,1.5059
REAL_0170,tutor,23,2,34,2,5,135000,175000,160000,200000,135000,1,survey,7,167500.0,27233.55773061365,0.1626,-0.2286,-18000.0,10,15227.0,1,135000,175000,160000,200000,0.806
REAL_0171,freelance_creative,25,2,84,2,7,170000,330000,310000,15000,170000,1,survey,2,206250.0,146023.68529340252,0.708,-0.4848,48500.0,14,13750.0,1,170000,330000,310000,15000,0.8242
REAL_0172,driver_online,37,0,34,7,9,365000,330000,590000,310000,365000,0,survey,1,398750.0,129510.29560103192,0.3248,0.1061,-9500.0,63,6230.0,0,365000,330000,590000,310000,0.9154
REAL_0173,kurir,31,1,25,7,8,600000,65000,710000,330000,600000,0,survey,4,426250.0,288945.6407930968,0.6779,8.2306,16500.0,56,7478.0,0,600000,65000,710000,330000,1.4076
REAL_0174,content_creator,20,0,55,3,6,175000,160000,165000,95000,175000,3,survey,0,148750.0,36371.92140465866,0.2445,0.0937,23500.0,18,7829.0,0,175000,160000,165000,95000,1.1765
REAL_0175,seller_online,34,2,58,6,6,85000,95000,15000,545000,85000,1,survey,6,185000.0,242624.53846770458,1.3115,-0.1053,-130000.0,36,5000.0,1,85000,95000,15000,545000,0.4595
REAL_0176,seller_online,35,2,21,5,5,680000,335000,775000,745000,680000,4,survey,6,633750.0,203075.31443613063,0.3204,1.0298,-63500.0,25,24375.0,1,680000,335000,775000,745000,1.073
REAL_0177,driver_online,38,2,35,5,8,595000,465000,335000,525000,595000,4,survey,1,480000.0,110302.61405182864,0.2298,0.2796,34000.0,40,11707.0,1,595000,465000,335000,525000,1.2396
REAL_0178,driver_online,30,2,27,5,9,610000,805000,305000,465000,610000,3,survey,1,546250.0,212774.3327252295,0.3895,-0.2422,93500.0,45,11875.0,0,610000,805000,305000,465000,1.1167
REAL_0179,driver_online,32,2,10,6,8,645000,25000,575000,410000,645000,0,survey,1,413750.0,277259.6556779703,0.6701,24.799,15500.0,48,8444.0,0,645000,25000,575000,410000,1.5589
REAL_0180,kurir,35,1,8,6,9,390000,620000,480000,505000,390000,3,survey,4,498750.0,94725.48055653593,0.1899,-0.371,-20500.0,54,9068.0,0,390000,620000,480000,505000,0.782
REAL_0181,kurir,36,2,14,6,8,435000,340000,840000,395000,435000,2,survey,4,502500.0,228345.49845938865,0.4544,0.2794,-38000.0,48,10255.0,0,435000,340000,840000,395000,0.8657
REAL_0182,freelance_it,24,2,22,3,8,385000,185000,235000,265000,385000,1,survey,3,267500.0,85000.0,0.3178,1.0811,31000.0,24,10700.0,1,385000,185000,235000,265000,1.4392
REAL_0183,seller_online,27,1,20,4,3,545000,750000,490000,525000,545000,0,survey,6,577500.0,117224.85515737123,0.203,-0.2733,32000.0,12,44423.0,0,545000,750000,490000,525000,0.9437
REAL_0184,driver_online,41,0,32,6,7,355000,265000,250000,185000,355000,4,survey,1,263750.0,70044.6286306095,0.2656,0.3396,52500.0,42,6134.0,1,355000,265000,250000,185000,1.346
REAL_0185,pekerja_harian,39,2,21,6,7,885000,955000,920000,395000,885000,0,survey,5,788750.0,264050.97361431306,0.3348,-0.0733,150500.0,42,18343.0,0,885000,955000,920000,395000,1.122
REAL_0186,content_creator,27,0,10,6,3,55000,220000,235000,240000,55000,4,survey,0,187500.0,88741.19674649424,0.4733,-0.75,-57000.0,18,9868.0,1,55000,220000,235000,240000,0.2933
REAL_0187,pekerja_harian,33,2,8,7,9,165000,895000,645000,905000,165000,1,survey,5,652500.0,346542.44569268374,0.5311,-0.8156,-197000.0,63,10195.0,1,165000,895000,645000,905000,0.2529
REAL_0188,seller_online,31,2,5,4,5,735000,630000,590000,400000,735000,0,survey,6,588750.0,139903.24037228967,0.2376,0.1667,104500.0,20,28036.0,0,735000,630000,590000,400000,1.2484
REAL_0189,driver_online,35,2,32,7,9,830000,615000,70000,994200,830000,4,survey,1,627300.0,402673.34983416356,0.6419,0.3496,5240.0,63,9802.0,1,830000,615000,70000,994200,1.3231
REAL_0190,driver_online,30,1,16,7,7,810000,625000,25000,590000,810000,1,survey,1,512500.0,339030.48043895204,0.6615,0.296,126000.0,49,10250.0,1,810000,625000,25000,590000,1.5805
REAL_0191,pekerja_harian,49,1,11,6,9,485000,595000,420000,815000,485000,0,survey,5,578750.0,173271.22284634187,0.2994,-0.1849,-81500.0,54,10523.0,0,485000,595000,420000,815000,0.838
REAL_0192,pekerja_harian,42,2,82,5,7,725000,300000,555000,255000,725000,1,survey,5,458750.0,221260.59296675492,0.4823,1.4167,115500.0,35,12743.0,1,725000,300000,555000,255000,1.5804
REAL_0193,tutor,27,1,9,5,3,370000,240000,165000,230000,370000,1,survey,7,251250.0,85865.68969423507,0.3418,0.5417,49500.0,15,15703.0,1,370000,240000,165000,230000,1.4726
REAL_0194,driver_online,35,0,25,5,7,340000,520000,450000,220000,340000,0,survey,1,382500.0,131244.04748406686,0.3431,-0.3462,43000.0,35,10625.0,0,340000,520000,450000,220000,0.8889
REAL_0195,content_creator,19,0,34,6,6,180000,130000,130000,120000,180000,2,survey,0,140000.0,27080.1280154532,0.1934,0.3846,18000.0,36,3784.0,0,180000,130000,130000,120000,1.2857
REAL_0196,freelance_creative,26,0,12,5,7,305000,295000,260000,355000,305000,4,survey,2,303750.0,39237.52455664518,0.1292,0.0339,-11500.0,35,8438.0,1,305000,295000,260000,355000,1.0041
REAL_0197,seller_online,27,0,5,6,7,45000,195000,380000,460000,45000,0,survey,6,270000.0,186592.2470700931,0.6911,-0.7692,-143000.0,42,6279.0,0,45000,195000,380000,460000,0.1667
REAL_0198,freelance_it,24,1,12,5,5,400000,750000,600000,670000,400000,3,survey,3,605000.0,149777.61292440648,0.2476,-0.4667,-66000.0,25,23269.0,0,400000,750000,600000,670000,0.6612
REAL_0199,content_creator,21,0,42,2,5,230000,15000,105000,115000,230000,4,survey,0,116250.0,88164.14615174735,0.7584,14.3324,25500.0,10,10568.0,1,230000,15000,105000,115000,1.9785
REAL_0200,freelance_it,23,0,16,6,7,95000,315000,500000,45000,95000,3,survey,3,238750.0,209975.19694795698,0.8795,-0.6984,-3500.0,42,5552.0,0,95000,315000,500000,45000,0.3979
REAL_0201,tutor,21,1,56,5,2,235000,250000,450000,460000,235000,1,survey,7,348750.0,122907.48553281855,0.3524,-0.06,-87500.0,10,31705.0,1,235000,250000,450000,460000,0.6738
REAL_0202,content_creator,21,0,32,3,6,170000,115000,180000,5000,170000,1,survey,0,117500.0,80259.99418556337,0.6831,0.4783,43000.0,18,6184.0,1,170000,115000,180000,5000,1.4468
REAL_0203,seller_online,30,2,69,7,4,710000,575000,895000,715000,710000,1,survey,6,723750.0,131299.5938049061,0.1814,0.2348,-33500.0,28,24957.0,1,710000,575000,895000,715000,0.981
REAL_0204,driver_online,25,2,23,5,8,455000,480000,610000,825000,455000,3,survey,1,592500.0,169238.49049984658,0.2856,-0.0521,-124000.0,40,14451.0,0,455000,480000,610000,825000,0.7679
REAL_0205,pekerja_harian,21,2,24,7,9,490000,974200,805000,994200,490000,4,survey,5,815850.0,233223.34788781332,0.2859,-0.497,-134340.0,63,12748.0,1,490000,974200,805000,994200,0.6006
REAL_0206,driver_online,30,2,80,6,9,575000,545000,580000,690000,575000,1,survey,1,597500.0,63574.1037425355,0.1064,0.055,-38000.0,54,10864.0,1,575000,545000,580000,690000,0.9623
REAL_0207,seller_online,27,1,38,3,5,210000,175000,190000,225000,210000,0,survey,6,200000.0,21984.8432637882,0.1099,0.2,-6000.0,15,12500.0,0,210000,175000,190000,225000,1.05
REAL_0208,driver_online,42,0,39,6,7,445000,315000,105000,410000,445000,4,survey,1,318750.0,152718.4228135776,0.4791,0.4127,31500.0,42,7413.0,1,445000,315000,105000,410000,1.3961
REAL_0209,freelance_it,22,1,16,3,4,390000,300000,325000,295000,390000,1,survey,3,327500.0,43684.474740270525,0.1334,0.3,26000.0,12,25192.0,1,390000,300000,325000,295000,1.1908
REAL_0210,pekerja_harian,32,0,19,6,6,0,265000,115000,255000,0,1,survey,5,158750.0,126053.89059181526,0.794,-1.0,-61500.0,36,4291.0,1,0,265000,115000,255000,0.0
REAL_0211,kurir,33,0,49,4,10,230000,300000,55000,280000,230000,2,survey,4,216250.0,111458.13862911343,0.5154,-0.2333,9500.0,40,5274.0,0,230000,300000,55000,280000,1.0636
REAL_0212,driver_online,38,2,3,6,8,335000,615000,125000,590000,335000,4,survey,1,416250.0,231746.08950314566,0.5567,-0.4553,-27500.0,48,8495.0,1,335000,615000,125000,590000,0.8048
REAL_0213,driver_online,30,2,22,6,10,895000,305000,725000,290000,895000,0,survey,1,553750.0,303983.9633928079,0.549,1.9344,139500.0,60,9078.0,0,895000,305000,725000,290000,1.6162
REAL_0214,freelance_it,22,0,46,4,7,310000,360000,355000,160000,310000,1,survey,3,296250.0,93574.8363610645,0.3159,-0.1389,45500.0,28,10216.0,1,310000,360000,355000,160000,1.0464
REAL_0215,freelance_it,24,2,13,3,5,60000,385000,195000,390000,60000,4,survey,3,257500.0,159921.85591719477,0.6211,-0.8442,-80000.0,15,16094.0,1,60000,385000,195000,390000,0.233
REAL_0216,freelance_creative,23,0,4,4,5,300000,260000,115000,310000,300000,0,survey,2,246250.0,90127.2248916312,0.366,0.1538,11500.0,20,11726.0,0,300000,260000,115000,310000,1.2183
REAL_0217,kurir,36,2,7,7,8,705000,755000,705000,410000,705000,1,survey,4,643750.0,157605.78458081203,0.2448,-0.0662,93500.0,56,11294.0,1,705000,755000,705000,410000,1.0951
REAL_0218,seller_online,29,1,13,7,7,500000,850000,610000,700000,500000,0,survey,6,665000.0,147986.48586948743,0.2225,-0.4118,-36000.0,49,13300.0,0,500000,850000,610000,700000,0.7519
REAL_0219,pekerja_harian,36,2,3,5,8,600000,355000,105000,85000,600000,4,survey,5,286250.0,242568.71878569448,0.8474,0.6901,179500.0,40,6982.0,1,600000,355000,105000,85000,2.0961
REAL_0220,freelance_it,30,1,31,4,6,80000,305000,585000,240000,80000,0,survey,3,302500.0,210732.8482542134,0.6966,-0.7377,-76000.0,24,12100.0,0,80000,305000,585000,240000,0.2645
REAL_0221,freelance_creative,20,2,21,4,4,460000,235000,300000,210000,460000,0,survey,2,301250.0,112425.90152332927,0.3732,0.9574,68500.0,16,17721.0,0,460000,235000,300000,210000,1.527
REAL_0222,freelance_creative,30,0,23,2,3,10000,115000,135000,130000,10000,3,survey,2,97500.0,58949.13061275798,0.6046,-0.913,-38000.0,6,13929.0,0,10000,115000,135000,130000,0.1026
REAL_0223,kurir,30,1,63,5,8,585000,555000,585000,300000,585000,4,survey,4,506250.0,138225.35946779087,0.273,0.0541,82500.0,40,12348.0,1,585000,555000,585000,300000,1.1556
REAL_0224,seller_online,17,1,34,5,3,390000,500000,675000,845000,390000,0,survey,6,602500.0,199770.70188927435,0.3316,-0.22,-154000.0,15,37656.0,0,390000,500000,675000,845000,0.6473
REAL_0225,freelance_creative,21,0,8,3,6,0,135000,180000,85000,0,1,survey,2,100000.0,77136.24310270757,0.7714,-1.0,-30000.0,18,5263.0,1,0,135000,180000,85000,0.0
REAL_0226,driver_online,38,1,44,7,9,20000,960000,700000,994200,20000,4,survey,1,668550.0,451883.91946014925,0.6759,-0.9792,-266260.0,63,10446.0,1,20000,960000,700000,994200,0.0299
REAL_0227,content_creator,29,1,80,4,6,200000,205000,105000,30000,200000,0,survey,0,135000.0,83765.54582086041,0.6205,-0.0244,61000.0,24,5400.0,0,200000,205000,105000,30000,1.4815
REAL_0228,seller_online,22,2,8,4,4,360000,680000,40000,510000,360000,4,survey,6,397500.0,271830.2166181432,0.6838,-0.4706,19000.0,16,23382.0,1,360000,680000,40000,510000,0.9057
REAL_0229,freelance_it,24,2,10,3,5,645000,290000,300000,560000,645000,1,survey,3,448750.0,180940.8282653015,0.4032,1.2241,24500.0,15,28047.0,1,645000,290000,300000,560000,1.4373
REAL_0230,seller_online,19,2,25,5,7,480000,105000,375000,415000,480000,3,survey,6,343750.0,164943.17203206685,0.4798,3.5714,-7500.0,35,9549.0,0,480000,105000,375000,415000,1.3964
REAL_0231,seller_online,41,2,22,7,7,845000,805000,530000,994200,845000,0,survey,6,793550.0,193646.78325928026,0.244,0.0497,-17260.0,49,15871.0,0,845000,805000,530000,994200,1.0648
REAL_0232,freelance_creative,27,2,16,4,6,305000,165000,320000,165000,305000,2,survey,2,238750.0,85379.05676062095,0.3576,0.8485,26500.0,24,9550.0,0,305000,165000,320000,165000,1.2775
REAL_0233,kurir,32,1,64,6,10,380000,615000,595000,380000,380000,1,survey,4,492500.0,130160.1577544629,0.2643,-0.3821,2000.0,60,8074.0,1,380000,615000,595000,380000,0.7716
REAL_0234,pekerja_harian,19,2,8,5,8,365000,465000,580000,115000,365000,1,survey,5,381250.0,198047.76359925568,0.5195,-0.2151,63500.0,40,9299.0,1,365000,465000,580000,115000,0.9574
REAL_0235,seller_online,38,2,36,5,7,75000,645000,685000,600000,75000,0,survey,6,501250.0,286280.0202598847,0.5711,-0.8837,-161500.0,35,13924.0,0,75000,645000,685000,600000,0.1496
REAL_0236,tutor,23,0,54,3,3,95000,190000,115000,115000,95000,4,survey,7,128750.0,41907.636535600526,0.3255,-0.5,1500.0,9,12875.0,1,95000,190000,115000,115000,0.7379
REAL_0237,pekerja_harian,42,1,14,5,7,540000,490000,200000,470000,540000,0,survey,5,425000.0,152861.59317064134,0.3597,0.102,50000.0,35,11806.0,0,540000,490000,200000,470000,1.2706
REAL_0238,freelance_creative,23,2,51,2,4,215000,155000,265000,175000,215000,4,survey,2,202500.0,48562.67428111155,0.2398,0.3871,1000.0,8,22500.0,1,215000,155000,265000,175000,1.0617
REAL_0239,freelance_creative,23,2,17,4,7,90000,720000,565000,735000,90000,4,survey,2,527500.0,301620.62263711344,0.5718,-0.875,-178000.0,28,18190.0,1,90000,720000,565000,735000,0.1706
REAL_0240,driver_online,32,2,42,7,9,990000,695000,440000,810000,990000,2,survey,1,733750.0,230411.7690859851,0.314,0.4245,79500.0,63,11465.0,0,990000,695000,440000,810000,1.3492
REAL_0241,freelance_creative,25,0,45,3,6,185000,145000,270000,360000,185000,4,survey,2,240000.0,95481.23724935002,0.3978,0.2759,-65000.0,18,12632.0,1,185000,145000,270000,360000,0.7708
REAL_0242,driver_online,36,1,12,7,10,590000,974200,390000,770000,590000,0,survey,1,681050.0,249565.7762327733,0.3664,-0.3944,4420.0,70,9592.0,0,590000,974200,390000,770000,0.8663
REAL_0243,tutor,26,1,3,3,4,315000,255000,300000,345000,315000,0,survey,7,303750.0,37500.0,0.1235,0.2353,-13500.0,12,23365.0,0,315000,255000,300000,345000,1.037
REAL_0244,pekerja_harian,20,0,58,6,9,335000,575000,400000,365000,335000,1,survey,5,418750.0,107500.0,0.2567,-0.4174,8500.0,54,7614.0,1,335000,575000,400000,365000,0.8
REAL_0245,kurir,44,2,33,6,9,90000,770000,330000,705000,90000,0,survey,4,473750.0,321023.75301525585,0.6776,-0.8831,-140500.0,54,8614.0,0,90000,770000,330000,705000,0.19
REAL_0246,pekerja_harian,45,2,45,5,7,565000,195000,65000,30000,565000,1,survey,5,213750.0,244689.42900474198,1.1447,1.8974,173500.0,35,5938.0,1,565000,195000,65000,30000,2.6433
REAL_0247,driver_online,36,2,41,7,9,890000,10000,550000,615000,890000,0,survey,1,516250.0,368270.16803790483,0.7134,87.9912,28500.0,63,8066.0,0,890000,10000,550000,615000,1.724
REAL_0248,kurir,50,2,31,6,10,465000,580000,625000,525000,465000,4,survey,4,548750.0,69206.81565664854,0.1261,-0.1983,-22500.0,60,8996.0,1,465000,580000,625000,525000,0.8474
REAL_0249,pekerja_harian,47,2,12,6,8,405000,370000,45000,605000,405000,0,survey,5,356250.0,231889.88047490703,0.6509,0.0946,-27500.0,48,7270.0,0,405000,370000,45000,605000,1.1368
REAL_0250,pekerja_harian,38,2,41,5,8,765000,435000,805000,10000,765000,3,survey,5,503750.0,368564.21873716026,0.7316,0.7586,189500.0,40,12287.0,0,765000,435000,805000,10000,1.5186
REAL_0251,kurir,45,1,24,7,7,790000,675000,695000,690000,790000,1,survey,4,712500.0,52360.92690801669,0.0735,0.1704,28000.0,49,14250.0,1,790000,675000,695000,690000,1.1088
REAL_0252,seller_online,36,1,28,4,6,360000,205000,420000,40000,360000,1,survey,6,256250.0,170263.27652589485,0.6644,0.7561,74500.0,24,10250.0,1,360000,205000,420000,40000,1.4049
REAL_0253,driver_online,23,2,49,5,10,490000,435000,525000,765000,490000,4,survey,1,553750.0,145623.658792107,0.263,0.1264,-91500.0,50,10858.0,1,490000,435000,525000,765000,0.8849
REAL_0254,freelance_it,22,1,18,4,5,475000,650000,280000,235000,475000,1,survey,3,410000.0,190918.83092036782,0.4657,-0.2692,109000.0,20,19524.0,1,475000,650000,280000,235000,1.1585
REAL_0255,freelance_it,25,2,46,5,6,965000,925000,505000,845000,965000,1,survey,3,810000.0,209364.1166325627,0.2585,0.0432,78000.0,30,26129.0,1,965000,925000,505000,845000,1.1914
REAL_0256,seller_online,40,2,19,5,4,360000,400000,5000,250000,360000,4,survey,6,253750.0,177546.942149581,0.6997,-0.1,72500.0,20,12083.0,1,360000,400000,5000,250000,1.4187
REAL_0257,pekerja_harian,21,2,14,5,8,385000,270000,265000,630000,385000,4,survey,5,387500.0,170904.45673923584,0.441,0.4259,-73000.0,40,9451.0,1,385000,270000,265000,630000,0.9935
REAL_0258,pekerja_harian,19,2,71,7,8,310000,830000,285000,690000,310000,1,survey,5,528750.0,273263.45651525864,0.5168,-0.6265,-59500.0,56,9276.0,1,310000,830000,285000,690000,0.5863
REAL_0259,tutor,23,2,81,3,5,235000,360000,20000,155000,235000,1,survey,7,192500.0,142624.21486783604,0.7409,-0.3472,58000.0,15,12031.0,1,235000,360000,20000,155000,1.2208
REAL_0260,content_creator,17,1,67,3,2,150000,140000,220000,275000,150000,0,survey,0,196250.0,63426.46661029342,0.3232,0.0714,-45500.0,6,28036.0,0,150000,140000,220000,275000,0.7643
REAL_0261,content_creator,22,0,61,4,3,100000,140000,10000,225000,100000,4,survey,0,118750.0,89291.19030826427,0.7519,-0.2857,-24500.0,12,9135.0,1,100000,140000,10000,225000,0.8421
REAL_0262,pekerja_harian,35,1,55,6,8,460000,480000,355000,380000,460000,0,survey,5,418750.0,60604.59278525569,0.1447,-0.0417,36500.0,48,8546.0,0,460000,480000,355000,380000,1.0985
REAL_0263,seller_online,22,1,56,5,3,260000,185000,440000,340000,260000,1,survey,6,306250.0,109344.63864314518,0.357,0.4054,-49500.0,15,19141.0,1,260000,185000,440000,340000,0.849
REAL_0264,content_creator,22,1,58,3,5,230000,160000,105000,105000,230000,1,survey,0,150000.0,59301.489582190654,0.3953,0.4375,43000.0,15,9375.0,1,230000,160000,105000,105000,1.5333
REAL_0265,kurir,42,1,5,5,7,420000,300000,700000,670000,420000,4,survey,4,522500.0,194315.03630273527,0.3719,0.4,-115000.0,35,14514.0,1,420000,300000,700000,670000,0.8038
REAL_0266,freelance_creative,21,0,22,5,3,45000,180000,190000,205000,45000,0,survey,2,155000.0,74049.53297174354,0.4777,-0.75,-49000.0,15,9688.0,0,45000,180000,190000,205000,0.2903
REAL_0267,freelance_it,20,0,8,3,4,325000,140000,345000,50000,325000,0,survey,3,215000.0,143585.05028959896,0.6678,1.3214,62000.0,12,16538.0,0,325000,140000,345000,50000,1.5116
REAL_0268,freelance_creative,22,0,34,3,4,125000,90000,45000,10000,125000,3,survey,2,67500.0,50414.944874180575,0.7469,0.3889,39000.0,12,5192.0,0,125000,90000,45000,10000,1.8518
REAL_0269,seller_online,21,1,24,5,3,770000,745000,865000,720000,770000,0,survey,6,775000.0,63377.177806105145,0.0818,0.0336,3000.0,15,48438.0,0,770000,745000,865000,720000,0.9935
REAL_0270,content_creator,29,0,54,4,5,65000,5000,130000,95000,65000,4,survey,0,73750.0,52974.050251042725,0.7183,11.9976,-21500.0,20,3512.0,1,65000,5000,130000,95000,0.8813
REAL_0271,pekerja_harian,33,2,51,6,9,605000,495000,270000,500000,605000,2,survey,5,467500.0,141096.8934219791,0.3018,0.2222,54000.0,54,8500.0,0,605000,495000,270000,500000,1.2941
REAL_0272,freelance_creative,20,2,31,5,7,325000,500000,240000,515000,325000,4,survey,2,395000.0,134598.1673971331,0.3408,-0.35,-31000.0,35,10972.0,1,325000,500000,240000,515000,0.8228
REAL_0273,tutor,24,2,82,3,4,130000,190000,145000,210000,130000,4,survey,7,168750.0,37500.0,0.2222,-0.3158,-19500.0,12,12981.0,1,130000,190000,145000,210000,0.7704
REAL_0274,seller_online,28,2,25,4,7,400000,435000,35000,395000,400000,3,survey,6,316250.0,188342.55139682765,0.5955,-0.0805,41500.0,28,10905.0,0,400000,435000,35000,395000,1.2648
REAL_0275,seller_online,27,2,12,5,4,860000,675000,775000,950000,860000,1,survey,6,815000.0,117544.3178833697,0.1442,0.2741,-37000.0,20,38810.0,1,860000,675000,775000,950000,1.0552
