respondent_id,dataset_type,target_idx,weeks_observed,next_week_income,next_week_direction,current_income,lag_1_income,lag_2_income,lag_3_income,has_lag_2,has_lag_3,rolling_mean_income,rolling_std_income,rolling_min_income,rolling_max_income,income_trend_abs,income_trend_pct,previous_direction,is_previous_week_up,is_previous_week_down,is_previous_week_stable,lag_ratio_1_to_mean,volatility_ratio,rolling_cv,rolling_median_income,rolling_last_vs_median_pct,usia,gig_type_enc,domisili_code_enc,experience_months_log,hari_kerja_per_minggu,jam_kerja_per_hari,total_jam_seminggu,bps_jasa_weekly,status_income,peak_week,src_freelance_web,src_gojek,src_grab,src_marketplace,src_maxim,src_shopeefood,src_sosmed,src_wa_langsung,ramai_akhir_bulan,ramai_awal_bulan,ramai_cuaca_bagus,ramai_harbolnas,ramai_natal,ramai_promo_app,ramai_ramadan,ramai_weekend,fluk_cuaca,fluk_gajian,fluk_jam_kerja,fluk_jumlah_pesanan,fluk_kondisi_fisik,fluk_promo_app,fluk_ramadan,fluk_rating,fluk_weekend,pref_awal_bulan,pref_harbolnas,pref_natal_tahun_baru,pref_payday,pref_promo_aplikasi,pref_ramadan_lebaran,pref_weekend,gig_ojek_online,gig_kurir,gig_jualan_online,gig_freelance_desain,gig_freelance_it,gig_content_creator,gig_tutor,gig_pekerja_harian,previous_direction_enc
R0076,real_4w,2,2,335000.0,Up,275000.0,275000.0,0.0,0.0,1,0,137500.0,137500.0,0.0,275000.0,275000.0,0.0,Up,1,0,0,2.0,1.0,1.0,137500.0,1.0,32,7,1,2.1972245773362196,5,5,25,150000.0,1,2,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,2
R0076,real_4w,3,3,300000.0,Down,335000.0,335000.0,275000.0,0.0,1,1,203333.33333333334,145849.99904772788,0.0,335000.0,60000.0,0.21818181818181817,Up,1,0,0,1.6475409836065573,0.7172950772839075,0.7172950772839075,275000.0,0.21818181818181817,32,7,1,2.1972245773362196,5,5,25,150000.0,1,2,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,2
R0077,real_4w,1,1,250000.0,Down,315000.0,315000.0,0.0,0.0,0,0,315000.0,0.0,315000.0,315000.0,0.0,0.0,Stable,0,0,1,1.0,0.0,0.0,315000.0,0.0,22,1,4,2.5649493574615367,4,6,24,125000.0,2,4,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
R0077,real_4w,2,2,390000.0,Up,250000.0,250000.0,315000.0,0.0,1,0,282500.0,32500.0,250000.0,315000.0,-65000.0,-0.20634920634920634,Down,0,1,0,0.8849557522123894,0.11504424778761062,0.11504424778761062,282500.0,-0.11504424778761062,22,1,4,2.5649493574615367,4,6,24,125000.0,2,4,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
R0077,real_4w,3,3,365000.0,Stable,390000.0,390000.0,250000.0,315000.0,1,1,318333.3333333333,57203.34100576838,250000.0,390000.0,140000.0,0.56,Up,1,0,0,1.225130890052356,0.17969635918042423,0.17969635918042423,315000.0,0.23809523809523808,22,1,4,2.5649493574615367,4,6,24,125000.0,2,4,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
R0078,real_4w,1,1,385000.0,Up,350000.0,350000.0,0.0,0.0,0,0,350000.0,0.0,350000.0,350000.0,0.0,0.0,Stable,0,0,1,1.0,0.0,0.0,350000.0,0.0,21,1,1,1.6094379124341003,2,3,6,150000.0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
R0078,real_4w,2,2,340000.0,Down,385000.0,385000.0,350000.0,0.0,1,0,367500.0,17500.0,350000.0,385000.0,35000.0,0.1,Up,1,0,0,1.0476190476190477,0.047619047619047616,0.047619047619047616,367500.0,0.047619047619047616,21,1,1,1.6094379124341003,2,3,6,150000.0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2
R0078,real_4w,3,3,270000.0,Down,340000.0,340000.0,385000.0,350000.0,1,1,358333.3333333333,19293.061504650377,340000.0,385000.0,-45000.0,-0.11688311688311688,Down,0,1,0,0.9488372093023256,0.05384110187344292,0.05384110187344292,350000.0,-0.02857142857142857,21,1,1,1.6094379124341003,2,3,6,150000.0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
R0079,real_4w,1,1,315000.0,Down,415000.0,415000.0,0.0,0.0,0,0,415000.0,0.0,415000.0,415000.0,0.0,0.0,Stable,0,0,1,1.0,0.0,0.0,415000.0,0.0,45,5,5,1.9459101490553132,5,12,60,130000.0,2,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
R0079,real_4w,2,2,365000.0,Up,315000.0,315000.0,415000.0,0.0,1,0,365000.0,50000.0,315000.0,415000.0,-100000.0,-0.24096385542168675,Down,0,1,0,0.863013698630137,0.136986301369863,0.136986301369863,365000.0,-0.136986301369863,45,5,5,1.9459101490553132,5,12,60,130000.0,2,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
R0079,real_4w,3,3,320000.0,Down,365000.0,365000.0,315000.0,415000.0,1,1,365000.0,40824.8290463863,315000.0,415000.0,50000.0,0.15873015873015872,Up,1,0,0,1.0,0.11184884670242823,0.11184884670242823,365000.0,0.0,45,5,5,1.9459101490553132,5,12,60,130000.0,2,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2
R0080,real_4w,1,1,175000.0,Stable,165000.0,165000.0,0.0,0.0,0,0,165000.0,0.0,165000.0,165000.0,0.0,0.0,Stable,0,0,1,1.0,0.0,0.0,165000.0,0.0,20,7,5,3.8918202981106265,3,5,15,130000.0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1
R0080,real_4w,2,2,185000.0,Stable,175000.0,175000.0,165000.0,0.0,1,0,170000.0,5000.0,165000.0,175000.0,10000.0,0.06060606060606061,Stable,0,0,1,1.0294117647058822,0.029411764705882353,0.029411764705882353,170000.0,0.029411764705882353,20,7,5,3.8918202981106265,3,5,15,130000.0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1
R0080,real_4w,3,3,190000.0,Stable,185000.0,185000.0,175000.0,165000.0,1,1,175000.0,8164.96580927726,165000.0,185000.0,10000.0,0.05714285714285714,Stable,0,0,1,1.0571428571428572,0.04665694748158434,0.04665694748158434,175000.0,0.05714285714285714,20,7,5,3.8918202981106265,3,5,15,130000.0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1
R0081,real_4w,1,1,870000.0,Down,1075000.0,1075000.0,0.0,0.0,0,0,1075000.0,0.0,1075000.0,1075000.0,0.0,0.0,Stable,0,0,1,1.0,0.0,0.0,1075000.0,0.0,19,2,1,2.3978952727983707,5,5,25,150000.0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
R0081,real_4w,2,2,1195000.0,Up,870000.0,870000.0,1075000.0,0.0,1,0,972500.0,102500.0,870000.0,1075000.0,-205000.0,-0.19069767441860466,Down,0,1,0,0.8946015424164524,0.10539845758354756,0.10539845758354756,972500.0,-0.10539845758354756,19,2,1,2.3978952727983707,5,5,25,150000.0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
R0081,real_4w,3,3,1260000.0,Stable,1195000.0,1195000.0,870000.0,1075000.0,1,1,1046666.6666666666,134184.78138580231,870000.0,1195000.0,325000.0,0.3735632183908046,Up,1,0,0,1.14171974522293,0.1282020204322952,0.1282020204322952,1075000.0,0.11162790697674418,19,2,1,2.3978952727983707,5,5,25,150000.0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2
R0082,real_4w,1,1,285000.0,Down,380000.0,380000.0,0.0,0.0,0,0,380000.0,0.0,380000.0,380000.0,0.0,0.0,Stable,0,0,1,1.0,0.0,0.0,380000.0,0.0,19,6,4,2.70805020110221,2,2,4,125000.0,0,2,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
R0082,real_4w,2,2,300000.0,Stable,285000.0,285000.0,380000.0,0.0,1,0,332500.0,47500.0,285000.0,380000.0,-95000.0,-0.25,Down,0,1,0,0.8571428571428571,0.14285714285714285,0.14285714285714285,332500.0,-0.14285714285714285,19,6,4,2.70805020110221,2,2,4,125000.0,0,2,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
R0082,real_4w,3,3,285000.0,Stable,300000.0,300000.0,285000.0,380000.0,1,1,321666.6666666667,41699.98667732268,285000.0,380000.0,15000.0,0.05263157894736842,Stable,0,0,1,0.9326424870466321,0.12963726428183217,0.12963726428183217,300000.0,0.0,19,6,4,2.70805020110221,2,2,4,125000.0,0,2,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
R0083,real_4w,1,1,525000.0,Stable,570000.0,570000.0,0.0,0.0,0,0,570000.0,0.0,570000.0,570000.0,0.0,0.0,Stable,0,0,1,1.0,0.0,0.0,570000.0,0.0,20,2,3,2.5649493574615367,3,2,6,175000.0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
R0083,real_4w,2,2,610000.0,Up,525000.0,525000.0,570000.0,0.0,1,0,547500.0,22500.0,525000.0,570000.0,-45000.0,-0.07894736842105263,Stable,0,0,1,0.958904109589041,0.0410958904109589,0.0410958904109589,547500.0,-0.0410958904109589,20,2,3,2.5649493574615367,3,2,6,175000.0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
R0083,real_4w,3,3,430000.0,Down,610000.0,610000.0,525000.0,570000.0,1,1,568333.3333333334,34721.111093332765,525000.0,610000.0,85000.0,0.1619047619047619,Up,1,0,0,1.0733137829912023,0.06109286409384064,0.06109286409384064,570000.0,0.07017543859649122,20,2,3,2.5649493574615367,3,2,6,175000.0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2
R0084,real_4w,1,1,0.0,Down,230000.0,230000.0,0.0,0.0,0,0,230000.0,0.0,230000.0,230000.0,0.0,0.0,Stable,0,0,1,1.0,0.0,0.0,230000.0,0.0,25,7,1,2.3978952727983707,3,5,15,150000.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1
R0084,real_4w,2,2,170000.0,Up,0.0,0.0,230000.0,0.0,1,0,115000.0,115000.0,0.0,230000.0,-230000.0,-1.0,Down,0,1,0,0.0,1.0,1.0,115000.0,-1.0,25,7,1,2.3978952727983707,3,5,15,150000.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0
R0084,real_4w,3,3,230000.0,Up,170000.0,170000.0,0.0,230000.0,1,1,133333.33333333334,97410.92797468304,0.0,230000.0,170000.0,0.0,Up,1,0,0,1.275,0.7305819598101227,0.7305819598101227,170000.0,0.0,25,7,1,2.3978952727983707,3,5,15,150000.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,2
R0085,real_4w,1,1,1060000.0,Stable,1040000.0,1040000.0,0.0,0.0,0,0,1040000.0,0.0,1040000.0,1040000.0,0.0,0.0,Stable,0,0,1,1.0,0.0,0.0,1040000.0,0.0,43,1,3,2.1972245773362196,4,6,24,175000.0,1,3,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
R0085,real_4w,2,2,855000.0,Down,1060000.0,1060000.0,1040000.0,0.0,1,0,1050000.0,10000.0,1040000.0,1060000.0,20000.0,0.019230769230769232,Stable,0,0,1,1.0095238095238095,0.009523809523809525,0.009523809523809525,1050000.0,0.009523809523809525,43,1,3,2.1972245773362196,4,6,24,175000.0,1,3,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
R0085,real_4w,3,3,760000.0,Down,855000.0,855000.0,1060000.0,1040000.0,1,1,985000.0,92285.78799938085,855000.0,1060000.0,-205000.0,-0.19339622641509435,Down,0,1,0,0.868020304568528,0.09369115532932065,0.09369115532932065,1040000.0,-0.1778846153846154,43,1,3,2.1972245773362196,4,6,24,175000.0,1,3,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
R0086,real_4w,1,1,280000.0,Up,230000.0,230000.0,0.0,0.0,0,0,230000.0,0.0,230000.0,230000.0,0.0,0.0,Stable,0,0,1,1.0,0.0,0.0,230000.0,0.0,18,3,3,2.3978952727983707,2,1,2,175000.0,0,4,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
R0086,real_4w,2,2,210000.0,Down,280000.0,280000.0,230000.0,0.0,1,0,255000.0,25000.0,230000.0,280000.0,50000.0,0.21739130434782608,Up,1,0,0,1.0980392156862746,0.09803921568627451,0.09803921568627451,255000.0,0.09803921568627451,18,3,3,2.3978952727983707,2,1,2,175000.0,0,4,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2
R0086,real_4w,3,3,0.0,Down,210000.0,210000.0,280000.0,230000.0,1,1,240000.0,29439.20288775949,210000.0,280000.0,-70000.0,-0.25,Down,0,1,0,0.875,0.12266334536566453,0.12266334536566453,230000.0,-0.08695652173913043,18,3,3,2.3978952727983707,2,1,2,175000.0,0,4,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
R0087,real_4w,1,1,635000.0,Down,740000.0,740000.0,0.0,0.0,0,0,740000.0,0.0,740000.0,740000.0,0.0,0.0,Stable,0,0,1,1.0,0.0,0.0,740000.0,0.0,36,6,3,3.4339872044851463,3,3,9,175000.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
R0087,real_4w,2,2,820000.0,Up,635000.0,635000.0,740000.0,0.0,1,0,687500.0,52500.0,635000.0,740000.0,-105000.0,-0.14189189189189189,Down,0,1,0,0.9236363636363636,0.07636363636363637,0.07636363636363637,687500.0,-0.07636363636363637,36,6,3,3.4339872044851463,3,3,9,175000.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
R0087,real_4w,3,3,0.0,Down,820000.0,820000.0,635000.0,740000.0,1,1,731666.6666666666,75755.45451575673,635000.0,820000.0,185000.0,0.29133858267716534,Up,1,0,0,1.1207289293849658,0.10353820662745795,0.10353820662745795,740000.0,0.10810810810810811,36,6,3,3.4339872044851463,3,3,9,175000.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
R0088,real_4w,1,1,195000.0,Down,305000.0,305000.0,0.0,0.0,0,0,305000.0,0.0,305000.0,305000.0,0.0,0.0,Stable,0,0,1,1.0,0.0,0.0,305000.0,0.0,23,4,3,1.9459101490553132,6,6,36,175000.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
R0088,real_4w,2,2,295000.0,Up,195000.0,195000.0,305000.0,0.0,1,0,250000.0,55000.0,195000.0,305000.0,-110000.0,-0.36065573770491804,Down,0,1,0,0.78,0.22,0.22,250000.0,-0.22,23,4,3,1.9459101490553132,6,6,36,175000.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
R0088,real_4w,3,3,275000.0,Stable,295000.0,295000.0,195000.0,305000.0,1,1,265000.0,49665.5480858378,195000.0,305000.0,100000.0,0.5128205128205128,Up,1,0,0,1.1132075471698113,0.18741716258806718,0.18741716258806718,295000.0,0.0,23,4,3,1.9459101490553132,6,6,36,175000.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,2
R0089,real_4w,1,1,85000.0,Stable,80000.0,80000.0,0.0,0.0,0,0,80000.0,0.0,80000.0,80000.0,0.0,0.0,Stable,0,0,1,1.0,0.0,0.0,80000.0,0.0,32,7,7,2.9444389791664403,2,2,4,115000.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1
R0089,real_4w,2,2,70000.0,Down,85000.0,85000.0,80000.0,0.0,1,0,82500.0,2500.0,80000.0,85000.0,5000.0,0.0625,Stable,0,0,1,1.0303030303030303,0.030303030303030304,0.030303030303030304,82500.0,0.030303030303030304,32,7,7,2.9444389791664403,2,2,4,115000.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1
R0089,real_4w,3,3,80000.0,Up,70000.0,70000.0,85000.0,80000.0,1,1,78333.33333333333,6236.095644623236,70000.0,85000.0,-15000.0,-0.17647058823529413,Down,0,1,0,0.8936170212765958,0.07960973163348813,0.07960973163348813,80000.0,-0.125,32,7,7,2.9444389791664403,2,2,4,115000.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
R0090,real_4w,1,1,200000.0,Down,250000.0,250000.0,0.0,0.0,0,0,250000.0,0.0,250000.0,250000.0,0.0,0.0,Stable,0,0,1,1.0,0.0,0.0,250000.0,0.0,30,7,4,2.70805020110221,4,1,4,125000.0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1
R0090,real_4w,2,2,280000.0,Up,200000.0,200000.0,250000.0,0.0,1,0,225000.0,25000.0,200000.0,250000.0,-50000.0,-0.2,Down,0,1,0,0.8888888888888888,0.1111111111111111,0.1111111111111111,225000.0,-0.1111111111111111,30,7,4,2.70805020110221,4,1,4,125000.0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
R0090,real_4w,3,3,240000.0,Down,280000.0,280000.0,200000.0,250000.0,1,1,243333.33333333334,32998.31645537222,200000.0,280000.0,80000.0,0.4,Up,1,0,0,1.1506849315068493,0.13560951967961188,0.13560951967961188,250000.0,0.12,30,7,4,2.70805020110221,4,1,4,125000.0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,2
R0091,real_4w,1,1,480000.0,Up,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Stable,0,0,1,1.0,0.0,0.0,0.0,0.0,42,6,3,1.9459101490553132,5,8,40,175000.0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
R0091,real_4w,2,2,620000.0,Up,480000.0,480000.0,0.0,0.0,1,0,240000.0,240000.0,0.0,480000.0,480000.0,0.0,Up,1,0,0,2.0,1.0,1.0,240000.0,1.0,42,6,3,1.9459101490553132,5,8,40,175000.0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2
R0091,real_4w,3,3,790000.0,Up,620000.0,620000.0,480000.0,0.0,1,1,366666.6666666667,265497.436689865,0.0,620000.0,140000.0,0.2916666666666667,Up,1,0,0,1.690909090909091,0.7240839182450863,0.7240839182450863,480000.0,0.2916666666666667,42,6,3,1.9459101490553132,5,8,40,175000.0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2
R0092,real_4w,1,1,455000.0,Stable,455000.0,455000.0,0.0,0.0,0,0,455000.0,0.0,455000.0,455000.0,0.0,0.0,Stable,0,0,1,1.0,0.0,0.0,455000.0,0.0,21,3,0,3.6109179126442243,3,3,9,117500.0,0,4,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
R0092,real_4w,2,2,530000.0,Up,455000.0,455000.0,455000.0,0.0,1,0,455000.0,0.0,455000.0,455000.0,0.0,0.0,Stable,0,0,1,1.0,0.0,0.0,455000.0,0.0,21,3,0,3.6109179126442243,3,3,9,117500.0,0,4,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
R0092,real_4w,3,3,325000.0,Down,530000.0,530000.0,455000.0,455000.0,1,1,480000.0,35355.33905932738,455000.0,530000.0,75000.0,0.16483516483516483,Up,1,0,0,1.1041666666666667,0.0736569563735987,0.0736569563735987,455000.0,0.16483516483516483,21,3,0,3.6109179126442243,3,3,9,117500.0,0,4,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2
R0093,real_4w,1,1,309000.0,Down,379000.0,379000.0,0.0,0.0,0,0,379000.0,0.0,379000.0,379000.0,0.0,0.0,Stable,0,0,1,1.0,0.0,0.0,379000.0,0.0,43,4,3,1.6094379124341003,5,9,45,175000.0,2,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
R0093,real_4w,2,2,305000.0,Stable,309000.0,309000.0,379000.0,0.0,1,0,344000.0,35000.0,309000.0,379000.0,-70000.0,-0.18469656992084432,Down,0,1,0,0.8982558139534884,0.10174418604651163,0.10174418604651163,344000.0,-0.10174418604651163,43,4,3,1.6094379124341003,5,9,45,175000.0,2,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
R0093,real_4w,3,3,273000.0,Down,305000.0,305000.0,309000.0,379000.0,1,1,331000.0,33980.38649966576,305000.0,379000.0,-4000.0,-0.012944983818770227,Stable,0,0,1,0.9214501510574018,0.10265977794460954,0.10265977794460954,309000.0,-0.012944983818770227,43,4,3,1.6094379124341003,5,9,45,175000.0,2,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
R0094,real_4w,1,1,1735000.0,Stable,1580000.0,1580000.0,0.0,0.0,0,0,1580000.0,0.0,1580000.0,1580000.0,0.0,0.0,Stable,0,0,1,1.0,0.0,0.0,1580000.0,0.0,22,2,4,1.791759469228055,3,6,18,125000.0,1,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
R0094,real_4w,2,2,1375000.0,Down,1735000.0,1735000.0,1580000.0,0.0,1,0,1657500.0,77500.0,1580000.0,1735000.0,155000.0,0.0981012658227848,Stable,0,0,1,1.0467571644042233,0.04675716440422323,0.04675716440422323,1657500.0,0.04675716440422323,22,2,4,1.791759469228055,3,6,18,125000.0,1,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
R0094,real_4w,3,3,0.0,Down,1375000.0,1375000.0,1735000.0,1580000.0,1,1,1563333.3333333333,147441.13703064312,1375000.0,1735000.0,-360000.0,-0.207492795389049,Down,0,1,0,0.8795309168443497,0.09431202795137086,0.09431202795137086,1580000.0,-0.12974683544303797,22,2,4,1.791759469228055,3,6,18,125000.0,1,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
R0095,real_4w,1,1,1110000.0,Stable,1175000.0,1175000.0,0.0,0.0,0,0,1175000.0,0.0,1175000.0,1175000.0,0.0,0.0,Stable,0,0,1,1.0,0.0,0.0,1175000.0,0.0,33,7,3,2.5649493574615367,6,8,48,175000.0,2,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1
