usia,status_income,lama_kerja_bulan,hari_kerja_per_minggu,jam_kerja_per_hari,income_w1,income_w2,income_w3,income_w4,peak_week,app_helpful_score,src_gojek,src_grab,src_instagram___tiktok___youtube,src_maxim,src_projects_co_id,src_shopee___tokopedia___tiktok_shop,src_shopeefood,src_upwork,src_website_freelance_seperti_fiverr,src_whatsapp___kenalan___pelanggan_langsung,ramai_akhir_bulan___tanggal_gajian,ramai_akhir_pekan___sabtu_minggu,ramai_awal_bulan,ramai_harbolnas___flash_sale_online___tanggal_,ramai_ramadan___menjelang_lebaran,ramai_saat_ada_promo_dari_aplikasi,ramai_saat_cuaca_bagus,fluk_ada_atau_tidaknya_promo_dari_aplikasi,fluk_akhir_pekan_atau_hari_libur,fluk_cuaca,fluk_jam_saya_bekerja,fluk_jumlah_pesanan_atau_project_yang_masuk,fluk_kondisi_fisik___capek___sakit,fluk_rating_atau_ulasan_pelanggan,fluk_tanggal_gajian___akhir_bulan,monthly_income,income_volatility,income_cv,income_trend,is_income_growing,total_jam_seminggu,income_per_jam_est,experience_months_log,gig_type_content_creator,gig_type_freelancer_desain,gig_type_freelancer_it,gig_type_jualan_online,gig_type_kurir,gig_type_ojek_online,gig_type_pekerja_harian,gig_type_tutor,domisili_code_bali,domisili_code_bandung,domisili_code_jabodetabek,domisili_code_jawa_barat_lainnya,domisili_code_jawa_tengah,domisili_code_jawa_timur,domisili_code_kalimantan,domisili_code_sulawesi,domisili_code_sumatera,experience_tier_junior,experience_tier_mid,experience_tier_senior
41,2,47,7,7,1336200,600000,1350000,1342800,1,5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,4629000,371542.74316692015,0.32105631636258697,6600,1,49,6782.741116751269,3.8712010109078907,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
39,2,14,5,9,850000,1075000,1105000,850000,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,3880000,139104.27743243557,0.14340632373825962,0,0,45,4696.132596685083,2.70805020110221,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
21,1,6,2,5,315000,270000,160000,410000,4,3,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1155000,103792.66191146013,0.3594538613250175,95000,1,10,7682.926829268293,1.9459101490553132,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
31,1,15,7,11,360000,530000,745000,480000,4,4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,2115000,160850.6035632651,0.3042086039804465,120000,1,77,1165.0485436893205,2.772588722239781,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
22,2,3,5,5,670000,725000,590000,575000,2,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,2560000,70356.23639735144,0.10993144760297476,-95000,0,25,6633.663366336634,1.3862943611198906,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
25,0,9,6,5,200000,16800,735000,790000,2,2,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1741800,385633.8634853877,0.8855964585806158,590000,1,30,1652.892561983471,2.302585092994046,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
33,0,14,4,5,250000,90000,95000,330000,2,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,765000,118629.32464895291,0.6202808071537033,80000,1,20,3086.41975308642,2.70805020110221,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
29,0,66,7,9,520000,650000,10000,620000,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1800000,298552.0613449743,0.6634475508831632,100000,1,63,2055.3359683794465,4.204692619390966,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
26,0,27,5,7,400000,450000,400000,370000,3,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1620000,33166.247903554,0.08189176793033598,-30000,0,35,2836.8794326241136,3.332204510175204,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
39,0,55,6,10,810000,220000,425000,425000,4,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1880000,246407.52153022168,0.5242702069362016,-385000,0,60,3360.9958506224066,4.02535169073515,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
21,0,22,6,5,400000,360000,420000,450000,4,3,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1630000,37749.17217635375,0.09263577801368279,50000,1,30,3305.785123966942,3.1354942159291497,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
32,2,24,7,7,1336200,900000,1325000,1342800,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,4904000,217457.49009863974,0.17737138069107589,6600,1,49,6782.741116751269,3.2188758248682006,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
24,1,15,3,5,350000,300000,380000,330000,3,4,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1360000,33665.01646120693,0.09901446307865838,-20000,0,15,5737.704918032787,2.772588722239781,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
38,1,29,7,4,630000,750000,680000,710000,2,5,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2770000,50579.969684978394,0.07303956194283964,80000,1,28,5575.221238938053,3.4011973816621555,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
44,1,13,6,9,810000,925000,750000,870000,0,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,3355000,75539.72464869064,0.09006215748021837,60000,1,54,3732.7188940092165,2.639057329615259,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
34,2,7,5,10,920000,800000,880000,780000,4,5,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,3380000,66080.7586719967,0.07820198872190293,-140000,0,50,4577.114427860696,2.0794415416798357,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
21,0,24,4,5,420000,570000,140000,120000,2,4,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1250000,219601.9125599775,0.7027238714755393,-300000,0,20,5185.185185185185,3.2188758248682006,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
24,0,31,4,4,850000,410000,860000,300000,1,4,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,2420000,292175.74619852804,0.4829343194449729,-550000,0,16,13076.923076923076,3.4657359027997265,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
22,2,78,4,4,380000,575000,290000,560000,2,3,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1805000,139306.31715755034,0.3087113760580039,180000,1,16,5846.153846153846,4.3694478524670215,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
26,0,29,2,5,355000,325000,380000,350000,0,3,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1410000,22546.248764114473,0.06396080795264261,-5000,0,10,8658.536585365853,3.4011973816621555,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
29,0,35,4,5,115000,90000,10000,200000,4,3,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,415000,78249.06815206597,0.754200616399514,85000,1,20,1419.7530864197531,3.58351893845611,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
37,1,18,7,4,350000,525000,575000,415000,3,5,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1865000,102337.26919684083,0.21948965084652008,65000,1,28,3097.3451327433627,2.9444389791664403,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
19,1,15,5,4,150000,270000,100000,295000,4,5,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,815000,93752.77773662673,0.46013407412295754,145000,1,20,1851.851851851852,2.772588722239781,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
27,0,28,5,6,250000,300000,235000,275000,3,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1060000,28577.38033247041,0.10783876412719352,25000,1,30,2066.115702479339,3.367295829986474,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
30,2,22,6,8,680000,800000,665000,580000,2,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,2725000,90588.3546599672,0.13297353642044885,-100000,0,48,3523.316062176166,3.1354942159291497,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
33,0,14,4,7,230000,225000,290000,245000,1,2,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,990000,29580.39891549808,0.11951628040087951,15000,1,28,2035.3982300884957,2.70805020110221,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
17,1,17,5,3,590000,560000,550000,540000,4,3,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,2240000,21602.468994692867,0.0385757686052219,-50000,0,15,9672.131147540984,2.8903717578961645,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
47,2,14,7,8,815000,1273200,905000,1342800,1,4,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,4336000,262790.2078338029,0.2424261673502173,527800,1,56,3622.222222222222,2.70805020110221,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
23,0,5,6,2,360000,800000,790000,6800,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1956800,381435.7438241291,0.7797117009657157,-353200,0,12,7346.938775510204,1.791759469228055,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
24,0,19,4,5,75000,16800,175000,170000,4,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,436800,76884.50212277287,0.7040640847865209,95000,1,20,925.925925925926,2.995732273553991,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
28,0,34,4,5,190000,340000,540000,440000,3,5,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1510000,149303.94055974096,0.39550607961234796,250000,1,20,2345.679012345679,3.5553480614894135,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
41,0,27,7,6,230000,350000,265000,255000,2,4,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1100000,52121.652570372964,0.1895325928646549,25000,1,42,1360.9467455621302,3.332204510175204,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
25,2,59,5,7,850000,730000,900000,875000,3,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3355000,75318.76702832214,0.08979872098909228,25000,1,35,6028.368794326241,4.0943445622221,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
21,2,10,4,8,150000,130000,235000,160000,0,5,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,675000,45893.89937671455,0.2719622365302401,10000,1,32,1162.7906976744187,2.3978952727983707,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
31,2,5,7,7,520000,725000,560000,675000,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,2480000,96003.47215943111,0.15484406018608213,155000,1,49,2639.5939086294416,1.791759469228055,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
26,1,14,5,9,425000,580000,360000,350000,2,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1715000,106173.99242124535,0.24763555635146123,-75000,0,45,2348.0662983425414,2.70805020110221,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
35,2,55,7,11,820000,625000,1290000,605000,3,5,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3340000,318459.8352487589,0.3813885674972352,-215000,0,77,2653.7216828478963,4.02535169073515,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
42,2,51,5,9,970000,1170000,1075000,1060000,0,4,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,4275000,81891.696770796,0.0766237381492939,90000,1,45,5359.116022099448,3.9512437185814275,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
32,2,27,7,8,500000,510000,550000,565000,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,2125000,31191.612120354835,0.058713512295233014,65000,1,56,2222.222222222222,3.332204510175204,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
27,1,17,3,6,340000,170000,200000,340000,1,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1050000,90323.49269892818,0.34408818518378287,0,0,18,4657.534246575343,2.8903717578961645,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
29,2,9,6,9,280000,250000,275000,275000,1,5,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1080000,13540.0640077266,0.05014819947973007,-5000,0,54,1290.3225806451612,2.302585092994046,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
19,2,6,3,6,600000,975000,950000,700000,2,4,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,3225000,185264.45062846423,0.22978508011582524,100000,1,18,8219.17808219178,1.9459101490553132,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
17,1,47,4,4,155000,16800,10000,10000,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,191800,71438.62167390036,1.4898254817188454,-145000,0,16,2384.6153846153848,3.8712010109078907,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41,0,53,3,7,320000,350000,180000,6800,4,5,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,856800,156864.78253578782,0.7323251643819955,-313200,0,21,3764.705882352941,3.9889840465642745,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
17,1,8,5,6,525000,830000,750000,525000,2,3,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,2630000,156444.87847162015,0.23793861678023326,0,0,30,4338.842975206611,2.1972245773362196,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
18,1,10,6,8,740000,580000,725000,675000,1,3,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,2720000,72226.49560006817,0.10621527850704363,-65000,0,48,3834.1968911917097,2.3978952727983707,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
21,0,15,6,3,200000,190000,175000,170000,1,3,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,735000,13768.926368215254,0.074932524820084,-30000,0,18,2739.72602739726,2.772588722239781,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
21,2,2,5,8,800000,795000,820000,925000,4,4,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,3340000,60964.4705272396,0.07301125451016179,125000,1,40,4968.944099378882,1.0986122886681096,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
20,0,13,4,4,520000,365000,410000,245000,1,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1540000,113798.06676741042,0.2955786264643739,-275000,0,16,8000.0,2.639057329615259,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
30,2,23,7,10,420000,1240000,565000,1240000,4,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3465000,435610.20419636637,0.5028683420814133,820000,1,70,1494.661921708185,3.1780538303479458,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
19,2,36,5,5,850000,740000,795000,640000,1,5,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,3025000,89570.73554831771,0.11844048543184434,-210000,0,25,8415.841584158416,3.6109179126442243,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
35,1,8,3,8,250000,16800,360000,275000,3,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,901800,146851.88683386627,0.6513694187822022,25000,1,24,2577.319587628866,2.1972245773362196,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
26,1,72,7,6,1110000,300000,545000,440000,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,2395000,355302.1015042457,0.5934054415011344,-670000,0,42,6568.047337278106,4.290459441148391,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
29,2,19,4,5,435000,575000,1350000,1342800,4,4,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,3702800,489142.06525303057,0.52840178983606,907800,1,20,5370.37037037037,2.995732273553991,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
28,1,13,4,9,500000,525000,490000,490000,3,4,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,2005000,16520.189667999173,0.032957918623602096,-10000,0,36,3448.2758620689656,2.639057329615259,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
25,1,18,4,4,175000,170000,170000,175000,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,690000,2886.751345948129,0.016734693398578145,0,0,16,2692.3076923076924,2.9444389791664403,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
40,2,31,7,8,900000,940000,930000,910000,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,3680000,18257.418583505536,0.019844998628811856,10000,1,56,4000.0,3.4657359027997265,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
31,1,22,6,8,640000,755000,635000,600000,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,2630000,67391.88873051909,0.10249701328289856,-40000,0,48,3316.062176165803,3.1354942159291497,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
39,2,21,7,7,575000,410000,570000,1240000,1,4,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,2795000,368880.62658083125,0.5279142735836245,665000,1,49,2918.7817258883247,3.091042453358316,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
20,1,30,7,4,825000,685000,670000,650000,1,5,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2830000,79634.5821026686,0.11255755412737029,-175000,0,28,7300.884955752213,3.4339872044851463,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
25,1,58,5,8,520000,830000,525000,1025000,4,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2900000,247015.519080617,0.3407105908552085,505000,1,40,3229.813664596273,4.07753744390572,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
21,0,31,5,2,18400,390000,405000,325000,4,2,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1138400,180831.33946673438,0.6353854676081053,306600,1,10,448.780487804878,3.4657359027997265,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
27,0,13,4,4,300000,275000,255000,250000,1,5,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1080000,22730.30282830976,0.08418599497153625,-50000,0,16,4615.384615384615,2.639057329615259,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
32,2,2,7,9,680000,410000,805000,550000,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,2445000,169822.21095408377,0.2778272934589617,-130000,0,63,2687.7470355731225,1.0986122886681096,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
44,2,25,7,7,295000,210000,350000,300000,1,3,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1155000,58076.81694675309,0.20113113702377858,5000,1,49,1497.46192893401,3.258096538021482,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
25,2,5,6,7,600000,610000,700000,280000,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,2190000,183915.7415774952,0.3359185491487599,-320000,0,42,3550.2958579881656,1.791759469228055,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
28,1,16,5,3,400000,450000,340000,375000,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1565000,46255.63028792639,0.11822495095968161,-25000,0,15,6557.377049180328,2.833213344056216,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
28,1,19,5,8,530000,675000,525000,1342800,4,5,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3072800,389331.4269359719,0.5068093206543234,812800,1,40,3291.9254658385094,2.995732273553991,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
24,1,42,3,2,325000,820000,825000,400000,4,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,2370000,267348.087705897,0.45121963963925293,75000,1,6,13000.0,3.7612001156935624,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
26,0,42,5,4,60000,60000,75000,6800,4,5,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,201800,29946.78613808166,0.5935816165800809,-53200,0,20,740.7407407407408,3.7612001156935624,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
34,2,1,5,11,930000,660000,710000,450000,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,2750000,197040.60495238032,0.2866040994156813,-480000,0,55,4208.14479638009,0.6931471805599453,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
26,1,56,4,6,1270000,1075000,790000,375000,1,5,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,3510000,388683.6760143137,0.4429438553509497,-895000,0,24,13092.783505154639,4.04305126783455,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
24,0,36,5,6,420000,360000,450000,6800,0,5,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1236800,205042.824795212,0.663137650897675,-413200,0,30,3471.0743801652893,3.6109179126442243,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
22,2,6,5,8,725000,550000,740000,725000,1,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,2740000,90277.35042633895,0.1317915600507721,0,0,40,4503.105590062112,1.9459101490553132,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
26,1,2,5,9,220000,675000,300000,225000,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1420000,216448.60821913363,0.6097126718491881,5000,1,45,1215.4696132596684,1.0986122886681096,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
17,2,33,6,10,425000,270000,920000,425000,0,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,2040000,282931.08701590216,0.5547657495101033,0,0,60,1763.4854771784233,3.5263605246161616,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
17,1,34,4,2,200000,350000,320000,500000,3,2,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1370000,123389.62679253066,0.3602606322099225,300000,1,8,6060.606060606061,3.5553480614894135,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
44,2,44,6,8,225000,300000,230000,275000,4,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1030000,36170.890690351174,0.14046893289871176,50000,1,48,1165.80310880829,3.8066624897703196,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
26,2,63,5,6,220000,715000,175000,625000,2,5,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1735000,275873.6123662428,0.6360183892745903,405000,1,30,1818.1818181818182,4.1588830833596715,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
25,0,38,4,7,550000,140000,100000,540000,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1330000,245950.53703268603,0.7396986385986389,-10000,0,28,4867.256637168141,3.6635616461296463,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
17,0,21,4,4,1000000,700000,1180000,650000,3,4,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,3530000,251445.81921360316,0.2849241181750538,-350000,0,16,15384.615384615385,3.091042453358316,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
17,0,2,4,6,720000,200000,250000,240000,4,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1410000,245950.53703268603,0.6977300405748807,-480000,0,24,7422.680412371134,1.0986122886681096,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
