usia,sumber_pekerjaan,status_income,lama_kerja_bulan,hari_kerja_per_minggu,jam_kerja_per_hari,income_w1,income_w2,income_w3,income_w4,peak_week,waktu_ramai,faktor_fluktuasi,app_helpful_score,fitur_dibutuhkan,gig_type,domisili_code,src_gojek,src_grab,src_instagram___tiktok___youtube,src_maxim,src_projects_co_id,src_shopee___tokopedia___tiktok_shop,src_shopeefood,src_upwork,src_website_freelance_seperti_fiverr,src_whatsapp___kenalan___pelanggan_langsung,ramai_akhir_bulan___tanggal_gajian,ramai_akhir_pekan___sabtu_minggu,ramai_awal_bulan,ramai_harbolnas___flash_sale_online___tanggal_,ramai_ramadan___menjelang_lebaran,ramai_saat_ada_promo_dari_aplikasi,ramai_saat_cuaca_bagus,fluk_ada_atau_tidaknya_promo_dari_aplikasi,fluk_akhir_pekan_atau_hari_libur,fluk_cuaca,fluk_jam_saya_bekerja,fluk_jumlah_pesanan_atau_project_yang_masuk,fluk_kondisi_fisik___capek___sakit,fluk_rating_atau_ulasan_pelanggan,fluk_tanggal_gajian___akhir_bulan,fitur_pengingat_kalau_penghasilan_sedang_turun,fitur_perkiraan_penghasilan_minggu_depan,fitur_ringkasan_pemasukan_dan_pengeluaran,fitur_saran_batas_pengeluaran_minggu_ini,fitur_saran_menabung
21,"ShopeeFood, Grab",2,2,5,8,800000,795000,820000,925000,4,"Saat ada promo dari aplikasi, Akhir pekan / Sabtu-Minggu","Jumlah pesanan atau project yang masuk, Ada atau tidaknya promo dari aplikasi",4,Ringkasan pemasukan dan pengeluaran,kurir,jawa_tengah,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
20,"Instagram / TikTok / YouTube, WhatsApp / kenalan / pelanggan langsung",0,13,4,4,520000,365000,410000,245000,1,Akhir pekan / Sabtu-Minggu,Jumlah pesanan atau project yang masuk,2,Pengingat kalau penghasilan sedang turun,content_creator,jabodetabek,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
30,ShopeeFood,2,23,7,10,420000,1240000,565000,1240000,4,Saat ada promo dari aplikasi,Jumlah pesanan atau project yang masuk,5,"Saran batas pengeluaran minggu ini, Ringkasan pemasukan dan pengeluaran",kurir,jabodetabek,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0
19,Instagram / TikTok / YouTube,2,36,5,5,850000,740000,795000,640000,1,"Akhir bulan / tanggal gajian, Awal bulan, Ramadan / menjelang Lebaran","Jumlah pesanan atau project yang masuk, Jam saya bekerja",5,"Pengingat kalau penghasilan sedang turun, Ringkasan pemasukan dan pengeluaran, Perkiraan penghasilan minggu depan",freelancer_desain,bandung,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0
35,WhatsApp / kenalan / pelanggan langsung,1,8,3,8,250000,16800,360000,275000,3,"Ramadan / menjelang Lebaran, Awal bulan","Jumlah pesanan atau project yang masuk, Kondisi fisik / capek / sakit",4,"Saran menabung, Ringkasan pemasukan dan pengeluaran",pekerja_harian,bali,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
26,WhatsApp / kenalan / pelanggan langsung,1,72,7,6,1110000,300000,545000,440000,1,Ramadan / menjelang Lebaran,"Jumlah pesanan atau project yang masuk, Akhir pekan atau hari libur, Ada atau tidaknya promo dari aplikasi",3,"Saran menabung, Ringkasan pemasukan dan pengeluaran",jualan_online,jawa_tengah,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1
29,"WhatsApp / kenalan / pelanggan langsung, Instagram / TikTok / YouTube",2,19,4,5,435000,575000,1350000,1342800,4,"Awal bulan, Akhir bulan / tanggal gajian, Ramadan / menjelang Lebaran",Jumlah pesanan atau project yang masuk,4,"Saran batas pengeluaran minggu ini, Pengingat kalau penghasilan sedang turun, Perkiraan penghasilan minggu depan",freelancer_desain,jabodetabek,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0
28,"Projects.co.id, Website freelance seperti Fiverr",1,13,4,9,500000,525000,490000,490000,3,"Awal bulan, Akhir bulan / tanggal gajian","Jumlah pesanan atau project yang masuk, Rating atau ulasan pelanggan, Jam saya bekerja",4,Saran menabung,freelancer_it,jabodetabek,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1
25,WhatsApp / kenalan / pelanggan langsung,1,18,4,4,175000,170000,170000,175000,0,"Harbolnas / flash sale online / tanggal kembar, Akhir pekan / Sabtu-Minggu",Jumlah pesanan atau project yang masuk,2,"Saran batas pengeluaran minggu ini, Pengingat kalau penghasilan sedang turun",content_creator,jawa_barat_lainnya,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
40,Gojek,2,31,7,8,900000,940000,930000,910000,1,"Ramadan / menjelang Lebaran, Saat ada promo dari aplikasi","Jumlah pesanan atau project yang masuk, Jam saya bekerja, Rating atau ulasan pelanggan",5,"Saran menabung, Ringkasan pemasukan dan pengeluaran, Perkiraan penghasilan minggu depan",ojek_online,jabodetabek,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1
31,Grab,1,22,6,8,640000,755000,635000,600000,0,"Awal bulan, Saat ada promo dari aplikasi","Jumlah pesanan atau project yang masuk, Ada atau tidaknya promo dari aplikasi, Cuaca",1,"Pengingat kalau penghasilan sedang turun, Ringkasan pemasukan dan pengeluaran, Saran menabung",kurir,bandung,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1
39,WhatsApp / kenalan / pelanggan langsung,2,21,7,7,575000,410000,570000,1240000,1,"Awal bulan, Ramadan / menjelang Lebaran, Akhir pekan / Sabtu-Minggu","Jumlah pesanan atau project yang masuk, Jam saya bekerja",4,"Ringkasan pemasukan dan pengeluaran, Pengingat kalau penghasilan sedang turun, Perkiraan penghasilan minggu depan",pekerja_harian,kalimantan,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0
20,"WhatsApp / kenalan / pelanggan langsung, Shopee / Tokopedia / TikTok Shop, Instagram / TikTok / YouTube",1,30,7,4,825000,685000,670000,650000,1,Harbolnas / flash sale online / tanggal kembar,Jumlah pesanan atau project yang masuk,5,"Saran batas pengeluaran minggu ini, Pengingat kalau penghasilan sedang turun",jualan_online,jabodetabek,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
25,WhatsApp / kenalan / pelanggan langsung,1,58,5,8,520000,830000,525000,1025000,4,Awal bulan,Jumlah pesanan atau project yang masuk,2,"Pengingat kalau penghasilan sedang turun, Ringkasan pemasukan dan pengeluaran",freelancer_desain,jawa_timur,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
21,"Instagram / TikTok / YouTube, Shopee / Tokopedia / TikTok Shop",0,31,5,2,18400,390000,405000,325000,4,"Akhir pekan / Sabtu-Minggu, Harbolnas / flash sale online / tanggal kembar",Jumlah pesanan atau project yang masuk,2,Saran batas pengeluaran minggu ini,content_creator,jawa_timur,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
27,"WhatsApp / kenalan / pelanggan langsung, Instagram / TikTok / YouTube",0,13,4,4,300000,275000,255000,250000,1,"Awal bulan, Akhir pekan / Sabtu-Minggu, Akhir bulan / tanggal gajian","Jumlah pesanan atau project yang masuk, Kondisi fisik / capek / sakit",5,Pengingat kalau penghasilan sedang turun,tutor,bali,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
32,"Gojek, Grab",2,2,7,9,680000,410000,805000,550000,3,Ramadan / menjelang Lebaran,"Jumlah pesanan atau project yang masuk, Cuaca",4,"Saran menabung, Perkiraan penghasilan minggu depan",ojek_online,jabodetabek,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
44,WhatsApp / kenalan / pelanggan langsung,2,25,7,7,295000,210000,350000,300000,1,"Akhir pekan / Sabtu-Minggu, Ramadan / menjelang Lebaran, Awal bulan","Jumlah pesanan atau project yang masuk, Kondisi fisik / capek / sakit, Akhir pekan atau hari libur",3,"Ringkasan pemasukan dan pengeluaran, Saran menabung",pekerja_harian,jawa_tengah,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1
25,ShopeeFood,2,5,6,7,600000,610000,700000,280000,4,Saat ada promo dari aplikasi,"Jumlah pesanan atau project yang masuk, Cuaca",3,"Pengingat kalau penghasilan sedang turun, Saran batas pengeluaran minggu ini",kurir,sumatera,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
28,"Instagram / TikTok / YouTube, WhatsApp / kenalan / pelanggan langsung",1,16,5,3,400000,450000,340000,375000,4,Harbolnas / flash sale online / tanggal kembar,"Jumlah pesanan atau project yang masuk, Akhir pekan atau hari libur",1,"Saran menabung, Pengingat kalau penghasilan sedang turun, Ringkasan pemasukan dan pengeluaran",content_creator,jawa_barat_lainnya,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
28,Website freelance seperti Fiverr,1,19,5,8,530000,675000,525000,1342800,4,"Akhir bulan / tanggal gajian, Awal bulan",Jumlah pesanan atau project yang masuk,5,"Pengingat kalau penghasilan sedang turun, Ringkasan pemasukan dan pengeluaran, Saran menabung",freelancer_it,jawa_timur,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
24,Instagram / TikTok / YouTube,1,42,3,2,325000,820000,825000,400000,4,Akhir pekan / Sabtu-Minggu,"Jumlah pesanan atau project yang masuk, Jam saya bekerja, Tanggal gajian / akhir bulan",4,"Saran batas pengeluaran minggu ini, Pengingat kalau penghasilan sedang turun, Ringkasan pemasukan dan pengeluaran",tutor,jabodetabek,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0
26,"Instagram / TikTok / YouTube, Shopee / Tokopedia / TikTok Shop, WhatsApp / kenalan / pelanggan langsung",0,42,5,4,60000,60000,75000,6800,4,"Saat ada promo dari aplikasi, Ramadan / menjelang Lebaran","Jumlah pesanan atau project yang masuk, Ada atau tidaknya promo dari aplikasi, Tanggal gajian / akhir bulan",5,"Saran batas pengeluaran minggu ini, Ringkasan pemasukan dan pengeluaran, Perkiraan penghasilan minggu depan",jualan_online,jawa_barat_lainnya,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0
34,Grab,2,1,5,11,930000,660000,710000,450000,2,Ramadan / menjelang Lebaran,"Jumlah pesanan atau project yang masuk, Ada atau tidaknya promo dari aplikasi, Jam saya bekerja",5,Ringkasan pemasukan dan pengeluaran,ojek_online,jawa_timur,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0
26,"Website freelance seperti Fiverr, Upwork",1,56,4,6,1270000,1075000,790000,375000,1,"Akhir bulan / tanggal gajian, Awal bulan, Ramadan / menjelang Lebaran","Jumlah pesanan atau project yang masuk, Rating atau ulasan pelanggan",5,Ringkasan pemasukan dan pengeluaran,freelancer_it,bali,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
24,"Projects.co.id, WhatsApp / kenalan / pelanggan langsung",0,36,5,6,420000,360000,450000,6800,0,"Akhir bulan / tanggal gajian, Awal bulan","Jumlah pesanan atau project yang masuk, Jam saya bekerja, Tanggal gajian / akhir bulan",5,"Saran batas pengeluaran minggu ini, Saran menabung",freelancer_desain,bandung,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1
22,WhatsApp / kenalan / pelanggan langsung,2,6,5,8,725000,550000,740000,725000,1,"Ramadan / menjelang Lebaran, Awal bulan","Jumlah pesanan atau project yang masuk, Akhir pekan atau hari libur",5,"Ringkasan pemasukan dan pengeluaran, Saran menabung",pekerja_harian,jawa_barat_lainnya,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
26,WhatsApp / kenalan / pelanggan langsung,1,2,5,9,220000,675000,300000,225000,2,Ramadan / menjelang Lebaran,"Jumlah pesanan atau project yang masuk, Jam saya bekerja",4,"Pengingat kalau penghasilan sedang turun, Saran batas pengeluaran minggu ini, Perkiraan penghasilan minggu depan",pekerja_harian,bandung,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0
17,WhatsApp / kenalan / pelanggan langsung,2,33,6,10,425000,270000,920000,425000,0,"Ramadan / menjelang Lebaran, Awal bulan","Jumlah pesanan atau project yang masuk, Kondisi fisik / capek / sakit",5,"Saran menabung, Saran batas pengeluaran minggu ini",pekerja_harian,bali,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1
17,Instagram / TikTok / YouTube,1,34,4,2,200000,350000,320000,500000,3,"Akhir pekan / Sabtu-Minggu, Awal bulan, Akhir bulan / tanggal gajian","Jumlah pesanan atau project yang masuk, Kondisi fisik / capek / sakit, Tanggal gajian / akhir bulan",2,"Pengingat kalau penghasilan sedang turun, Saran menabung, Ringkasan pemasukan dan pengeluaran",tutor,jawa_tengah,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1
44,WhatsApp / kenalan / pelanggan langsung,2,44,6,8,225000,300000,230000,275000,4,"Ramadan / menjelang Lebaran, Awal bulan","Jumlah pesanan atau project yang masuk, Jam saya bekerja, Kondisi fisik / capek / sakit",4,"Ringkasan pemasukan dan pengeluaran, Saran batas pengeluaran minggu ini, Perkiraan penghasilan minggu depan",pekerja_harian,jabodetabek,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0
26,"Instagram / TikTok / YouTube, Shopee / Tokopedia / TikTok Shop",2,63,5,6,220000,715000,175000,625000,2,"Harbolnas / flash sale online / tanggal kembar, Ramadan / menjelang Lebaran","Jumlah pesanan atau project yang masuk, Tanggal gajian / akhir bulan",5,"Ringkasan pemasukan dan pengeluaran, Saran batas pengeluaran minggu ini",jualan_online,sulawesi,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0
25,Instagram / TikTok / YouTube,0,38,4,7,550000,140000,100000,540000,1,Saat ada promo dari aplikasi,Jumlah pesanan atau project yang masuk,3,"Pengingat kalau penghasilan sedang turun, Saran menabung, Saran batas pengeluaran minggu ini",jualan_online,bandung,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1
17,"Upwork, Projects.co.id",0,21,4,4,1000000,700000,1180000,650000,3,"Awal bulan, Akhir bulan / tanggal gajian, Akhir pekan / Sabtu-Minggu",Jumlah pesanan atau project yang masuk,4,"Saran menabung, Perkiraan penghasilan minggu depan",freelancer_it,jabodetabek,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
17,WhatsApp / kenalan / pelanggan langsung,0,2,4,6,720000,200000,250000,240000,4,"Awal bulan, Ramadan / menjelang Lebaran","Jumlah pesanan atau project yang masuk, Akhir pekan atau hari libur",4,Saran menabung,pekerja_harian,jabodetabek,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
29,Grab,2,37,6,10,930000,830000,910000,825000,0,"Saat ada promo dari aplikasi, Awal bulan, Saat cuaca bagus","Jumlah pesanan atau project yang masuk, Jam saya bekerja",2,"Saran menabung, Saran batas pengeluaran minggu ini",ojek_online,sulawesi,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1
33,"Shopee / Tokopedia / TikTok Shop, Instagram / TikTok / YouTube, WhatsApp / kenalan / pelanggan langsung",2,3,7,4,570000,440000,560000,370000,0,Akhir bulan / tanggal gajian,"Jumlah pesanan atau project yang masuk, Akhir pekan atau hari libur",4,"Ringkasan pemasukan dan pengeluaran, Pengingat kalau penghasilan sedang turun",jualan_online,jabodetabek,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
25,"Instagram / TikTok / YouTube, WhatsApp / kenalan / pelanggan langsung",1,39,6,6,400000,425000,435000,400000,3,"Saat ada promo dari aplikasi, Ramadan / menjelang Lebaran","Jumlah pesanan atau project yang masuk, Ada atau tidaknya promo dari aplikasi",5,"Pengingat kalau penghasilan sedang turun, Saran menabung, Perkiraan penghasilan minggu depan",jualan_online,bali,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1
30,WhatsApp / kenalan / pelanggan langsung,0,4,6,4,325000,300000,315000,300000,1,"Akhir bulan / tanggal gajian, Harbolnas / flash sale online / tanggal kembar","Jumlah pesanan atau project yang masuk, Akhir pekan atau hari libur, Ada atau tidaknya promo dari aplikasi",3,"Saran batas pengeluaran minggu ini, Saran menabung, Ringkasan pemasukan dan pengeluaran",jualan_online,jabodetabek,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1
19,WhatsApp / kenalan / pelanggan langsung,2,2,5,7,440000,470000,570000,330000,3,"Akhir pekan / Sabtu-Minggu, Awal bulan",Jumlah pesanan atau project yang masuk,3,"Saran menabung, Ringkasan pemasukan dan pengeluaran, Saran batas pengeluaran minggu ini",pekerja_harian,jabodetabek,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1
25,"Shopee / Tokopedia / TikTok Shop, Instagram / TikTok / YouTube",0,5,5,3,450000,225000,275000,425000,1,"Akhir pekan / Sabtu-Minggu, Harbolnas / flash sale online / tanggal kembar, Ramadan / menjelang Lebaran","Jumlah pesanan atau project yang masuk, Tanggal gajian / akhir bulan",1,"Pengingat kalau penghasilan sedang turun, Ringkasan pemasukan dan pengeluaran",content_creator,jabodetabek,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0
21,Website freelance seperti Fiverr,0,64,4,6,490000,455000,315000,930000,1,Akhir bulan / tanggal gajian,"Jumlah pesanan atau project yang masuk, Jam saya bekerja",5,"Saran batas pengeluaran minggu ini, Pengingat kalau penghasilan sedang turun",freelancer_desain,jawa_tengah,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0
26,Upwork,1,4,4,7,580000,1273200,400000,1342800,4,"Akhir bulan / tanggal gajian, Awal bulan, Akhir pekan / Sabtu-Minggu",Jumlah pesanan atau project yang masuk,3,"Pengingat kalau penghasilan sedang turun, Ringkasan pemasukan dan pengeluaran",freelancer_it,jabodetabek,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
33,WhatsApp / kenalan / pelanggan langsung,1,20,6,7,360000,355000,325000,425000,4,"Ramadan / menjelang Lebaran, Akhir pekan / Sabtu-Minggu, Awal bulan","Jumlah pesanan atau project yang masuk, Akhir pekan atau hari libur, Jam saya bekerja",3,Ringkasan pemasukan dan pengeluaran,pekerja_harian,bandung,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0
28,"Instagram / TikTok / YouTube, Website freelance seperti Fiverr",2,24,3,4,700000,650000,615000,625000,1,"Akhir bulan / tanggal gajian, Awal bulan","Jumlah pesanan atau project yang masuk, Tanggal gajian / akhir bulan, Jam saya bekerja",4,"Saran menabung, Ringkasan pemasukan dan pengeluaran, Perkiraan penghasilan minggu depan",freelancer_desain,jawa_barat_lainnya,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1
31,Grab,2,45,7,10,325000,720000,490000,765000,4,"Awal bulan, Saat cuaca bagus",Jumlah pesanan atau project yang masuk,4,"Saran batas pengeluaran minggu ini, Saran menabung",ojek_online,jabodetabek,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1
29,"Instagram / TikTok / YouTube, Shopee / Tokopedia / TikTok Shop",0,16,5,5,310000,330000,210000,250000,1,"Awal bulan, Harbolnas / flash sale online / tanggal kembar","Jumlah pesanan atau project yang masuk, Tanggal gajian / akhir bulan",5,"Ringkasan pemasukan dan pengeluaran, Perkiraan penghasilan minggu depan",jualan_online,jawa_timur,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0
28,"WhatsApp / kenalan / pelanggan langsung, Projects.co.id",1,22,4,3,340000,310000,400000,170000,3,"Awal bulan, Akhir bulan / tanggal gajian","Jumlah pesanan atau project yang masuk, Jam saya bekerja",4,"Ringkasan pemasukan dan pengeluaran, Saran menabung, Pengingat kalau penghasilan sedang turun",freelancer_desain,jawa_timur,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
23,ShopeeFood,2,8,5,10,260000,250000,350000,590000,4,"Awal bulan, Akhir pekan / Sabtu-Minggu, Saat ada promo dari aplikasi","Jumlah pesanan atau project yang masuk, Ada atau tidaknya promo dari aplikasi",3,Saran batas pengeluaran minggu ini,kurir,sumatera,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
32,WhatsApp / kenalan / pelanggan langsung,1,14,5,6,310000,225000,270000,200000,1,Awal bulan,Jumlah pesanan atau project yang masuk,3,Saran menabung,pekerja_harian,sumatera,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
35,"Gojek, Maxim",2,45,6,8,1130000,805000,770000,925000,4,"Ramadan / menjelang Lebaran, Awal bulan","Jumlah pesanan atau project yang masuk, Jam saya bekerja",2,"Saran batas pengeluaran minggu ini, Pengingat kalau penghasilan sedang turun",ojek_online,jawa_timur,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0
34,WhatsApp / kenalan / pelanggan langsung,2,78,6,10,670000,360000,475000,420000,1,"Akhir pekan / Sabtu-Minggu, Ramadan / menjelang Lebaran, Awal bulan","Jumlah pesanan atau project yang masuk, Kondisi fisik / capek / sakit, Jam saya bekerja",3,"Pengingat kalau penghasilan sedang turun, Saran batas pengeluaran minggu ini, Saran menabung",pekerja_harian,jabodetabek,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1
21,Instagram / TikTok / YouTube,0,2,3,5,18400,225000,260000,275000,4,"Akhir pekan / Sabtu-Minggu, Awal bulan",Jumlah pesanan atau project yang masuk,5,"Ringkasan pemasukan dan pengeluaran, Saran batas pengeluaran minggu ini, Pengingat kalau penghasilan sedang turun",tutor,jabodetabek,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0
30,WhatsApp / kenalan / pelanggan langsung,1,20,5,8,450000,450000,410000,380000,0,"Awal bulan, Akhir pekan / Sabtu-Minggu, Ramadan / menjelang Lebaran","Jumlah pesanan atau project yang masuk, Jam saya bekerja",5,"Saran menabung, Saran batas pengeluaran minggu ini",pekerja_harian,bali,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
27,WhatsApp / kenalan / pelanggan langsung,2,7,4,5,980000,375000,860000,300000,1,"Akhir bulan / tanggal gajian, Awal bulan, Ramadan / menjelang Lebaran","Jumlah pesanan atau project yang masuk, Jam saya bekerja",3,"Saran menabung, Pengingat kalau penghasilan sedang turun",freelancer_desain,kalimantan,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
22,"Website freelance seperti Fiverr, Upwork",1,17,6,5,275000,370000,500000,220000,4,"Awal bulan, Akhir bulan / tanggal gajian",Jumlah pesanan atau project yang masuk,5,"Saran batas pengeluaran minggu ini, Perkiraan penghasilan minggu depan",freelancer_it,jawa_barat_lainnya,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
45,Gojek,0,35,6,6,270000,200000,225000,250000,3,"Saat ada promo dari aplikasi, Saat cuaca bagus","Jumlah pesanan atau project yang masuk, Ada atau tidaknya promo dari aplikasi",4,"Saran menabung, Ringkasan pemasukan dan pengeluaran, Perkiraan penghasilan minggu depan",ojek_online,bali,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,1
31,Projects.co.id,2,1,5,9,790000,875000,825000,775000,4,"Awal bulan, Akhir bulan / tanggal gajian","Jumlah pesanan atau project yang masuk, Jam saya bekerja",3,"Saran batas pengeluaran minggu ini, Saran menabung, Pengingat kalau penghasilan sedang turun",freelancer_it,jawa_timur,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1
25,WhatsApp / kenalan / pelanggan langsung,2,81,6,7,925000,870000,870000,775000,1,"Awal bulan, Ramadan / menjelang Lebaran","Jumlah pesanan atau project yang masuk, Akhir pekan atau hari libur",4,"Ringkasan pemasukan dan pengeluaran, Pengingat kalau penghasilan sedang turun, Saran menabung",pekerja_harian,jabodetabek,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
21,"Gojek, ShopeeFood",2,20,6,9,875000,830000,800000,950000,4,"Akhir pekan / Sabtu-Minggu, Harbolnas / flash sale online / tanggal kembar","Jumlah pesanan atau project yang masuk, Jam saya bekerja",5,"Ringkasan pemasukan dan pengeluaran, Perkiraan penghasilan minggu depan",kurir,bandung,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0
21,WhatsApp / kenalan / pelanggan langsung,0,9,3,4,175000,325000,270000,6800,0,"Akhir pekan / Sabtu-Minggu, Awal bulan",Jumlah pesanan atau project yang masuk,3,Saran menabung,tutor,kalimantan,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
