usia,sumber_pekerjaan,status_income,lama_kerja_bulan,hari_kerja_per_minggu,jam_kerja_per_hari,income_w1,income_w2,income_w3,income_w4,peak_week,waktu_ramai,faktor_fluktuasi,app_helpful_score,fitur_dibutuhkan,src_gojek,src_grab,src_instagram___tiktok___youtube,src_maxim,src_projects_co_id,src_shopee___tokopedia___tiktok_shop,src_shopeefood,src_upwork,src_website_freelance_seperti_fiverr,src_whatsapp___kenalan___pelanggan_langsung,ramai_akhir_bulan___tanggal_gajian,ramai_akhir_pekan___sabtu_minggu,ramai_awal_bulan,ramai_harbolnas___flash_sale_online___tanggal_,ramai_ramadan___menjelang_lebaran,ramai_saat_ada_promo_dari_aplikasi,ramai_saat_cuaca_bagus,fluk_ada_atau_tidaknya_promo_dari_aplikasi,fluk_akhir_pekan_atau_hari_libur,fluk_cuaca,fluk_jam_saya_bekerja,fluk_jumlah_pesanan_atau_project_yang_masuk,fluk_kondisi_fisik___capek___sakit,fluk_rating_atau_ulasan_pelanggan,fluk_tanggal_gajian___akhir_bulan,fitur_pengingat_kalau_penghasilan_sedang_turun,fitur_perkiraan_penghasilan_minggu_depan,fitur_ringkasan_pemasukan_dan_pengeluaran,fitur_saran_batas_pengeluaran_minggu_ini,fitur_saran_menabung,monthly_income,income_volatility,income_cv,income_trend,is_income_growing,total_jam_seminggu,kapasitas_jam_bulanan,intensitas_kerja_rel,experience_months_log,exp_score,income_stability,gig_type_content_creator,gig_type_freelancer_desain,gig_type_freelancer_it,gig_type_jualan_online,gig_type_kurir,gig_type_ojek_online,gig_type_pekerja_harian,gig_type_tutor,domisili_code_bali,domisili_code_bandung,domisili_code_jabodetabek,domisili_code_jawa_barat_lainnya,domisili_code_jawa_tengah,domisili_code_jawa_timur,domisili_code_kalimantan,domisili_code_sulawesi,domisili_code_sumatera,experience_tier_junior,experience_tier_mid,experience_tier_senior
30,ShopeeFood,2,23,7,10,420000,1240000,565000,1240000,4,Saat ada promo dari aplikasi,Jumlah pesanan atau project yang masuk,5,"Saran batas pengeluaran minggu ini, Ringkasan pemasukan dan pengeluaran",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,3465000,435610.20419636637,0.5028683420814133,820000,1,70,280,1.2727272727272727,3.1780538303479458,4.13146997945233,volatil,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
19,Instagram / TikTok / YouTube,2,36,5,5,850000,740000,795000,640000,1,"Akhir bulan / tanggal gajian, Awal bulan, Ramadan / menjelang Lebaran","Jumlah pesanan atau project yang masuk, Jam saya bekerja",5,"Pengingat kalau penghasilan sedang turun, Ringkasan pemasukan dan pengeluaran, Perkiraan penghasilan minggu depan",0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,3025000,89570.73554831771,0.11844048543184434,-210000,0,25,100,1.0,3.6109179126442243,4.694193286437492,stabil,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
35,WhatsApp / kenalan / pelanggan langsung,1,8,3,8,250000,16800,360000,275000,3,"Ramadan / menjelang Lebaran, Awal bulan","Jumlah pesanan atau project yang masuk, Kondisi fisik / capek / sakit",4,"Saran menabung, Ringkasan pemasukan dan pengeluaran",0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,901800,146851.88683386627,0.6513694187822022,25000,1,24,96,0.5581395348837209,2.1972245773362196,2.1972245773362196,volatil,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
26,WhatsApp / kenalan / pelanggan langsung,1,72,7,6,1110000,300000,545000,440000,1,Ramadan / menjelang Lebaran,"Jumlah pesanan atau project yang masuk, Akhir pekan atau hari libur, Ada atau tidaknya promo dari aplikasi",3,"Saran menabung, Ringkasan pemasukan dan pengeluaran",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,2395000,355302.1015042457,0.5934054415011344,-670000,0,42,168,1.3548387096774193,4.290459441148391,4.290459441148391,volatil,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
29,"WhatsApp / kenalan / pelanggan langsung, Instagram / TikTok / YouTube",2,19,4,5,435000,575000,1350000,1342800,4,"Awal bulan, Akhir bulan / tanggal gajian, Ramadan / menjelang Lebaran",Jumlah pesanan atau project yang masuk,4,"Saran batas pengeluaran minggu ini, Pengingat kalau penghasilan sedang turun, Perkiraan penghasilan minggu depan",0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,3702800,489142.06525303057,0.52840178983606,907800,1,20,80,0.8,2.995732273553991,3.8944519556201884,volatil,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
28,"Projects.co.id, Website freelance seperti Fiverr",1,13,4,9,500000,525000,490000,490000,3,"Awal bulan, Akhir bulan / tanggal gajian","Jumlah pesanan atau project yang masuk, Rating atau ulasan pelanggan, Jam saya bekerja",4,Saran menabung,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,2005000,16520.189667999173,0.032957918623602096,-10000,0,36,144,1.263157894736842,2.639057329615259,2.639057329615259,stabil,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
25,WhatsApp / kenalan / pelanggan langsung,1,18,4,4,175000,170000,170000,175000,0,"Harbolnas / flash sale online / tanggal kembar, Akhir pekan / Sabtu-Minggu",Jumlah pesanan atau project yang masuk,2,"Saran batas pengeluaran minggu ini, Pengingat kalau penghasilan sedang turun",0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,690000,2886.751345948129,0.016734693398578145,0,0,16,64,0.8888888888888888,2.9444389791664403,2.9444389791664403,stabil,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
40,Gojek,2,31,7,8,900000,940000,930000,910000,1,"Ramadan / menjelang Lebaran, Saat ada promo dari aplikasi","Jumlah pesanan atau project yang masuk, Jam saya bekerja, Rating atau ulasan pelanggan",5,"Saran menabung, Ringkasan pemasukan dan pengeluaran, Perkiraan penghasilan minggu depan",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,3680000,18257.418583505536,0.019844998628811856,10000,1,56,224,1.018181818181818,3.4657359027997265,4.505456673639645,stabil,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
31,Grab,1,22,6,8,640000,755000,635000,600000,0,"Awal bulan, Saat ada promo dari aplikasi","Jumlah pesanan atau project yang masuk, Ada atau tidaknya promo dari aplikasi, Cuaca",1,"Pengingat kalau penghasilan sedang turun, Ringkasan pemasukan dan pengeluaran, Saran menabung",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,2630000,67391.88873051909,0.10249701328289856,-40000,0,48,192,0.8727272727272727,3.1354942159291497,3.1354942159291497,stabil,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
39,WhatsApp / kenalan / pelanggan langsung,2,21,7,7,575000,410000,570000,1240000,1,"Awal bulan, Ramadan / menjelang Lebaran, Akhir pekan / Sabtu-Minggu","Jumlah pesanan atau project yang masuk, Jam saya bekerja",4,"Ringkasan pemasukan dan pengeluaran, Pengingat kalau penghasilan sedang turun, Perkiraan penghasilan minggu depan",0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,2795000,368880.62658083125,0.5279142735836245,665000,1,49,196,1.1395348837209303,3.091042453358316,4.018355189365811,volatil,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
20,"WhatsApp / kenalan / pelanggan langsung, Shopee / Tokopedia / TikTok Shop, Instagram / TikTok / YouTube",1,30,7,4,825000,685000,670000,650000,1,Harbolnas / flash sale online / tanggal kembar,Jumlah pesanan atau project yang masuk,5,"Saran batas pengeluaran minggu ini, Pengingat kalau penghasilan sedang turun",0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2830000,79634.5821026686,0.11255755412737029,-175000,0,28,112,0.9032258064516129,3.4339872044851463,3.4339872044851463,stabil,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
25,WhatsApp / kenalan / pelanggan langsung,1,58,5,8,520000,830000,525000,1025000,4,Awal bulan,Jumlah pesanan atau project yang masuk,2,"Pengingat kalau penghasilan sedang turun, Ringkasan pemasukan dan pengeluaran",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,2900000,247015.519080617,0.3407105908552085,505000,1,40,160,1.6,4.07753744390572,4.07753744390572,sedang,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
21,"Instagram / TikTok / YouTube, Shopee / Tokopedia / TikTok Shop",0,31,5,2,18400,390000,405000,325000,4,"Akhir pekan / Sabtu-Minggu, Harbolnas / flash sale online / tanggal kembar",Jumlah pesanan atau project yang masuk,2,Saran batas pengeluaran minggu ini,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1138400,180831.33946673438,0.6353854676081053,306600,1,10,40,0.5555555555555556,3.4657359027997265,2.4260151319598084,volatil,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
27,"WhatsApp / kenalan / pelanggan langsung, Instagram / TikTok / YouTube",0,13,4,4,300000,275000,255000,250000,1,"Awal bulan, Akhir pekan / Sabtu-Minggu, Akhir bulan / tanggal gajian","Jumlah pesanan atau project yang masuk, Kondisi fisik / capek / sakit",5,Pengingat kalau penghasilan sedang turun,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1080000,22730.30282830976,0.08418599497153625,-50000,0,16,64,1.2307692307692308,2.639057329615259,1.8473401307306812,stabil,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
32,"Gojek, Grab",2,2,7,9,680000,410000,805000,550000,3,Ramadan / menjelang Lebaran,"Jumlah pesanan atau project yang masuk, Cuaca",4,"Saran menabung, Perkiraan penghasilan minggu depan",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,2445000,169822.21095408377,0.2778272934589617,-130000,0,63,252,1.1454545454545455,1.0986122886681096,1.4281959752685425,sedang,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
44,WhatsApp / kenalan / pelanggan langsung,2,25,7,7,295000,210000,350000,300000,1,"Akhir pekan / Sabtu-Minggu, Ramadan / menjelang Lebaran, Awal bulan","Jumlah pesanan atau project yang masuk, Kondisi fisik / capek / sakit, Akhir pekan atau hari libur",3,"Ringkasan pemasukan dan pengeluaran, Saran menabung",0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1155000,58076.81694675309,0.20113113702377858,5000,1,49,196,1.1395348837209303,3.258096538021482,4.2355254994279266,sedang,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
25,ShopeeFood,2,5,6,7,600000,610000,700000,280000,4,Saat ada promo dari aplikasi,"Jumlah pesanan atau project yang masuk, Cuaca",3,"Pengingat kalau penghasilan sedang turun, Saran batas pengeluaran minggu ini",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,2190000,183915.7415774952,0.3359185491487599,-320000,0,42,168,0.7636363636363637,1.791759469228055,2.3292873099964715,sedang,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
28,"Instagram / TikTok / YouTube, WhatsApp / kenalan / pelanggan langsung",1,16,5,3,400000,450000,340000,375000,4,Harbolnas / flash sale online / tanggal kembar,"Jumlah pesanan atau project yang masuk, Akhir pekan atau hari libur",1,"Saran menabung, Pengingat kalau penghasilan sedang turun, Ringkasan pemasukan dan pengeluaran",0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1565000,46255.63028792639,0.11822495095968161,-25000,0,15,60,0.8333333333333334,2.833213344056216,2.833213344056216,stabil,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
28,Website freelance seperti Fiverr,1,19,5,8,530000,675000,525000,1342800,4,"Akhir bulan / tanggal gajian, Awal bulan",Jumlah pesanan atau project yang masuk,5,"Pengingat kalau penghasilan sedang turun, Ringkasan pemasukan dan pengeluaran, Saran menabung",0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,3072800,389331.4269359719,0.5068093206543234,812800,1,40,160,1.4035087719298245,2.995732273553991,2.995732273553991,volatil,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
24,Instagram / TikTok / YouTube,1,42,3,2,325000,820000,825000,400000,4,Akhir pekan / Sabtu-Minggu,"Jumlah pesanan atau project yang masuk, Jam saya bekerja, Tanggal gajian / akhir bulan",4,"Saran batas pengeluaran minggu ini, Pengingat kalau penghasilan sedang turun, Ringkasan pemasukan dan pengeluaran",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,2370000,267348.087705897,0.45121963963925293,75000,1,6,24,0.46153846153846156,3.7612001156935624,3.7612001156935624,volatil,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
26,"Instagram / TikTok / YouTube, Shopee / Tokopedia / TikTok Shop, WhatsApp / kenalan / pelanggan langsung",0,42,5,4,60000,60000,75000,6800,4,"Saat ada promo dari aplikasi, Ramadan / menjelang Lebaran","Jumlah pesanan atau project yang masuk, Ada atau tidaknya promo dari aplikasi, Tanggal gajian / akhir bulan",5,"Saran batas pengeluaran minggu ini, Ringkasan pemasukan dan pengeluaran, Perkiraan penghasilan minggu depan",0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0,201800,29946.78613808166,0.5935816165800809,-53200,0,20,80,0.6451612903225806,3.7612001156935624,2.6328400809854937,volatil,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
34,Grab,2,1,5,11,930000,660000,710000,450000,2,Ramadan / menjelang Lebaran,"Jumlah pesanan atau project yang masuk, Ada atau tidaknya promo dari aplikasi, Jam saya bekerja",5,Ringkasan pemasukan dan pengeluaran,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,2750000,197040.60495238032,0.2866040994156813,-480000,0,55,220,1.0,0.6931471805599453,0.9010913347279289,sedang,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
26,"Website freelance seperti Fiverr, Upwork",1,56,4,6,1270000,1075000,790000,375000,1,"Akhir bulan / tanggal gajian, Awal bulan, Ramadan / menjelang Lebaran","Jumlah pesanan atau project yang masuk, Rating atau ulasan pelanggan",5,Ringkasan pemasukan dan pengeluaran,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,3510000,388683.6760143137,0.4429438553509497,-895000,0,24,96,0.8421052631578947,4.04305126783455,4.04305126783455,volatil,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
24,"Projects.co.id, WhatsApp / kenalan / pelanggan langsung",0,36,5,6,420000,360000,450000,6800,0,"Akhir bulan / tanggal gajian, Awal bulan","Jumlah pesanan atau project yang masuk, Jam saya bekerja, Tanggal gajian / akhir bulan",5,"Saran batas pengeluaran minggu ini, Saran menabung",0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1236800,205042.824795212,0.663137650897675,-413200,0,30,120,1.2,3.6109179126442243,2.527642538850957,volatil,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
22,WhatsApp / kenalan / pelanggan langsung,2,6,5,8,725000,550000,740000,725000,1,"Ramadan / menjelang Lebaran, Awal bulan","Jumlah pesanan atau project yang masuk, Akhir pekan atau hari libur",5,"Ringkasan pemasukan dan pengeluaran, Saran menabung",0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,2740000,90277.35042633895,0.1317915600507721,0,0,40,160,0.9302325581395349,1.9459101490553132,2.5296831937719073,stabil,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
26,WhatsApp / kenalan / pelanggan langsung,1,2,5,9,220000,675000,300000,225000,2,Ramadan / menjelang Lebaran,"Jumlah pesanan atau project yang masuk, Jam saya bekerja",4,"Pengingat kalau penghasilan sedang turun, Saran batas pengeluaran minggu ini, Perkiraan penghasilan minggu depan",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1420000,216448.60821913363,0.6097126718491881,5000,1,45,180,1.0465116279069768,1.0986122886681096,1.0986122886681096,volatil,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
17,WhatsApp / kenalan / pelanggan langsung,2,33,6,10,425000,270000,920000,425000,0,"Ramadan / menjelang Lebaran, Awal bulan","Jumlah pesanan atau project yang masuk, Kondisi fisik / capek / sakit",5,"Saran menabung, Saran batas pengeluaran minggu ini",0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2040000,282931.08701590216,0.5547657495101033,0,0,60,240,1.3953488372093024,3.5263605246161616,4.58426868200101,volatil,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
17,Instagram / TikTok / YouTube,1,34,4,2,200000,350000,320000,500000,3,"Akhir pekan / Sabtu-Minggu, Awal bulan, Akhir bulan / tanggal gajian","Jumlah pesanan atau project yang masuk, Kondisi fisik / capek / sakit, Tanggal gajian / akhir bulan",2,"Pengingat kalau penghasilan sedang turun, Saran menabung, Ringkasan pemasukan dan pengeluaran",0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1370000,123389.62679253066,0.3602606322099225,300000,1,8,32,0.6153846153846154,3.5553480614894135,3.5553480614894135,volatil,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
44,WhatsApp / kenalan / pelanggan langsung,2,44,6,8,225000,300000,230000,275000,4,"Ramadan / menjelang Lebaran, Awal bulan","Jumlah pesanan atau project yang masuk, Jam saya bekerja, Kondisi fisik / capek / sakit",4,"Ringkasan pemasukan dan pengeluaran, Saran batas pengeluaran minggu ini, Perkiraan penghasilan minggu depan",0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1030000,36170.890690351174,0.14046893289871176,50000,1,48,192,1.1162790697674418,3.8066624897703196,4.948661236701415,stabil,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
26,"Instagram / TikTok / YouTube, Shopee / Tokopedia / TikTok Shop",2,63,5,6,220000,715000,175000,625000,2,"Harbolnas / flash sale online / tanggal kembar, Ramadan / menjelang Lebaran","Jumlah pesanan atau project yang masuk, Tanggal gajian / akhir bulan",5,"Ringkasan pemasukan dan pengeluaran, Saran batas pengeluaran minggu ini",0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1735000,275873.6123662428,0.6360183892745903,405000,1,30,120,0.967741935483871,4.1588830833596715,5.406548008367573,volatil,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
25,Instagram / TikTok / YouTube,0,38,4,7,550000,140000,100000,540000,1,Saat ada promo dari aplikasi,Jumlah pesanan atau project yang masuk,3,"Pengingat kalau penghasilan sedang turun, Saran menabung, Saran batas pengeluaran minggu ini",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1330000,245950.53703268603,0.7396986385986389,-10000,0,28,112,0.9032258064516129,3.6635616461296463,2.564493152290752,volatil,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
17,"Upwork, Projects.co.id",0,21,4,4,1000000,700000,1180000,650000,3,"Awal bulan, Akhir bulan / tanggal gajian, Akhir pekan / Sabtu-Minggu",Jumlah pesanan atau project yang masuk,4,"Saran menabung, Perkiraan penghasilan minggu depan",0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,3530000,251445.81921360316,0.2849241181750538,-350000,0,16,64,0.5614035087719298,3.091042453358316,2.163729717350821,sedang,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
17,WhatsApp / kenalan / pelanggan langsung,0,2,4,6,720000,200000,250000,240000,4,"Awal bulan, Ramadan / menjelang Lebaran","Jumlah pesanan atau project yang masuk, Akhir pekan atau hari libur",4,Saran menabung,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1410000,245950.53703268603,0.6977300405748807,-480000,0,24,96,0.5581395348837209,1.0986122886681096,0.7690286020676766,volatil,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
29,Grab,2,37,6,10,930000,830000,910000,825000,0,"Saat ada promo dari aplikasi, Awal bulan, Saat cuaca bagus","Jumlah pesanan atau project yang masuk, Jam saya bekerja",2,"Saran menabung, Saran batas pengeluaran minggu ini",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,3495000,54064.00527769531,0.061875757827682384,-105000,0,60,240,1.0909090909090908,3.6375861597263857,4.7288620076443015,stabil,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
33,"Shopee / Tokopedia / TikTok Shop, Instagram / TikTok / YouTube, WhatsApp / kenalan / pelanggan langsung",2,3,7,4,570000,440000,560000,370000,0,Akhir bulan / tanggal gajian,"Jumlah pesanan atau project yang masuk, Akhir pekan atau hari libur",4,"Ringkasan pemasukan dan pengeluaran, Pengingat kalau penghasilan sedang turun",0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1940000,96781.54093971984,0.19954915750631408,-200000,0,28,112,0.9032258064516129,1.3862943611198906,1.8021826694558578,sedang,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
25,"Instagram / TikTok / YouTube, WhatsApp / kenalan / pelanggan langsung",1,39,6,6,400000,425000,435000,400000,3,"Saat ada promo dari aplikasi, Ramadan / menjelang Lebaran","Jumlah pesanan atau project yang masuk, Ada atau tidaknya promo dari aplikasi",5,"Pengingat kalau penghasilan sedang turun, Saran menabung, Perkiraan penghasilan minggu depan",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1660000,17795.130420052184,0.04287972901282692,0,0,36,144,1.1612903225806452,3.6888794541139363,3.6888794541139363,stabil,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
30,WhatsApp / kenalan / pelanggan langsung,0,4,6,4,325000,300000,315000,300000,1,"Akhir bulan / tanggal gajian, Harbolnas / flash sale online / tanggal kembar","Jumlah pesanan atau project yang masuk, Akhir pekan atau hari libur, Ada atau tidaknya promo dari aplikasi",3,"Saran batas pengeluaran minggu ini, Saran menabung, Ringkasan pemasukan dan pengeluaran",0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1240000,12247.44871391589,0.03950777163272341,-25000,0,24,96,0.7741935483870968,1.6094379124341003,1.1266065387038702,stabil,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
19,WhatsApp / kenalan / pelanggan langsung,2,2,5,7,440000,470000,570000,330000,3,"Akhir pekan / Sabtu-Minggu, Awal bulan",Jumlah pesanan atau project yang masuk,3,"Saran menabung, Ringkasan pemasukan dan pengeluaran, Saran batas pengeluaran minggu ini",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1810000,98784.27675158295,0.21830731147905297,-110000,0,35,140,0.813953488372093,1.0986122886681096,1.4281959752685425,sedang,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
25,"Shopee / Tokopedia / TikTok Shop, Instagram / TikTok / YouTube",0,5,5,3,450000,225000,275000,425000,1,"Akhir pekan / Sabtu-Minggu, Harbolnas / flash sale online / tanggal kembar, Ramadan / menjelang Lebaran","Jumlah pesanan atau project yang masuk, Tanggal gajian / akhir bulan",1,"Pengingat kalau penghasilan sedang turun, Ringkasan pemasukan dan pengeluaran",0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1375000,110632.65039459793,0.3218395012511904,-25000,0,15,60,0.8333333333333334,1.791759469228055,1.2542316284596384,sedang,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
21,Website freelance seperti Fiverr,0,64,4,6,490000,455000,315000,930000,1,Akhir bulan / tanggal gajian,"Jumlah pesanan atau project yang masuk, Jam saya bekerja",5,"Saran batas pengeluaran minggu ini, Pengingat kalau penghasilan sedang turun",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,2190000,265973.05627951614,0.48579464928742805,440000,1,24,96,0.96,4.174387269895637,2.9220710889269457,volatil,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
26,Upwork,1,4,4,7,580000,1273200,400000,1342800,4,"Akhir bulan / tanggal gajian, Awal bulan, Akhir pekan / Sabtu-Minggu",Jumlah pesanan atau project yang masuk,3,"Pengingat kalau penghasilan sedang turun, Ringkasan pemasukan dan pengeluaran",0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,3596000,478799.22027226957,0.5325903088787104,762800,1,28,112,0.9824561403508771,1.6094379124341003,1.6094379124341003,volatil,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
33,WhatsApp / kenalan / pelanggan langsung,1,20,6,7,360000,355000,325000,425000,4,"Ramadan / menjelang Lebaran, Akhir pekan / Sabtu-Minggu, Awal bulan","Jumlah pesanan atau project yang masuk, Akhir pekan atau hari libur, Jam saya bekerja",3,Ringkasan pemasukan dan pengeluaran,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1465000,42106.01698886593,0.11496492020189959,65000,1,42,168,0.9767441860465116,3.044522437723423,3.044522437723423,stabil,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
