respondent_id,synthetic_user_id,dataset_type,week_index,week_start_date,year,month,week_of_month,quarter,is_month_start,is_month_end,is_payday_period,is_weekend,is_ramadan_lebaran_period,is_harbolnas_period,is_christmas_year_end,is_new_year,seasonal_event_type,gig_type,domisili_code,usia,experience_months_log,hari_kerja_per_minggu,jam_kerja_per_hari,total_jam_seminggu,bps_jasa_weekly,pref_awal_bulan,pref_payday,pref_weekend,pref_ramadan_lebaran,pref_natal_tahun_baru,pref_harbolnas,pref_promo_aplikasi,synthetic_weekly_income,is_synthetic,synthetic_generation_note
R0089,SYN_R0089,synthetic_52w,5,2026-01-29,2026,1,5,1,0,1,1,0,0,0,0,0,normal,tutor,sulawesi,32,2.9444389791664403,2,2,4,559306.0,0,0,1,0,1,1,0,70031.0,1,"AR1: base=78750, cv=0.069"
R0089,SYN_R0089,synthetic_52w,6,2026-02-05,2026,2,1,1,1,0,1,0,0,0,0,0,normal,tutor,sulawesi,32,2.9444389791664403,2,2,4,559306.0,0,0,1,0,1,1,0,68587.0,1,"AR1: base=78750, cv=0.069"
R0089,SYN_R0089,synthetic_52w,7,2026-02-12,2026,2,2,1,0,0,0,0,0,0,0,0,normal,tutor,sulawesi,32,2.9444389791664403,2,2,4,559306.0,0,0,1,0,1,1,0,67919.0,1,"AR1: base=78750, cv=0.069"
R0089,SYN_R0089,synthetic_52w,8,2026-02-19,2026,2,3,1,0,0,0,0,0,0,0,0,normal,tutor,sulawesi,32,2.9444389791664403,2,2,4,559306.0,0,0,1,0,1,1,0,67728.0,1,"AR1: base=78750, cv=0.069"
R0089,SYN_R0089,synthetic_52w,9,2026-02-26,2026,2,4,1,0,1,1,0,0,0,0,0,normal,tutor,sulawesi,32,2.9444389791664403,2,2,4,559306.0,0,0,1,0,1,1,0,66601.0,1,"AR1: base=78750, cv=0.069"
R0089,SYN_R0089,synthetic_52w,10,2026-03-05,2026,3,1,1,1,0,1,0,1,0,0,0,normal,tutor,sulawesi,32,2.9444389791664403,2,2,4,559306.0,0,0,1,0,1,1,0,66783.0,1,"AR1: base=78750, cv=0.069"
R0089,SYN_R0089,synthetic_52w,11,2026-03-12,2026,3,2,1,0,0,0,0,1,0,0,0,normal,tutor,sulawesi,32,2.9444389791664403,2,2,4,559306.0,0,0,1,0,1,1,0,63456.0,1,"AR1: base=78750, cv=0.069"
R0089,SYN_R0089,synthetic_52w,12,2026-03-19,2026,3,3,1,0,0,0,0,1,0,0,0,normal,tutor,sulawesi,32,2.9444389791664403,2,2,4,559306.0,0,0,1,0,1,1,0,65844.0,1,"AR1: base=78750, cv=0.069"
R0089,SYN_R0089,synthetic_52w,13,2026-03-26,2026,3,4,1,0,1,1,0,1,0,0,0,normal,tutor,sulawesi,32,2.9444389791664403,2,2,4,559306.0,0,0,1,0,1,1,0,70590.0,1,"AR1: base=78750, cv=0.069"
R0089,SYN_R0089,synthetic_52w,14,2026-04-02,2026,4,1,2,1,0,1,0,1,0,0,0,normal,tutor,sulawesi,32,2.9444389791664403,2,2,4,559306.0,0,0,1,0,1,1,0,68531.0,1,"AR1: base=78750, cv=0.069"
R0089,SYN_R0089,synthetic_52w,15,2026-04-09,2026,4,2,2,0,0,0,0,1,0,0,0,normal,tutor,sulawesi,32,2.9444389791664403,2,2,4,559306.0,0,0,1,0,1,1,0,68832.0,1,"AR1: base=78750, cv=0.069"
R0089,SYN_R0089,synthetic_52w,16,2026-04-16,2026,4,3,2,0,0,0,0,0,0,0,0,normal,tutor,sulawesi,32,2.9444389791664403,2,2,4,559306.0,0,0,1,0,1,1,0,69875.0,1,"AR1: base=78750, cv=0.069"
R0089,SYN_R0089,synthetic_52w,17,2026-04-23,2026,4,4,2,0,0,0,0,0,0,0,0,normal,tutor,sulawesi,32,2.9444389791664403,2,2,4,559306.0,0,0,1,0,1,1,0,71312.0,1,"AR1: base=78750, cv=0.069"
R0089,SYN_R0089,synthetic_52w,18,2026-04-30,2026,4,5,2,0,1,1,0,0,0,0,0,normal,tutor,sulawesi,32,2.9444389791664403,2,2,4,559306.0,0,0,1,0,1,1,0,69509.0,1,"AR1: base=78750, cv=0.069"
R0089,SYN_R0089,synthetic_52w,19,2026-05-07,2026,5,1,2,1,0,1,0,0,0,0,0,normal,tutor,sulawesi,32,2.9444389791664403,2,2,4,559306.0,0,0,1,0,1,1,0,65611.0,1,"AR1: base=78750, cv=0.069"
R0089,SYN_R0089,synthetic_52w,20,2026-05-14,2026,5,2,2,0,0,0,0,0,0,0,0,normal,tutor,sulawesi,32,2.9444389791664403,2,2,4,559306.0,0,0,1,0,1,1,0,66746.0,1,"AR1: base=78750, cv=0.069"
R0089,SYN_R0089,synthetic_52w,21,2026-05-21,2026,5,3,2,0,0,0,0,0,0,0,0,normal,tutor,sulawesi,32,2.9444389791664403,2,2,4,559306.0,0,0,1,0,1,1,0,67238.0,1,"AR1: base=78750, cv=0.069"
R0089,SYN_R0089,synthetic_52w,22,2026-05-28,2026,5,4,2,0,1,1,0,0,0,0,0,normal,tutor,sulawesi,32,2.9444389791664403,2,2,4,559306.0,0,0,1,0,1,1,0,66717.0,1,"AR1: base=78750, cv=0.069"
R0089,SYN_R0089,synthetic_52w,23,2026-06-04,2026,6,1,2,1,0,1,0,0,0,0,0,normal,tutor,sulawesi,32,2.9444389791664403,2,2,4,559306.0,0,0,1,0,1,1,0,66754.0,1,"AR1: base=78750, cv=0.069"
R0089,SYN_R0089,synthetic_52w,24,2026-06-11,2026,6,2,2,0,0,0,0,0,0,0,0,normal,tutor,sulawesi,32,2.9444389791664403,2,2,4,559306.0,0,0,1,0,1,1,0,67270.0,1,"AR1: base=78750, cv=0.069"
R0089,SYN_R0089,synthetic_52w,25,2026-06-18,2026,6,3,2,0,0,0,0,0,0,0,0,normal,tutor,sulawesi,32,2.9444389791664403,2,2,4,559306.0,0,0,1,0,1,1,0,67991.0,1,"AR1: base=78750, cv=0.069"
R0089,SYN_R0089,synthetic_52w,26,2026-06-25,2026,6,4,2,0,1,1,0,0,0,0,0,normal,tutor,sulawesi,32,2.9444389791664403,2,2,4,559306.0,0,0,1,0,1,1,0,68386.0,1,"AR1: base=78750, cv=0.069"
R0089,SYN_R0089,synthetic_52w,27,2026-07-02,2026,7,1,3,1,0,1,0,0,0,0,0,normal,tutor,sulawesi,32,2.9444389791664403,2,2,4,559306.0,0,0,1,0,1,1,0,65533.0,1,"AR1: base=78750, cv=0.069"
R0089,SYN_R0089,synthetic_52w,28,2026-07-09,2026,7,2,3,0,0,0,0,0,0,0,0,normal,tutor,sulawesi,32,2.9444389791664403,2,2,4,559306.0,0,0,1,0,1,1,0,63819.0,1,"AR1: base=78750, cv=0.069"
R0089,SYN_R0089,synthetic_52w,29,2026-07-16,2026,7,3,3,0,0,0,0,0,0,0,0,normal,tutor,sulawesi,32,2.9444389791664403,2,2,4,559306.0,0,0,1,0,1,1,0,61852.0,1,"AR1: base=78750, cv=0.069"
R0089,SYN_R0089,synthetic_52w,30,2026-07-23,2026,7,4,3,0,0,0,0,0,0,0,0,normal,tutor,sulawesi,32,2.9444389791664403,2,2,4,559306.0,0,0,1,0,1,1,0,65094.0,1,"AR1: base=78750, cv=0.069"
R0089,SYN_R0089,synthetic_52w,31,2026-07-30,2026,7,5,3,0,1,1,0,0,0,0,0,normal,tutor,sulawesi,32,2.9444389791664403,2,2,4,559306.0,0,0,1,0,1,1,0,63511.0,1,"AR1: base=78750, cv=0.069"
R0089,SYN_R0089,synthetic_52w,32,2026-08-06,2026,8,1,3,1,0,1,0,0,0,0,0,normal,tutor,sulawesi,32,2.9444389791664403,2,2,4,559306.0,0,0,1,0,1,1,0,62755.0,1,"AR1: base=78750, cv=0.069"
R0089,SYN_R0089,synthetic_52w,33,2026-08-13,2026,8,2,3,0,0,0,0,0,0,0,0,normal,tutor,sulawesi,32,2.9444389791664403,2,2,4,559306.0,0,0,1,0,1,1,0,60503.0,1,"AR1: base=78750, cv=0.069"
R0089,SYN_R0089,synthetic_52w,34,2026-08-20,2026,8,3,3,0,0,0,0,0,0,0,0,normal,tutor,sulawesi,32,2.9444389791664403,2,2,4,559306.0,0,0,1,0,1,1,0,62543.0,1,"AR1: base=78750, cv=0.069"
R0089,SYN_R0089,synthetic_52w,35,2026-08-27,2026,8,4,3,0,1,1,0,0,0,0,0,normal,tutor,sulawesi,32,2.9444389791664403,2,2,4,559306.0,0,0,1,0,1,1,0,64519.0,1,"AR1: base=78750, cv=0.069"
R0089,SYN_R0089,synthetic_52w,36,2026-09-03,2026,9,1,3,1,0,1,0,0,0,0,0,normal,tutor,sulawesi,32,2.9444389791664403,2,2,4,559306.0,0,0,1,0,1,1,0,65469.0,1,"AR1: base=78750, cv=0.069"
R0089,SYN_R0089,synthetic_52w,37,2026-09-10,2026,9,2,3,0,0,0,0,0,0,0,0,normal,tutor,sulawesi,32,2.9444389791664403,2,2,4,559306.0,0,0,1,0,1,1,0,65923.0,1,"AR1: base=78750, cv=0.069"
R0089,SYN_R0089,synthetic_52w,38,2026-09-17,2026,9,3,3,0,0,0,0,0,0,0,0,normal,tutor,sulawesi,32,2.9444389791664403,2,2,4,559306.0,0,0,1,0,1,1,0,66551.0,1,"AR1: base=78750, cv=0.069"
R0089,SYN_R0089,synthetic_52w,39,2026-09-24,2026,9,4,3,0,1,0,0,0,0,0,0,normal,tutor,sulawesi,32,2.9444389791664403,2,2,4,559306.0,0,0,1,0,1,1,0,68696.0,1,"AR1: base=78750, cv=0.069"
R0089,SYN_R0089,synthetic_52w,40,2026-10-01,2026,10,1,4,1,0,1,0,0,0,0,0,normal,tutor,sulawesi,32,2.9444389791664403,2,2,4,559306.0,0,0,1,0,1,1,0,67940.0,1,"AR1: base=78750, cv=0.069"
R0089,SYN_R0089,synthetic_52w,41,2026-10-08,2026,10,2,4,0,0,0,0,0,0,0,0,normal,tutor,sulawesi,32,2.9444389791664403,2,2,4,559306.0,0,0,1,0,1,1,0,66769.0,1,"AR1: base=78750, cv=0.069"
R0089,SYN_R0089,synthetic_52w,42,2026-10-15,2026,10,3,4,0,0,0,0,0,0,0,0,normal,tutor,sulawesi,32,2.9444389791664403,2,2,4,559306.0,0,0,1,0,1,1,0,66527.0,1,"AR1: base=78750, cv=0.069"
R0089,SYN_R0089,synthetic_52w,43,2026-10-22,2026,10,4,4,0,0,0,0,0,0,0,0,normal,tutor,sulawesi,32,2.9444389791664403,2,2,4,559306.0,0,0,1,0,1,1,0,67894.0,1,"AR1: base=78750, cv=0.069"
R0089,SYN_R0089,synthetic_52w,44,2026-10-29,2026,10,5,4,0,1,1,0,0,0,0,0,normal,tutor,sulawesi,32,2.9444389791664403,2,2,4,559306.0,0,0,1,0,1,1,0,70258.0,1,"AR1: base=78750, cv=0.069"
R0089,SYN_R0089,synthetic_52w,45,2026-11-05,2026,11,1,4,1,0,1,0,0,0,0,0,normal,tutor,sulawesi,32,2.9444389791664403,2,2,4,559306.0,0,0,1,0,1,1,0,68180.0,1,"AR1: base=78750, cv=0.069"
R0089,SYN_R0089,synthetic_52w,46,2026-11-12,2026,11,2,4,0,0,0,0,0,0,0,0,normal,tutor,sulawesi,32,2.9444389791664403,2,2,4,559306.0,0,0,1,0,1,1,0,68117.0,1,"AR1: base=78750, cv=0.069"
R0089,SYN_R0089,synthetic_52w,47,2026-11-19,2026,11,3,4,0,0,0,0,0,0,0,0,normal,tutor,sulawesi,32,2.9444389791664403,2,2,4,559306.0,0,0,1,0,1,1,0,68501.0,1,"AR1: base=78750, cv=0.069"
R0089,SYN_R0089,synthetic_52w,48,2026-11-26,2026,11,4,4,0,1,1,0,0,0,0,0,normal,tutor,sulawesi,32,2.9444389791664403,2,2,4,559306.0,0,0,1,0,1,1,0,66392.0,1,"AR1: base=78750, cv=0.069"
R0089,SYN_R0089,synthetic_52w,49,2026-12-03,2026,12,1,4,1,0,1,0,0,0,0,0,normal,tutor,sulawesi,32,2.9444389791664403,2,2,4,559306.0,0,0,1,0,1,1,0,70582.0,1,"AR1: base=78750, cv=0.069"
R0089,SYN_R0089,synthetic_52w,50,2026-12-10,2026,12,2,4,0,0,0,0,0,0,0,0,normal,tutor,sulawesi,32,2.9444389791664403,2,2,4,559306.0,0,0,1,0,1,1,0,68149.0,1,"AR1: base=78750, cv=0.069"
R0089,SYN_R0089,synthetic_52w,51,2026-12-17,2026,12,3,4,0,0,0,0,0,0,0,0,normal,tutor,sulawesi,32,2.9444389791664403,2,2,4,559306.0,0,0,1,0,1,1,0,65368.0,1,"AR1: base=78750, cv=0.069"
R0089,SYN_R0089,synthetic_52w,52,2026-12-24,2026,12,4,4,0,1,0,0,0,0,1,0,christmas_year_end,tutor,sulawesi,32,2.9444389791664403,2,2,4,559306.0,0,0,1,0,1,1,0,67386.0,1,"AR1: base=78750, cv=0.069"
R0090,SYN_R0090,synthetic_52w,1,2026-01-01,2026,1,1,1,1,0,1,0,0,0,0,1,normal,tutor,jawa_tengah,30,2.70805020110221,4,1,4,442180.75,0,0,1,1,0,0,0,242006.0,1,"AR1: base=242500, cv=0.118"
R0090,SYN_R0090,synthetic_52w,2,2026-01-08,2026,1,2,1,0,0,0,0,0,0,0,0,normal,tutor,jawa_tengah,30,2.70805020110221,4,1,4,442180.75,0,0,1,1,0,0,0,223326.0,1,"AR1: base=242500, cv=0.118"
R0090,SYN_R0090,synthetic_52w,3,2026-01-15,2026,1,3,1,0,0,0,0,0,0,0,0,normal,tutor,jawa_tengah,30,2.70805020110221,4,1,4,442180.75,0,0,1,1,0,0,0,225501.0,1,"AR1: base=242500, cv=0.118"
R0090,SYN_R0090,synthetic_52w,4,2026-01-22,2026,1,4,1,0,0,0,0,0,0,0,0,normal,tutor,jawa_tengah,30,2.70805020110221,4,1,4,442180.75,0,0,1,1,0,0,0,211927.0,1,"AR1: base=242500, cv=0.118"
R0090,SYN_R0090,synthetic_52w,5,2026-01-29,2026,1,5,1,0,1,1,0,0,0,0,0,normal,tutor,jawa_tengah,30,2.70805020110221,4,1,4,442180.75,0,0,1,1,0,0,0,209435.0,1,"AR1: base=242500, cv=0.118"
R0090,SYN_R0090,synthetic_52w,6,2026-02-05,2026,2,1,1,1,0,1,0,0,0,0,0,normal,tutor,jawa_tengah,30,2.70805020110221,4,1,4,442180.75,0,0,1,1,0,0,0,203196.0,1,"AR1: base=242500, cv=0.118"
R0090,SYN_R0090,synthetic_52w,7,2026-02-12,2026,2,2,1,0,0,0,0,0,0,0,0,normal,tutor,jawa_tengah,30,2.70805020110221,4,1,4,442180.75,0,0,1,1,0,0,0,207939.0,1,"AR1: base=242500, cv=0.118"
R0090,SYN_R0090,synthetic_52w,8,2026-02-19,2026,2,3,1,0,0,0,0,0,0,0,0,normal,tutor,jawa_tengah,30,2.70805020110221,4,1,4,442180.75,0,0,1,1,0,0,0,206102.0,1,"AR1: base=242500, cv=0.118"
R0090,SYN_R0090,synthetic_52w,9,2026-02-26,2026,2,4,1,0,1,1,0,0,0,0,0,normal,tutor,jawa_tengah,30,2.70805020110221,4,1,4,442180.75,0,0,1,1,0,0,0,203887.0,1,"AR1: base=242500, cv=0.118"
R0090,SYN_R0090,synthetic_52w,10,2026-03-05,2026,3,1,1,1,0,1,0,1,0,0,0,ramadan_lebaran,tutor,jawa_tengah,30,2.70805020110221,4,1,4,442180.75,0,0,1,1,0,0,0,225513.0,1,"AR1: base=242500, cv=0.118"
R0090,SYN_R0090,synthetic_52w,11,2026-03-12,2026,3,2,1,0,0,0,0,1,0,0,0,ramadan_lebaran,tutor,jawa_tengah,30,2.70805020110221,4,1,4,442180.75,0,0,1,1,0,0,0,225700.0,1,"AR1: base=242500, cv=0.118"
R0090,SYN_R0090,synthetic_52w,12,2026-03-19,2026,3,3,1,0,0,0,0,1,0,0,0,ramadan_lebaran,tutor,jawa_tengah,30,2.70805020110221,4,1,4,442180.75,0,0,1,1,0,0,0,231845.0,1,"AR1: base=242500, cv=0.118"
R0090,SYN_R0090,synthetic_52w,13,2026-03-26,2026,3,4,1,0,1,1,0,1,0,0,0,ramadan_lebaran,tutor,jawa_tengah,30,2.70805020110221,4,1,4,442180.75,0,0,1,1,0,0,0,234338.0,1,"AR1: base=242500, cv=0.118"
R0090,SYN_R0090,synthetic_52w,14,2026-04-02,2026,4,1,2,1,0,1,0,1,0,0,0,ramadan_lebaran,tutor,jawa_tengah,30,2.70805020110221,4,1,4,442180.75,0,0,1,1,0,0,0,234626.0,1,"AR1: base=242500, cv=0.118"
R0090,SYN_R0090,synthetic_52w,15,2026-04-09,2026,4,2,2,0,0,0,0,1,0,0,0,ramadan_lebaran,tutor,jawa_tengah,30,2.70805020110221,4,1,4,442180.75,0,0,1,1,0,0,0,243931.0,1,"AR1: base=242500, cv=0.118"
R0090,SYN_R0090,synthetic_52w,16,2026-04-16,2026,4,3,2,0,0,0,0,0,0,0,0,normal,tutor,jawa_tengah,30,2.70805020110221,4,1,4,442180.75,0,0,1,1,0,0,0,222448.0,1,"AR1: base=242500, cv=0.118"
R0090,SYN_R0090,synthetic_52w,17,2026-04-23,2026,4,4,2,0,0,0,0,0,0,0,0,normal,tutor,jawa_tengah,30,2.70805020110221,4,1,4,442180.75,0,0,1,1,0,0,0,227645.0,1,"AR1: base=242500, cv=0.118"
R0090,SYN_R0090,synthetic_52w,18,2026-04-30,2026,4,5,2,0,1,1,0,0,0,0,0,normal,tutor,jawa_tengah,30,2.70805020110221,4,1,4,442180.75,0,0,1,1,0,0,0,219823.0,1,"AR1: base=242500, cv=0.118"
R0090,SYN_R0090,synthetic_52w,19,2026-05-07,2026,5,1,2,1,0,1,0,0,0,0,0,normal,tutor,jawa_tengah,30,2.70805020110221,4,1,4,442180.75,0,0,1,1,0,0,0,219441.0,1,"AR1: base=242500, cv=0.118"
R0090,SYN_R0090,synthetic_52w,20,2026-05-14,2026,5,2,2,0,0,0,0,0,0,0,0,normal,tutor,jawa_tengah,30,2.70805020110221,4,1,4,442180.75,0,0,1,1,0,0,0,210825.0,1,"AR1: base=242500, cv=0.118"
R0090,SYN_R0090,synthetic_52w,21,2026-05-21,2026,5,3,2,0,0,0,0,0,0,0,0,normal,tutor,jawa_tengah,30,2.70805020110221,4,1,4,442180.75,0,0,1,1,0,0,0,211467.0,1,"AR1: base=242500, cv=0.118"
R0090,SYN_R0090,synthetic_52w,22,2026-05-28,2026,5,4,2,0,1,1,0,0,0,0,0,normal,tutor,jawa_tengah,30,2.70805020110221,4,1,4,442180.75,0,0,1,1,0,0,0,203095.0,1,"AR1: base=242500, cv=0.118"
R0090,SYN_R0090,synthetic_52w,23,2026-06-04,2026,6,1,2,1,0,1,0,0,0,0,0,normal,tutor,jawa_tengah,30,2.70805020110221,4,1,4,442180.75,0,0,1,1,0,0,0,207228.0,1,"AR1: base=242500, cv=0.118"
R0090,SYN_R0090,synthetic_52w,24,2026-06-11,2026,6,2,2,0,0,0,0,0,0,0,0,normal,tutor,jawa_tengah,30,2.70805020110221,4,1,4,442180.75,0,0,1,1,0,0,0,205506.0,1,"AR1: base=242500, cv=0.118"
R0090,SYN_R0090,synthetic_52w,25,2026-06-18,2026,6,3,2,0,0,0,0,0,0,0,0,normal,tutor,jawa_tengah,30,2.70805020110221,4,1,4,442180.75,0,0,1,1,0,0,0,206488.0,1,"AR1: base=242500, cv=0.118"
R0090,SYN_R0090,synthetic_52w,26,2026-06-25,2026,6,4,2,0,1,1,0,0,0,0,0,normal,tutor,jawa_tengah,30,2.70805020110221,4,1,4,442180.75,0,0,1,1,0,0,0,210776.0,1,"AR1: base=242500, cv=0.118"
R0090,SYN_R0090,synthetic_52w,27,2026-07-02,2026,7,1,3,1,0,1,0,0,0,0,0,normal,tutor,jawa_tengah,30,2.70805020110221,4,1,4,442180.75,0,0,1,1,0,0,0,208187.0,1,"AR1: base=242500, cv=0.118"
R0090,SYN_R0090,synthetic_52w,28,2026-07-09,2026,7,2,3,0,0,0,0,0,0,0,0,normal,tutor,jawa_tengah,30,2.70805020110221,4,1,4,442180.75,0,0,1,1,0,0,0,193598.0,1,"AR1: base=242500, cv=0.118"
R0090,SYN_R0090,synthetic_52w,29,2026-07-16,2026,7,3,3,0,0,0,0,0,0,0,0,normal,tutor,jawa_tengah,30,2.70805020110221,4,1,4,442180.75,0,0,1,1,0,0,0,196805.0,1,"AR1: base=242500, cv=0.118"
R0090,SYN_R0090,synthetic_52w,30,2026-07-23,2026,7,4,3,0,0,0,0,0,0,0,0,normal,tutor,jawa_tengah,30,2.70805020110221,4,1,4,442180.75,0,0,1,1,0,0,0,188809.0,1,"AR1: base=242500, cv=0.118"
R0090,SYN_R0090,synthetic_52w,31,2026-07-30,2026,7,5,3,0,1,1,0,0,0,0,0,normal,tutor,jawa_tengah,30,2.70805020110221,4,1,4,442180.75,0,0,1,1,0,0,0,186312.0,1,"AR1: base=242500, cv=0.118"
R0090,SYN_R0090,synthetic_52w,32,2026-08-06,2026,8,1,3,1,0,1,0,0,0,0,0,normal,tutor,jawa_tengah,30,2.70805020110221,4,1,4,442180.75,0,0,1,1,0,0,0,184585.0,1,"AR1: base=242500, cv=0.118"
R0090,SYN_R0090,synthetic_52w,33,2026-08-13,2026,8,2,3,0,0,0,0,0,0,0,0,normal,tutor,jawa_tengah,30,2.70805020110221,4,1,4,442180.75,0,0,1,1,0,0,0,202830.0,1,"AR1: base=242500, cv=0.118"
R0090,SYN_R0090,synthetic_52w,34,2026-08-20,2026,8,3,3,0,0,0,0,0,0,0,0,normal,tutor,jawa_tengah,30,2.70805020110221,4,1,4,442180.75,0,0,1,1,0,0,0,203162.0,1,"AR1: base=242500, cv=0.118"
R0090,SYN_R0090,synthetic_52w,35,2026-08-27,2026,8,4,3,0,1,1,0,0,0,0,0,normal,tutor,jawa_tengah,30,2.70805020110221,4,1,4,442180.75,0,0,1,1,0,0,0,203868.0,1,"AR1: base=242500, cv=0.118"
R0090,SYN_R0090,synthetic_52w,36,2026-09-03,2026,9,1,3,1,0,1,0,0,0,0,0,normal,tutor,jawa_tengah,30,2.70805020110221,4,1,4,442180.75,0,0,1,1,0,0,0,207683.0,1,"AR1: base=242500, cv=0.118"
R0090,SYN_R0090,synthetic_52w,37,2026-09-10,2026,9,2,3,0,0,0,0,0,0,0,0,normal,tutor,jawa_tengah,30,2.70805020110221,4,1,4,442180.75,0,0,1,1,0,0,0,207718.0,1,"AR1: base=242500, cv=0.118"
R0090,SYN_R0090,synthetic_52w,38,2026-09-17,2026,9,3,3,0,0,0,0,0,0,0,0,normal,tutor,jawa_tengah,30,2.70805020110221,4,1,4,442180.75,0,0,1,1,0,0,0,204527.0,1,"AR1: base=242500, cv=0.118"
R0090,SYN_R0090,synthetic_52w,39,2026-09-24,2026,9,4,3,0,1,0,0,0,0,0,0,normal,tutor,jawa_tengah,30,2.70805020110221,4,1,4,442180.75,0,0,1,1,0,0,0,198836.0,1,"AR1: base=242500, cv=0.118"
R0090,SYN_R0090,synthetic_52w,40,2026-10-01,2026,10,1,4,1,0,1,0,0,0,0,0,normal,tutor,jawa_tengah,30,2.70805020110221,4,1,4,442180.75,0,0,1,1,0,0,0,202913.0,1,"AR1: base=242500, cv=0.118"
R0090,SYN_R0090,synthetic_52w,41,2026-10-08,2026,10,2,4,0,0,0,0,0,0,0,0,normal,tutor,jawa_tengah,30,2.70805020110221,4,1,4,442180.75,0,0,1,1,0,0,0,206710.0,1,"AR1: base=242500, cv=0.118"
R0090,SYN_R0090,synthetic_52w,42,2026-10-15,2026,10,3,4,0,0,0,0,0,0,0,0,normal,tutor,jawa_tengah,30,2.70805020110221,4,1,4,442180.75,0,0,1,1,0,0,0,210906.0,1,"AR1: base=242500, cv=0.118"
R0090,SYN_R0090,synthetic_52w,43,2026-10-22,2026,10,4,4,0,0,0,0,0,0,0,0,normal,tutor,jawa_tengah,30,2.70805020110221,4,1,4,442180.75,0,0,1,1,0,0,0,220275.0,1,"AR1: base=242500, cv=0.118"
R0090,SYN_R0090,synthetic_52w,44,2026-10-29,2026,10,5,4,0,1,1,0,0,0,0,0,normal,tutor,jawa_tengah,30,2.70805020110221,4,1,4,442180.75,0,0,1,1,0,0,0,204068.0,1,"AR1: base=242500, cv=0.118"
R0090,SYN_R0090,synthetic_52w,45,2026-11-05,2026,11,1,4,1,0,1,0,0,0,0,0,normal,tutor,jawa_tengah,30,2.70805020110221,4,1,4,442180.75,0,0,1,1,0,0,0,205025.0,1,"AR1: base=242500, cv=0.118"
R0090,SYN_R0090,synthetic_52w,46,2026-11-12,2026,11,2,4,0,0,0,0,0,0,0,0,normal,tutor,jawa_tengah,30,2.70805020110221,4,1,4,442180.75,0,0,1,1,0,0,0,212519.0,1,"AR1: base=242500, cv=0.118"
R0090,SYN_R0090,synthetic_52w,47,2026-11-19,2026,11,3,4,0,0,0,0,0,0,0,0,normal,tutor,jawa_tengah,30,2.70805020110221,4,1,4,442180.75,0,0,1,1,0,0,0,210208.0,1,"AR1: base=242500, cv=0.118"
R0090,SYN_R0090,synthetic_52w,48,2026-11-26,2026,11,4,4,0,1,1,0,0,0,0,0,normal,tutor,jawa_tengah,30,2.70805020110221,4,1,4,442180.75,0,0,1,1,0,0,0,196627.0,1,"AR1: base=242500, cv=0.118"
R0090,SYN_R0090,synthetic_52w,49,2026-12-03,2026,12,1,4,1,0,1,0,0,0,0,0,normal,tutor,jawa_tengah,30,2.70805020110221,4,1,4,442180.75,0,0,1,1,0,0,0,198727.0,1,"AR1: base=242500, cv=0.118"
R0090,SYN_R0090,synthetic_52w,50,2026-12-10,2026,12,2,4,0,0,0,0,0,0,0,0,normal,tutor,jawa_tengah,30,2.70805020110221,4,1,4,442180.75,0,0,1,1,0,0,0,205428.0,1,"AR1: base=242500, cv=0.118"
R0090,SYN_R0090,synthetic_52w,51,2026-12-17,2026,12,3,4,0,0,0,0,0,0,0,0,normal,tutor,jawa_tengah,30,2.70805020110221,4,1,4,442180.75,0,0,1,1,0,0,0,184958.0,1,"AR1: base=242500, cv=0.118"
R0090,SYN_R0090,synthetic_52w,52,2026-12-24,2026,12,4,4,0,1,0,0,0,0,1,0,normal,tutor,jawa_tengah,30,2.70805020110221,4,1,4,442180.75,0,0,1,1,0,0,0,188785.0,1,"AR1: base=242500, cv=0.118"
R0091,SYN_R0091,synthetic_52w,1,2026-01-01,2026,1,1,1,1,0,1,0,0,0,0,1,new_year,pekerja_harian,jabodetabek,42,1.9459101490553132,5,8,40,739240.8333333334,0,0,0,0,1,0,0,582474.0,1,"AR1: base=630000, cv=0.201"
R0091,SYN_R0091,synthetic_52w,2,2026-01-08,2026,1,2,1,0,0,0,0,0,0,0,0,normal,pekerja_harian,jabodetabek,42,1.9459101490553132,5,8,40,739240.8333333334,0,0,0,0,1,0,0,562502.0,1,"AR1: base=630000, cv=0.201"
R0091,SYN_R0091,synthetic_52w,3,2026-01-15,2026,1,3,1,0,0,0,0,0,0,0,0,normal,pekerja_harian,jabodetabek,42,1.9459101490553132,5,8,40,739240.8333333334,0,0,0,0,1,0,0,555141.0,1,"AR1: base=630000, cv=0.201"
R0091,SYN_R0091,synthetic_52w,4,2026-01-22,2026,1,4,1,0,0,0,0,0,0,0,0,normal,pekerja_harian,jabodetabek,42,1.9459101490553132,5,8,40,739240.8333333334,0,0,0,0,1,0,0,554760.0,1,"AR1: base=630000, cv=0.201"
R0091,SYN_R0091,synthetic_52w,5,2026-01-29,2026,1,5,1,0,1,1,0,0,0,0,0,normal,pekerja_harian,jabodetabek,42,1.9459101490553132,5,8,40,739240.8333333334,0,0,0,0,1,0,0,528146.0,1,"AR1: base=630000, cv=0.201"
R0091,SYN_R0091,synthetic_52w,6,2026-02-05,2026,2,1,1,1,0,1,0,0,0,0,0,normal,pekerja_harian,jabodetabek,42,1.9459101490553132,5,8,40,739240.8333333334,0,0,0,0,1,0,0,554737.0,1,"AR1: base=630000, cv=0.201"
